,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
1390,Campo Maior,2023,6,Portalegre,523,4849,3,0,0,61,52,23,20,4034,38,1258,42,159,5372
1391,Campo Maior,2023,7,Portalegre,507,4870,4,0,0,52,45,17,15,4040,38,1258,41,133,5377
1392,Campo Maior,2023,8,Portalegre,503,4877,0,0,3,62,52,29,14,4044,38,1257,41,160,5380
1393,Campo Maior,2023,9,Portalegre,592,4792,2,0,0,41,40,12,15,4048,38,1257,41,110,5384
1394,Campo Maior,2023,10,Portalegre,507,4879,6,0,0,70,60,21,15,4050,38,1257,41,172,5386
1395,Campo Maior,2023,11,Portalegre,536,4846,2,0,0,63,54,21,11,4049,38,1255,40,151,5382
1396,Campo Maior,2023,12,Portalegre,533,4840,2,0,0,59,39,25,6,4045,38,1249,41,131,5373
1397,Campo Maior,2024,1,Portalegre,579,4791,3,0,0,77,56,17,20,4042,38,1249,41,173,5370
1398,Campo Maior,2024,2,Portalegre,418,4936,1,0,0,37,26,13,6,4029,38,1246,41,83,5354
1399,Campo Maior,2024,3,Portalegre,387,4974,2,0,1,53,44,21,13,4026,38,1249,48,134,5361
1425,Carrazeda de Ansiães,2022,3,Bragança,2318,3256,1,0,0,12,12,2,7,4452,64,1043,15,34,5574
1426,Carrazeda de Ansiães,2022,4,Bragança,2292,3288,1,0,0,16,20,10,4,4456,64,1045,15,51,5580
1427,Carrazeda de Ansiães,2022,5,Bragança,1978,3591,0,0,0,21,18,5,6,4442,64,1047,16,50,5569
1428,Carrazeda de Ansiães,2022,6,Bragança,2102,3467,4,0,0,21,19,8,8,4440,64,1049,16,60,5569
1429,Carrazeda de Ansiães,2022,7,Bragança,1792,3777,3,0,0,19,15,10,1,4438,64,1050,17,48,5569
1430,Carrazeda de Ansiães,2022,8,Bragança,1705,3870,2,0,0,22,21,12,8,4440,64,1052,19,65,5575
1431,Carrazeda de Ansiães,2022,9,Bragança,1480,4086,1,0,0,19,16,17,9,4434,64,1053,15,62,5566
1432,Carrazeda de Ansiães,2022,10,Bragança,1358,4216,3,0,0,15,16,18,11,4437,66,1056,15,63,5574
1438,Carrazeda de Ansiães,2023,4,Bragança,426,5154,33,0,0,27,15,16,17,4440,67,1056,17,108,5580
1440,Carrazeda de Ansiães,2023,6,Bragança,334,5255,37,0,0,16,17,13,13,4444,67,1064,14,96,5589
1441,Carrazeda de Ansiães,2023,7,Bragança,317,5280,3,1,0,19,13,17,14,4447,68,1067,15,67,5597
1442,Carrazeda de Ansiães,2023,8,Bragança,294,5313,3,0,7,27,19,25,16,4452,68,1069,18,97,5607
1443,Carrazeda de Ansiães,2023,9,Bragança,295,5316,2,0,0,20,17,19,11,4455,68,1072,16,69,5611
1444,Carrazeda de Ansiães,2023,10,Bragança,274,5346,5,0,0,21,18,13,22,4464,68,1073,15,79,5620
1445,Carrazeda de Ansiães,2023,11,Bragança,282,5342,1,0,0,41,29,11,12,4463,68,1075,18,94,5624
1446,Carrazeda de Ansiães,2023,12,Bragança,278,5345,0,0,0,17,11,13,2,4465,68,1072,18,43,5623
1447,Carrazeda de Ansiães,2024,1,Bragança,251,5364,2,0,0,30,21,11,14,4463,68,1069,15,78,5615
1448,Carrazeda de Ansiães,2024,2,Bragança,220,5384,3,0,0,16,12,10,9,4455,69,1065,15,50,5604
1449,Carrazeda de Ansiães,2024,3,Bragança,196,5417,1,0,0,13,16,14,15,4462,69,1066,16,59,5613
1450,Carregal do Sal,2022,3,Viseu,2590,4712,0,0,0,16,14,11,1,5517,79,1670,36,42,7302
1451,Carregal do Sal,2022,4,Viseu,2471,4829,9,1,0,28,24,15,13,5520,79,1666,35,90,7300
1452,Carregal do Sal,2022,5,Viseu,2364,4929,3,0,0,24,20,14,8,5513,79,1666,35,69,7293
1453,Carregal do Sal,2022,6,Viseu,2331,4962,4,0,0,31,26,18,6,5514,79,1665,35,85,7293
1454,Carregal do Sal,2022,7,Viseu,2268,5030,3,0,0,34,31,12,7,5518,79,1667,34,87,7298
1455,Carregal do Sal,2022,8,Viseu,2209,5099,3,0,0,38,34,18,9,5524,79,1670,35,102,7308
1456,Carregal do Sal,2022,9,Viseu,2160,5146,2,0,0,28,25,11,8,5527,79,1665,35,74,7306
1457,Carregal do Sal,2022,10,Viseu,2150,5153,6,0,0,29,28,18,9,5528,79,1664,32,90,7303
1458,Carregal do Sal,2022,11,Viseu,2144,5158,75,0,0,31,23,22,9,5532,79,1661,30,160,7302
1459,Carregal do Sal,2022,12,Viseu,2089,5214,47,0,3,40,33,22,7,5531,79,1660,33,152,7303
1460,Carregal do Sal,2023,1,Viseu,2093,5204,71,1,7,42,37,26,17,5527,79,1661,30,201,7297
1465,Carregal do Sal,2023,6,Viseu,1430,5897,13,0,0,35,36,19,13,5551,78,1669,29,116,7327
1466,Carregal do Sal,2023,7,Viseu,1342,5987,4,0,0,39,34,21,11,5551,78,1671,29,109,7329
1467,Carregal do Sal,2023,8,Viseu,1370,5969,10,0,4,31,32,25,19,5556,78,1677,28,121,7339
1468,Carregal do Sal,2023,9,Viseu,1168,6181,7,0,0,30,21,22,12,5566,78,1678,27,92,7349
1469,Carregal do Sal,2023,10,Viseu,1151,6208,13,0,0,36,29,23,10,5573,78,1681,27,111,7359
1470,Carregal do Sal,2023,11,Viseu,932,6430,3,0,0,52,35,25,8,5577,78,1681,26,123,7362
1471,Carregal do Sal,2023,12,Viseu,751,6605,0,0,2,32,27,25,9,5572,78,1676,30,95,7356
1472,Carregal do Sal,2024,1,Viseu,699,6665,1,0,0,39,30,22,12,5581,78,1677,28,104,7364
1473,Carregal do Sal,2024,2,Viseu,562,6799,3,0,0,22,18,17,5,5575,78,1680,28,65,7361
1474,Carregal do Sal,2024,3,Viseu,571,6787,7,0,0,34,33,27,5,5573,78,1679,28,106,7358
1525,Castanheira de Pêra,2022,3,Leiria,1265,1356,0,0,0,1,2,2,6,2207,39,364,11,11,2621
1526,Castanheira de Pêra,2022,4,Leiria,1226,1392,1,0,0,9,6,13,5,2206,39,362,11,34,2618
1527,Castanheira de Pêra,2022,5,Leiria,1025,1605,0,0,0,6,8,7,4,2210,39,370,11,25,2630
1528,Castanheira de Pêra,2022,6,Leiria,919,1717,5,0,0,13,5,4,6,2210,39,371,16,33,2636
1529,Castanheira de Pêra,2022,7,Leiria,688,1943,6,0,0,18,17,4,0,2208,39,373,11,45,2631
1530,Castanheira de Pêra,2022,8,Leiria,653,1982,2,0,0,13,8,6,11,2211,39,374,11,40,2635
1531,Castanheira de Pêra,2022,9,Leiria,636,1999,6,0,0,13,8,11,1,2211,39,374,11,39,2635
1532,Castanheira de Pêra,2022,10,Leiria,609,2025,3,0,0,10,11,5,5,2210,39,373,12,34,2634
1533,Castanheira de Pêra,2022,11,Leiria,613,2023,60,0,0,21,15,12,6,2213,39,373,11,114,2636
1534,Castanheira de Pêra,2022,12,Leiria,593,2049,46,0,2,11,11,5,10,2213,39,371,19,85,2642
1535,Castanheira de Pêra,2023,1,Leiria,592,2041,65,0,3,18,13,9,7,2211,39,372,11,115,2633
1536,Castanheira de Pêra,2023,2,Leiria,582,2049,31,0,0,13,10,13,8,2209,39,372,11,75,2631
1537,Castanheira de Pêra,2023,3,Leiria,455,2172,33,0,0,14,12,9,8,2209,39,368,11,76,2627
1538,Castanheira de Pêra,2023,4,Leiria,480,2147,17,0,0,13,11,7,9,2209,39,368,11,57,2627
1539,Castanheira de Pêra,2023,5,Leiria,504,2123,28,0,0,26,19,9,4,2209,39,368,11,86,2627
1540,Castanheira de Pêra,2023,6,Leiria,449,2194,7,0,0,15,17,8,12,2217,39,370,17,59,2643
1541,Castanheira de Pêra,2023,7,Leiria,425,2212,1,0,0,9,11,9,7,2217,39,368,13,37,2637
1542,Castanheira de Pêra,2023,8,Leiria,416,2229,1,0,0,22,11,7,2,2218,39,370,18,43,2645
1543,Castanheira de Pêra,2023,9,Leiria,399,2249,0,0,0,19,18,8,10,2224,39,372,13,55,2648
1544,Castanheira de Pêra,2023,10,Leiria,341,2306,0,0,2,31,26,5,12,2221,39,374,13,76,2647
1545,Castanheira de Pêra,2023,11,Leiria,299,2347,0,0,0,22,15,10,2,2217,39,377,13,49,2646
1546,Castanheira de Pêra,2023,12,Leiria,276,2369,1,0,0,16,13,15,3,2212,39,375,19,48,2645
1547,Castanheira de Pêra,2024,1,Leiria,271,2371,0,0,0,23,17,11,3,2215,39,375,13,54,2642
1548,Castanheira de Pêra,2024,2,Leiria,227,2415,0,0,0,14,9,4,0,2213,39,377,13,27,2642
1549,Castanheira de Pêra,2024,3,Leiria,222,2417,0,0,2,17,15,13,5,2212,39,376,12,52,2639
1575,Castelo de Paiva,2022,3,Aveiro,4286,3658,0,0,0,6,6,1,4,6386,119,1391,48,17,7944
1576,Castelo de Paiva,2022,4,Aveiro,4256,3691,8,0,0,22,23,18,12,6389,119,1389,50,83,7947
1577,Castelo de Paiva,2022,5,Aveiro,4108,3840,5,0,0,32,20,10,9,6389,119,1393,47,76,7948
1578,Castelo de Paiva,2022,6,Aveiro,3987,3980,4,0,0,23,19,17,13,6393,119,1400,55,76,7967
1579,Castelo de Paiva,2022,7,Aveiro,3714,4252,8,1,0,37,35,5,9,6392,119,1404,51,95,7966
1580,Castelo de Paiva,2022,8,Aveiro,3640,4318,5,0,0,42,36,14,19,6388,119,1401,50,116,7958
1581,Castelo de Paiva,2022,9,Aveiro,3607,4357,14,0,0,30,30,18,9,6394,119,1401,50,101,7964
1582,Castelo de Paiva,2022,10,Aveiro,3458,4518,31,0,0,20,23,18,16,6410,119,1398,49,108,7976
1590,Castelo de Paiva,2023,6,Aveiro,2799,5283,21,0,0,32,30,17,18,6493,120,1422,47,118,8082
1591,Castelo de Paiva,2023,7,Aveiro,2394,5704,3,0,2,51,43,15,24,6507,120,1426,45,138,8098
1592,Castelo de Paiva,2023,8,Aveiro,2347,5764,1,0,12,57,51,37,20,6529,120,1422,40,178,8111
1594,Castelo de Paiva,2023,10,Aveiro,1894,6232,18,0,0,48,42,30,14,6546,120,1421,39,152,8126
1595,Castelo de Paiva,2023,11,Aveiro,1801,6329,2,0,1,70,56,32,11,6545,120,1424,41,172,8130
1596,Castelo de Paiva,2023,12,Aveiro,1647,6479,2,0,0,35,27,27,7,6546,120,1421,39,98,8126
1597,Castelo de Paiva,2024,1,Aveiro,1707,6413,2,0,1,57,38,21,13,6545,120,1418,37,132,8120
1598,Castelo de Paiva,2024,2,Aveiro,1179,6932,1,0,0,33,24,13,5,6537,120,1417,37,76,8111
1599,Castelo de Paiva,2024,3,Aveiro,682,7431,11,0,1,50,34,33,13,6536,120,1420,37,142,8113
1600,Castelo de Vide,2022,3,Portalegre,690,2240,1,0,0,4,4,3,0,2375,28,518,9,12,2930
1601,Castelo de Vide,2022,4,Portalegre,691,2240,5,0,0,12,11,5,3,2378,28,518,7,36,2931
1602,Castelo de Vide,2022,5,Portalegre,680,2251,3,0,0,13,9,5,6,2376,28,519,8,36,2931
1603,Castelo de Vide,2022,6,Portalegre,695,2241,3,0,0,19,22,6,3,2380,28,519,9,53,2936
1604,Castelo de Vide,2022,7,Portalegre,657,2279,0,0,0,9,11,4,5,2380,28,519,9,29,2936
1605,Castelo de Vide,2022,8,Portalegre,658,2282,1,0,0,19,16,4,6,2383,28,519,10,46,2940
1606,Castelo de Vide,2022,9,Portalegre,649,2288,1,1,0,8,8,10,4,2381,28,519,9,32,2937
1607,Castelo de Vide,2022,10,Portalegre,575,2363,4,0,0,15,15,11,5,2383,28,519,8,50,2938
1608,Castelo de Vide,2022,11,Portalegre,616,2324,30,0,0,12,9,19,2,2384,28,520,8,72,2940
1609,Castelo de Vide,2022,12,Portalegre,518,2430,77,0,0,15,12,12,1,2386,28,526,8,117,2948
1610,Castelo de Vide,2023,1,Portalegre,454,2489,54,0,1,23,17,16,6,2382,29,525,7,117,2943
1611,Castelo de Vide,2023,2,Portalegre,454,2494,35,0,0,20,13,10,7,2386,29,526,7,85,2948
1612,Castelo de Vide,2023,3,Portalegre,386,2561,42,0,0,13,18,9,5,2387,29,524,7,87,2947
1613,Castelo de Vide,2023,4,Portalegre,374,2573,13,0,0,17,16,5,9,2387,29,524,7,60,2947
1614,Castelo de Vide,2023,5,Portalegre,363,2584,16,0,0,23,13,11,6,2387,29,524,7,69,2947
1615,Castelo de Vide,2023,6,Portalegre,333,2617,5,0,0,18,22,10,14,2392,29,522,7,69,2950
1616,Castelo de Vide,2023,7,Portalegre,329,2620,2,0,0,18,18,7,4,2391,29,522,7,49,2949
1617,Castelo de Vide,2023,8,Portalegre,333,2625,3,0,0,15,11,6,5,2395,29,525,9,40,2958
1618,Castelo de Vide,2023,9,Portalegre,312,2641,1,0,0,11,11,9,6,2393,29,525,6,38,2953
1619,Castelo de Vide,2023,10,Portalegre,302,2660,1,0,0,13,9,8,6,2401,29,527,5,37,2962
1620,Castelo de Vide,2023,11,Portalegre,297,2664,1,0,0,23,15,9,6,2401,29,526,5,54,2961
1621,Castelo de Vide,2023,12,Portalegre,286,2673,1,0,0,7,9,7,3,2397,29,528,5,27,2959
1622,Castelo de Vide,2024,1,Portalegre,243,2717,0,0,0,13,7,5,4,2398,29,528,5,29,2960
1623,Castelo de Vide,2024,2,Portalegre,227,2736,1,0,0,7,2,1,1,2402,29,527,5,12,2963
1624,Castelo de Vide,2024,3,Portalegre,212,2751,3,0,0,12,7,8,1,2401,29,528,5,31,2963
1625,Castro Marim,2022,3,Faro,6846,2354,2,0,0,0,1,3,5,7680,129,1348,43,11,9200
1626,Castro Marim,2022,4,Faro,6687,2522,0,0,0,7,3,10,3,7688,129,1349,43,23,9209
1627,Castro Marim,2022,5,Faro,6288,2941,3,0,0,7,8,12,4,7705,129,1350,45,34,9229
1628,Castro Marim,2022,6,Faro,6637,2617,2,0,0,7,9,13,7,7712,129,1359,54,38,9254
1629,Castro Marim,2022,7,Faro,6107,3172,2,0,0,7,6,12,4,7732,129,1364,54,31,9279
1630,Castro Marim,2022,8,Faro,6067,3239,2,0,0,8,8,12,5,7740,129,1366,71,35,9306
1631,Castro Marim,2022,9,Faro,5977,3315,3,0,0,14,11,12,6,7740,129,1366,57,46,9292
1632,Castro Marim,2022,10,Faro,5919,3370,3,0,0,10,8,21,5,7744,129,1366,50,47,9289
1633,Castro Marim,2022,11,Faro,6374,2911,64,0,0,14,11,20,12,7747,129,1363,46,121,9285
1640,Castro Marim,2023,6,Faro,4898,4418,25,0,0,25,25,26,11,7781,129,1353,53,112,9316
1641,Castro Marim,2023,7,Faro,4770,4555,2,0,0,33,25,17,12,7789,129,1357,50,89,9325
1642,Castro Marim,2023,8,Faro,4611,4715,2,0,4,15,16,25,12,7795,129,1352,50,74,9326
1643,Castro Marim,2023,9,Faro,4032,5293,1,0,0,20,15,15,13,7798,129,1349,49,64,9325
1644,Castro Marim,2023,10,Faro,3511,5814,6,0,1,31,24,28,6,7803,130,1348,44,96,9325
1645,Castro Marim,2023,11,Faro,2915,6401,2,0,0,50,37,36,12,7800,130,1342,44,137,9316
1646,Castro Marim,2023,12,Faro,2505,6814,3,0,0,34,28,22,9,7804,130,1342,43,96,9319
1647,Castro Marim,2024,1,Faro,2493,6824,4,0,0,41,32,31,12,7804,130,1343,40,120,9317
1648,Castro Marim,2024,2,Faro,2345,6966,0,0,0,11,14,9,5,7797,130,1346,38,39,9311
1649,Castro Marim,2024,3,Faro,2315,7009,5,0,1,26,23,27,6,7804,129,1353,38,88,9324
1650,Castro Verde,2022,3,Beja,1933,3028,0,0,0,9,6,4,6,4117,57,770,17,25,4961
1651,Castro Verde,2022,4,Beja,1850,3112,0,0,0,20,21,9,8,4118,57,771,16,58,4962
1652,Castro Verde,2022,5,Beja,1700,3264,3,0,0,23,18,4,9,4118,57,773,16,57,4964
1653,Castro Verde,2022,6,Beja,1786,3176,1,1,0,25,23,4,7,4117,57,772,16,61,4962
1654,Castro Verde,2022,7,Beja,1621,3345,1,0,0,19,17,8,4,4119,57,773,17,49,4966
1655,Castro Verde,2022,8,Beja,1589,3384,4,0,0,33,25,13,7,4123,57,776,17,82,4973
1656,Castro Verde,2022,9,Beja,1555,3423,2,0,0,20,24,15,7,4125,58,778,17,68,4978
1657,Castro Verde,2022,10,Beja,1485,3493,3,0,0,23,21,10,0,4127,58,778,15,57,4978
1658,Castro Verde,2022,11,Beja,1497,3490,57,0,0,26,18,10,8,4133,58,778,18,119,4987
1659,Castro Verde,2022,12,Beja,1447,3538,75,0,1,16,19,10,6,4130,58,779,18,127,4985
1660,Castro Verde,2023,1,Beja,1621,3361,33,0,3,35,29,20,10,4131,58,779,14,130,4982
1663,Castro Verde,2023,4,Beja,1164,3827,44,0,0,21,21,13,7,4138,58,782,13,106,4991
1664,Castro Verde,2023,5,Beja,1120,3871,52,0,0,20,21,6,7,4138,58,782,13,106,4991
1665,Castro Verde,2023,6,Beja,1090,3908,17,0,0,25,22,7,3,4146,58,786,8,74,4998
1666,Castro Verde,2023,7,Beja,1065,3939,6,0,0,33,25,13,6,4147,59,789,9,83,5004
1667,Castro Verde,2023,8,Beja,954,4054,14,0,2,22,18,12,7,4148,59,791,10,75,5008
1668,Castro Verde,2023,9,Beja,887,4122,4,0,0,20,17,16,5,4150,59,791,9,62,5009
1669,Castro Verde,2023,10,Beja,775,4242,6,0,0,23,19,8,4,4154,59,793,11,60,5017
1670,Castro Verde,2023,11,Beja,622,4400,2,0,0,33,28,16,9,4153,59,793,17,88,5022
1671,Castro Verde,2023,12,Beja,493,4532,4,0,0,26,19,10,6,4156,59,793,17,65,5025
1672,Castro Verde,2024,1,Beja,447,4575,2,0,0,27,28,17,7,4157,59,793,13,81,5022
1673,Castro Verde,2024,2,Beja,400,4627,3,0,0,8,9,7,5,4159,59,797,12,32,5027
1674,Castro Verde,2024,3,Beja,349,4678,1,0,0,30,26,22,3,4159,59,796,13,82,5027
1675,Celorico da Beira,2022,3,Guarda,3692,2569,1,0,0,3,3,2,6,5028,130,1060,43,15,6261
1676,Celorico da Beira,2022,4,Guarda,3620,2631,2,0,0,13,15,10,4,5017,130,1061,43,44,6251
1677,Celorico da Beira,2022,5,Guarda,3552,2698,0,0,0,20,19,17,3,5017,130,1061,42,59,6250
1678,Celorico da Beira,2022,6,Guarda,3611,2639,2,0,0,18,12,6,8,5015,130,1059,46,46,6250
1679,Celorico da Beira,2022,7,Guarda,3394,2859,0,0,0,12,13,10,9,5017,130,1061,45,44,6253
1680,Celorico da Beira,2022,8,Guarda,3401,2860,2,0,0,22,15,14,11,5030,130,1059,42,64,6261
1681,Celorico da Beira,2022,9,Guarda,3309,2952,1,0,0,19,21,20,10,5031,131,1058,41,71,6261
1682,Celorico da Beira,2022,10,Guarda,3240,3025,10,0,0,15,12,13,2,5034,131,1058,42,52,6265
1686,Celorico da Beira,2023,2,Guarda,2838,3430,61,0,0,27,25,15,4,5030,131,1064,43,132,6268
1690,Celorico da Beira,2023,6,Guarda,2054,4229,9,0,0,28,26,15,9,5034,131,1073,45,87,6283
1691,Celorico da Beira,2023,7,Guarda,1966,4321,1,0,0,34,23,12,9,5036,131,1075,45,79,6287
1692,Celorico da Beira,2023,8,Guarda,1788,4498,4,0,4,38,32,15,8,5037,132,1074,43,101,6286
1693,Celorico da Beira,2023,9,Guarda,1643,4649,4,0,0,21,22,15,7,5041,132,1075,44,69,6292
1694,Celorico da Beira,2023,10,Guarda,1410,4886,8,0,0,24,25,16,7,5044,132,1078,42,80,6296
1695,Celorico da Beira,2023,11,Guarda,880,5410,1,0,0,43,36,31,5,5038,132,1078,42,116,6290
1696,Celorico da Beira,2023,12,Guarda,714,5575,2,1,1,23,18,9,9,5034,133,1081,41,63,6289
1697,Celorico da Beira,2024,1,Guarda,670,5627,1,0,0,38,27,29,5,5040,134,1083,40,100,6297
1698,Celorico da Beira,2024,2,Guarda,530,5761,4,0,0,14,14,10,4,5035,134,1082,40,46,6291
1699,Celorico da Beira,2024,3,Guarda,514,5782,2,0,0,22,19,25,7,5037,134,1084,41,75,6296
1725,Chamusca,2022,3,Santarém,3397,2825,3,0,0,15,14,5,9,4428,119,1663,12,46,6222
1726,Chamusca,2022,4,Santarém,3323,2910,2,0,0,32,25,13,4,4425,119,1679,10,76,6233
1727,Chamusca,2022,5,Santarém,3324,2971,4,0,0,35,31,19,11,4421,119,1725,30,100,6295
1728,Chamusca,2022,6,Santarém,3290,3012,1,0,0,36,32,10,6,4414,119,1760,9,85,6302
1729,Chamusca,2022,7,Santarém,3108,3198,1,0,0,32,27,12,7,4423,119,1755,9,79,6306
1730,Chamusca,2022,8,Santarém,2984,3318,1,0,0,42,34,20,13,4421,119,1752,10,110,6302
1731,Chamusca,2022,9,Santarém,2880,3393,4,0,0,35,30,18,11,4423,119,1719,12,98,6273
1732,Chamusca,2022,10,Santarém,2720,3507,3,0,0,22,20,19,12,4418,119,1678,12,76,6227
1736,Chamusca,2023,2,Santarém,2281,3918,75,0,0,31,22,22,8,4428,119,1639,13,158,6199
1740,Chamusca,2023,6,Santarém,1378,4941,15,0,0,40,32,26,16,4443,119,1744,13,129,6319
1742,Chamusca,2023,8,Santarém,1076,5243,2,0,11,42,32,36,20,4456,119,1732,12,143,6319
1743,Chamusca,2023,9,Santarém,929,5377,3,0,0,37,27,27,21,4459,119,1718,10,115,6306
1744,Chamusca,2023,10,Santarém,888,5401,4,0,1,59,39,31,26,4453,119,1707,10,160,6289
1745,Chamusca,2023,11,Santarém,805,5467,3,0,0,63,65,42,19,4450,119,1689,14,192,6272
1746,Chamusca,2023,12,Santarém,634,5619,2,0,0,54,34,37,17,4447,119,1671,16,144,6253
1747,Chamusca,2024,1,Santarém,635,5621,1,0,2,81,55,43,21,4453,119,1673,11,203,6256
1748,Chamusca,2024,2,Santarém,577,5673,1,0,1,26,22,19,5,4451,119,1667,13,74,6250
1749,Chamusca,2024,3,Santarém,511,5738,3,0,0,38,34,43,12,4447,119,1672,11,130,6249
1775,Cinfães,2022,3,Viseu,9087,3154,2,1,0,2,1,0,3,10401,163,1638,39,9,12241
1776,Cinfães,2022,4,Viseu,9020,3220,1,0,0,10,9,3,4,10398,164,1640,38,27,12240
1777,Cinfães,2022,5,Viseu,8923,3304,2,0,0,9,7,4,9,10382,164,1643,38,31,12227
1778,Cinfães,2022,6,Viseu,8961,3276,2,0,0,16,12,3,4,10384,164,1644,45,37,12237
1779,Cinfães,2022,7,Viseu,8824,3411,0,0,0,8,8,2,5,10389,164,1643,39,23,12235
1780,Cinfães,2022,8,Viseu,8771,3467,0,0,0,12,9,0,7,10390,164,1642,42,28,12238
1781,Cinfães,2022,9,Viseu,8702,3538,1,0,0,6,4,7,2,10395,164,1643,38,20,12240
1782,Cinfães,2022,10,Viseu,8664,3579,2,0,0,9,6,3,1,10396,165,1645,37,21,12243
1783,Cinfães,2022,11,Viseu,8628,3611,20,0,0,13,9,6,5,10387,166,1649,37,53,12239
1784,Cinfães,2022,12,Viseu,8600,3658,52,0,0,9,8,1,4,10401,166,1651,40,74,12258
1785,Cinfães,2023,1,Viseu,8591,3660,28,0,1,12,10,4,2,10402,166,1648,35,57,12251
1786,Cinfães,2023,2,Viseu,8598,3653,38,0,0,14,8,14,4,10404,166,1647,34,78,12251
1787,Cinfães,2023,3,Viseu,8245,4011,30,0,1,13,10,9,3,10409,166,1648,33,66,12256
1788,Cinfães,2023,4,Viseu,8266,3990,55,0,0,16,9,6,6,10409,166,1648,33,92,12256
1791,Cinfães,2023,7,Viseu,6692,5613,0,0,1,27,24,18,12,10454,168,1658,25,82,12305
1792,Cinfães,2023,8,Viseu,6694,5616,1,0,2,32,20,23,11,10459,168,1660,23,89,12310
1793,Cinfães,2023,9,Viseu,6526,5785,2,0,0,19,17,8,16,10456,168,1663,24,62,12311
1794,Cinfães,2023,10,Viseu,6366,5940,6,0,0,32,24,20,4,10450,168,1665,23,86,12306
1795,Cinfães,2023,11,Viseu,6221,6087,0,0,0,40,27,23,8,10445,168,1671,24,98,12308
1796,Cinfães,2023,12,Viseu,6169,6141,2,0,0,31,24,18,3,10443,168,1672,27,78,12310
1797,Cinfães,2024,1,Viseu,5953,6358,1,0,0,41,36,22,6,10450,168,1670,23,106,12311
1798,Cinfães,2024,2,Viseu,5995,6322,0,0,0,18,12,9,3,10451,168,1676,22,42,12317
1799,Cinfães,2024,3,Viseu,5322,6999,1,0,2,24,21,16,16,10456,168,1678,19,80,12321
1825,Condeixa-a-Nova,2022,3,Coimbra,4175,5060,0,0,0,9,4,10,2,7449,100,1619,67,25,9235
1826,Condeixa-a-Nova,2022,4,Coimbra,4058,5188,9,1,0,24,21,26,2,7460,100,1619,67,83,9246
1827,Condeixa-a-Nova,2022,5,Coimbra,3927,5327,14,0,0,44,34,25,7,7464,100,1622,68,124,9254
1828,Condeixa-a-Nova,2022,6,Coimbra,3736,5518,3,0,0,44,32,28,10,7464,100,1622,68,117,9254
1829,Condeixa-a-Nova,2022,7,Coimbra,3446,5798,2,0,0,62,41,28,8,7458,100,1619,67,141,9244
1830,Condeixa-a-Nova,2022,8,Coimbra,3309,5954,2,0,0,69,52,35,19,7478,100,1618,67,177,9263
1831,Condeixa-a-Nova,2022,9,Coimbra,3262,6015,3,0,0,45,47,40,7,7487,100,1622,68,142,9277
1832,Condeixa-a-Nova,2022,10,Coimbra,2891,6390,17,0,0,48,35,31,10,7491,100,1622,68,141,9281
1841,Condeixa-a-Nova,2023,7,Coimbra,957,8402,11,0,0,56,47,40,14,7559,103,1637,60,168,9359
1842,Condeixa-a-Nova,2023,8,Coimbra,751,8621,10,0,8,60,56,32,16,7569,103,1641,59,182,9372
1843,Condeixa-a-Nova,2023,9,Coimbra,616,8761,16,0,0,57,46,42,8,7574,103,1644,56,169,9377
1844,Condeixa-a-Nova,2023,10,Coimbra,637,8762,14,0,1,63,59,42,20,7594,103,1647,55,199,9399
1845,Condeixa-a-Nova,2023,11,Coimbra,475,8929,2,0,0,74,58,36,10,7602,103,1645,54,180,9404
1846,Condeixa-a-Nova,2023,12,Coimbra,408,9002,2,0,0,31,23,31,6,7606,103,1647,54,93,9410
1847,Condeixa-a-Nova,2024,1,Coimbra,430,8994,1,0,0,60,46,44,12,7616,103,1649,56,163,9424
1848,Condeixa-a-Nova,2024,2,Coimbra,471,8945,0,0,0,27,23,38,3,7612,103,1650,51,91,9416
1849,Condeixa-a-Nova,2024,3,Coimbra,324,9091,1,0,0,41,36,32,13,7613,103,1650,49,123,9415
1850,Constância,2022,3,Santarém,1444,955,1,0,0,3,1,1,3,1914,36,437,12,9,2399
1851,Constância,2022,4,Santarém,1429,967,2,0,0,9,7,4,7,1913,36,435,12,29,2396
1852,Constância,2022,5,Santarém,1408,992,1,0,0,9,11,3,4,1912,36,439,13,28,2400
1853,Constância,2022,6,Santarém,1406,996,0,0,0,4,3,2,2,1915,36,438,13,11,2402
1854,Constância,2022,7,Santarém,1394,1014,1,0,0,6,5,4,5,1920,36,439,13,21,2408
1855,Constância,2022,8,Santarém,1363,1044,1,0,0,6,6,7,3,1918,36,440,13,23,2407
1856,Constância,2022,9,Santarém,1359,1048,2,1,0,3,3,4,1,1916,36,442,13,14,2407
