,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
5598,São João da Pesqueira,2024,2,Viseu,1480,4340,0,0,0,17,13,10,2,4570,81,1140,29,42,5820
5599,São João da Pesqueira,2024,3,Viseu,1440,4388,1,0,0,22,16,7,11,4577,81,1143,27,57,5828
5600,São Pedro do Sul,2022,3,Viseu,6355,5801,2,0,0,13,10,13,6,9785,235,2105,31,44,12156
5601,São Pedro do Sul,2022,4,Viseu,6311,5845,6,0,1,37,36,27,10,9787,235,2104,30,117,12156
5602,São Pedro do Sul,2022,5,Viseu,6235,5924,4,0,0,32,27,23,8,9784,235,2109,31,94,12159
5603,São Pedro do Sul,2022,6,Viseu,6221,5936,0,0,0,38,29,23,9,9782,235,2106,34,99,12157
5604,São Pedro do Sul,2022,7,Viseu,6149,6026,2,0,0,26,18,15,4,9797,235,2108,35,65,12175
5605,São Pedro do Sul,2022,8,Viseu,6097,6084,2,0,0,45,31,14,17,9802,236,2107,36,109,12181
5606,São Pedro do Sul,2022,9,Viseu,6089,6098,2,0,0,26,18,19,9,9809,236,2109,33,74,12187
5607,São Pedro do Sul,2022,10,Viseu,5752,6444,8,0,0,34,27,28,9,9816,236,2112,32,106,12196
5608,São Pedro do Sul,2022,11,Viseu,5996,6201,76,0,0,33,21,24,8,9818,236,2111,32,162,12197
5610,São Pedro do Sul,2023,1,Viseu,5577,6628,80,0,20,29,32,22,12,9818,237,2116,34,195,12205
5616,São Pedro do Sul,2023,7,Viseu,2963,9303,8,0,26,52,45,47,25,9853,237,2139,37,203,12266
5618,São Pedro do Sul,2023,9,Viseu,2302,9984,16,0,15,44,34,33,16,9876,238,2141,31,158,12286
5619,São Pedro do Sul,2023,10,Viseu,2225,10071,21,0,9,45,31,41,18,9885,238,2142,31,165,12296
5620,São Pedro do Sul,2023,11,Viseu,2130,10180,10,0,0,74,48,46,17,9900,238,2140,32,195,12310
5621,São Pedro do Sul,2023,12,Viseu,2013,10295,6,0,4,36,30,32,6,9898,238,2142,30,114,12308
5622,São Pedro do Sul,2024,1,Viseu,2019,10300,3,0,6,61,45,44,12,9906,238,2145,30,171,12319
5623,São Pedro do Sul,2024,2,Viseu,1684,10636,5,0,3,37,31,16,3,9905,238,2146,31,95,12320
5624,São Pedro do Sul,2024,3,Viseu,1542,10786,6,0,5,52,45,27,8,9914,238,2146,30,143,12328
5625,Tabuaço,2022,3,Viseu,1902,2535,8,0,0,6,6,5,4,3609,52,764,12,29,4437
5626,Tabuaço,2022,4,Viseu,1869,2569,4,0,0,14,14,5,5,3607,52,766,13,42,4438
5627,Tabuaço,2022,5,Viseu,1726,2702,1,0,0,18,17,6,8,3598,52,764,14,50,4428
5628,Tabuaço,2022,6,Viseu,1875,2560,0,0,0,16,13,8,9,3598,52,766,19,46,4435
5629,Tabuaço,2022,7,Viseu,1662,2768,1,0,0,16,10,6,4,3592,52,767,19,37,4430
5630,Tabuaço,2022,8,Viseu,1651,2764,1,0,0,19,11,4,7,3583,52,766,14,42,4415
5631,Tabuaço,2022,9,Viseu,1676,2743,1,0,0,12,9,3,5,3583,52,767,17,30,4419
5632,Tabuaço,2022,10,Viseu,1576,2841,6,0,0,9,10,9,8,3585,52,767,13,42,4417
5633,Tabuaço,2022,11,Viseu,1626,2787,21,0,0,19,15,3,6,3582,52,767,12,64,4413
5634,Tabuaço,2022,12,Viseu,1571,2842,40,0,4,15,11,9,9,3582,52,767,12,88,4413
5635,Tabuaço,2023,1,Viseu,1465,2948,25,0,4,15,14,11,6,3580,52,768,13,75,4413
5636,Tabuaço,2023,2,Viseu,1488,2928,36,0,0,12,8,8,4,3581,52,770,13,68,4416
5637,Tabuaço,2023,3,Viseu,1196,3222,58,0,9,14,14,11,3,3581,52,770,15,109,4418
5638,Tabuaço,2023,4,Viseu,1176,3242,56,0,0,21,9,3,8,3581,52,770,15,97,4418
5639,Tabuaço,2023,5,Viseu,1070,3348,27,0,0,25,20,9,13,3581,52,770,15,94,4418
5640,Tabuaço,2023,6,Viseu,989,3434,32,0,0,14,14,6,7,3581,52,769,21,73,4423
5641,Tabuaço,2023,7,Viseu,894,3522,0,0,0,12,10,4,10,3582,52,770,12,36,4416
5642,Tabuaço,2023,8,Viseu,874,3544,3,0,1,24,15,7,7,3586,52,770,10,57,4418
5643,Tabuaço,2023,9,Viseu,886,3531,1,0,0,12,10,6,8,3585,52,769,11,37,4417
5644,Tabuaço,2023,10,Viseu,845,3575,2,0,0,12,7,8,4,3589,52,768,11,33,4420
5645,Tabuaço,2023,11,Viseu,627,3783,0,0,0,20,12,13,8,3582,52,765,11,53,4410
5646,Tabuaço,2023,12,Viseu,278,4131,3,0,0,14,10,14,10,3580,52,766,11,51,4409
5647,Tabuaço,2024,1,Viseu,282,4122,2,0,0,14,11,14,6,3578,52,765,9,47,4404
5648,Tabuaço,2024,2,Viseu,231,4170,0,0,0,6,4,2,3,3575,52,765,9,15,4401
5649,Tabuaço,2024,3,Viseu,175,4230,6,0,0,8,9,5,4,3576,52,769,8,32,4405
5650,Tarouca,2022,3,Viseu,2157,4367,3,0,0,13,5,4,13,5278,62,1143,41,38,6524
5651,Tarouca,2022,4,Viseu,2140,4389,4,0,0,27,29,16,25,5281,62,1142,44,101,6529
5652,Tarouca,2022,5,Viseu,2058,4473,3,1,0,43,25,27,11,5271,62,1154,44,110,6531
5653,Tarouca,2022,6,Viseu,2045,4482,1,1,0,32,42,15,21,5264,62,1155,46,112,6527
5654,Tarouca,2022,7,Viseu,1965,4572,2,0,0,28,17,13,9,5271,62,1159,45,69,6537
5655,Tarouca,2022,8,Viseu,1946,4598,1,0,0,27,28,29,15,5277,62,1160,45,100,6544
5656,Tarouca,2022,9,Viseu,2011,4543,1,0,0,39,30,22,11,5279,62,1160,53,103,6554
5657,Tarouca,2022,10,Viseu,1934,4611,8,0,0,34,29,26,14,5285,62,1154,44,111,6545
5658,Tarouca,2022,11,Viseu,1939,4609,54,0,0,30,26,25,11,5287,62,1156,43,146,6548
5659,Tarouca,2022,12,Viseu,1947,4613,38,0,0,40,30,15,15,5291,62,1162,45,138,6560
5660,Tarouca,2023,1,Viseu,1909,4667,75,1,1,61,47,28,7,5302,63,1169,42,220,6576
5661,Tarouca,2023,2,Viseu,1730,4849,80,0,0,33,40,14,10,5306,63,1172,38,177,6579
5665,Tarouca,2023,6,Viseu,1118,5487,40,0,0,42,31,18,19,5316,62,1186,41,150,6605
5666,Tarouca,2023,7,Viseu,981,5619,1,0,1,41,38,22,17,5315,62,1186,37,120,6600
5667,Tarouca,2023,8,Viseu,891,5718,4,0,5,39,31,17,14,5326,63,1184,36,110,6609
5668,Tarouca,2023,9,Viseu,918,5697,6,0,0,32,29,20,16,5329,63,1180,43,103,6615
5669,Tarouca,2023,10,Viseu,807,5790,8,0,0,52,44,23,17,5330,63,1171,33,144,6597
5671,Tarouca,2023,12,Viseu,870,5734,1,0,0,42,27,23,12,5334,63,1170,37,105,6604
5672,Tarouca,2024,1,Viseu,847,5755,1,0,0,53,35,21,22,5332,63,1175,32,132,6602
5673,Tarouca,2024,2,Viseu,824,5784,0,0,0,29,23,5,5,5334,63,1179,32,62,6608
5674,Tarouca,2024,3,Viseu,796,5822,1,0,1,40,23,18,14,5345,63,1179,31,97,6618
5700,Terras de Bouro,2022,3,Braga,1135,4056,3,0,0,5,5,6,7,4291,89,744,67,26,5191
5701,Terras de Bouro,2022,4,Braga,1069,4128,3,0,0,12,12,6,8,4296,89,745,67,41,5197
5702,Terras de Bouro,2022,5,Braga,1102,4099,7,0,0,21,15,11,9,4299,89,745,68,63,5201
5703,Terras de Bouro,2022,6,Braga,1080,4132,3,0,0,21,26,11,10,4302,89,747,74,71,5212
5704,Terras de Bouro,2022,7,Braga,1036,4183,4,0,0,17,15,6,6,4308,89,750,72,48,5219
5705,Terras de Bouro,2022,8,Braga,1060,4172,1,0,0,37,26,17,19,4322,89,751,70,100,5232
5706,Terras de Bouro,2022,9,Braga,1096,4135,2,0,0,15,20,14,8,4320,89,753,69,59,5231
5707,Terras de Bouro,2022,10,Braga,1032,4199,7,0,0,16,19,6,7,4323,89,752,67,55,5231
5708,Terras de Bouro,2022,11,Braga,1077,4154,26,0,0,23,17,6,3,4326,89,749,67,75,5231
5709,Terras de Bouro,2022,12,Braga,1078,4153,47,0,8,19,13,13,8,4327,89,748,67,108,5231
5710,Terras de Bouro,2023,1,Braga,1123,4108,48,0,8,25,24,13,14,4330,89,747,65,132,5231
5711,Terras de Bouro,2023,2,Braga,1126,4111,41,0,0,25,17,6,9,4331,89,750,67,98,5237
5713,Terras de Bouro,2023,4,Braga,1020,4214,78,0,0,16,15,6,8,4330,89,750,65,123,5234
5714,Terras de Bouro,2023,5,Braga,994,4240,65,0,0,28,24,8,15,4330,89,750,65,140,5234
5715,Terras de Bouro,2023,6,Braga,958,4322,8,0,0,35,29,12,12,4368,89,756,67,96,5280
5716,Terras de Bouro,2023,7,Braga,926,4367,4,0,0,26,19,9,20,4377,89,759,68,78,5293
5717,Terras de Bouro,2023,8,Braga,947,4351,4,0,0,31,25,11,26,4382,89,759,68,97,5298
5718,Terras de Bouro,2023,9,Braga,751,4547,1,0,0,21,21,12,14,4383,89,759,67,69,5298
5719,Terras de Bouro,2023,10,Braga,711,4590,7,0,0,27,22,9,17,4386,89,761,65,82,5301
5720,Terras de Bouro,2023,11,Braga,742,4567,0,0,0,51,37,13,11,4390,89,764,66,112,5309
5721,Terras de Bouro,2023,12,Braga,455,4861,2,0,0,29,29,18,10,4397,89,765,65,88,5316
5722,Terras de Bouro,2024,1,Braga,502,4814,1,0,0,33,23,15,9,4401,89,763,63,81,5316
5723,Terras de Bouro,2024,2,Braga,298,5021,3,0,0,10,13,5,5,4405,89,765,60,36,5319
5724,Terras de Bouro,2024,3,Braga,235,5088,3,0,0,30,25,17,4,4408,89,766,60,79,5323
5775,Torre de Moncorvo,2022,3,Bragança,1523,5720,0,0,0,14,15,7,11,5892,84,1212,55,47,7243
5776,Torre de Moncorvo,2022,4,Bragança,1513,5727,2,0,0,43,39,16,19,5891,84,1211,54,119,7240
5777,Torre de Moncorvo,2022,5,Bragança,1343,5887,0,0,0,50,36,15,11,5880,85,1212,53,112,7230
5778,Torre de Moncorvo,2022,6,Bragança,1412,5820,0,0,0,52,47,14,18,5883,85,1211,53,131,7232
5779,Torre de Moncorvo,2022,7,Bragança,1174,6069,2,0,0,47,30,11,5,5890,85,1213,55,95,7243
5780,Torre de Moncorvo,2022,8,Bragança,1114,6135,3,0,0,57,55,21,25,5897,85,1213,54,161,7249
5781,Torre de Moncorvo,2022,9,Bragança,1140,6095,0,0,0,45,35,28,9,5883,85,1214,53,117,7235
5782,Torre de Moncorvo,2022,10,Bragança,1151,6085,2,0,0,51,38,18,14,5883,85,1215,53,123,7236
5783,Torre de Moncorvo,2022,11,Bragança,1165,6078,63,0,0,45,36,21,16,5888,85,1215,55,181,7243
5786,Torre de Moncorvo,2023,2,Bragança,1079,6140,49,0,0,48,28,22,18,5870,85,1212,52,165,7219
5787,Torre de Moncorvo,2023,3,Bragança,858,6359,27,0,3,32,26,20,12,5865,85,1215,52,120,7217
5788,Torre de Moncorvo,2023,4,Bragança,818,6399,25,0,0,38,35,17,13,5865,85,1215,52,128,7217
5789,Torre de Moncorvo,2023,5,Bragança,779,6438,73,0,0,41,30,20,13,5865,85,1215,52,177,7217
5790,Torre de Moncorvo,2023,6,Bragança,728,6484,11,0,0,34,20,24,13,5858,85,1218,51,102,7212
5791,Torre de Moncorvo,2023,7,Bragança,687,6531,4,0,0,29,27,20,21,5865,85,1215,53,101,7218
5792,Torre de Moncorvo,2023,8,Bragança,633,6594,4,0,7,31,30,33,10,5878,85,1215,49,115,7227
5793,Torre de Moncorvo,2023,9,Bragança,693,6529,1,0,0,24,21,14,12,5870,85,1218,49,72,7222
5794,Torre de Moncorvo,2023,10,Bragança,597,6633,3,0,0,36,23,16,8,5877,85,1219,49,86,7230
5795,Torre de Moncorvo,2023,11,Bragança,701,6522,5,0,0,32,25,18,11,5866,85,1223,49,91,7223
5796,Torre de Moncorvo,2023,12,Bragança,659,6561,1,0,0,31,18,26,4,5865,85,1222,48,80,7220
5797,Torre de Moncorvo,2024,1,Bragança,671,6548,1,0,0,39,23,23,6,5866,85,1222,46,92,7219
5798,Torre de Moncorvo,2024,2,Bragança,479,6726,1,0,0,22,13,12,5,5851,83,1226,45,53,7205
5799,Torre de Moncorvo,2024,3,Bragança,493,6704,0,0,0,32,22,12,6,5850,83,1221,43,72,7197
5850,Trancoso,2022,3,Guarda,3839,4314,2,0,0,5,4,7,1,6483,169,1480,21,19,8153
5851,Trancoso,2022,4,Guarda,3802,4351,6,0,0,12,12,10,4,6482,169,1482,20,44,8153
5852,Trancoso,2022,5,Guarda,3725,4417,3,0,0,10,6,10,5,6469,169,1482,22,34,8142
5853,Trancoso,2022,6,Guarda,3766,4371,2,0,0,12,9,11,0,6462,169,1486,20,34,8137
5854,Trancoso,2022,7,Guarda,3701,4444,6,0,0,14,11,9,2,6465,169,1491,20,42,8145
5855,Trancoso,2022,8,Guarda,3646,4494,0,0,0,17,16,10,4,6463,169,1489,19,47,8140
5856,Trancoso,2022,9,Guarda,3625,4512,1,0,0,11,9,12,2,6459,169,1490,19,35,8137
5857,Trancoso,2022,10,Guarda,3606,4536,4,0,0,9,5,17,4,6467,169,1487,19,39,8142
5858,Trancoso,2022,11,Guarda,3600,4547,34,0,0,5,6,16,6,6471,169,1489,18,67,8147
5860,Trancoso,2023,1,Guarda,3597,4549,62,0,2,9,7,10,5,6470,169,1489,18,95,8146
5862,Trancoso,2023,3,Guarda,3283,4863,43,0,4,9,11,17,12,6470,169,1491,16,96,8146
5863,Trancoso,2023,4,Guarda,3165,4981,31,0,2,20,12,10,5,6470,169,1491,16,80,8146
5865,Trancoso,2023,6,Guarda,2827,5333,45,0,0,27,25,14,7,6484,169,1490,17,118,8160
5866,Trancoso,2023,7,Guarda,2481,5691,1,0,0,32,28,23,9,6490,169,1494,19,93,8172
5867,Trancoso,2023,8,Guarda,2378,5790,1,0,7,19,15,20,1,6488,169,1494,17,63,8168
5868,Trancoso,2023,9,Guarda,2244,5919,3,0,0,16,14,12,7,6486,169,1492,16,52,8163
5869,Trancoso,2023,10,Guarda,2087,6073,9,0,1,26,18,16,12,6483,169,1493,15,82,8160
5870,Trancoso,2023,11,Guarda,2020,6132,2,0,1,17,18,29,5,6474,169,1493,16,72,8152
5871,Trancoso,2023,12,Guarda,1376,6769,0,0,0,14,10,20,8,6469,169,1491,16,52,8145
5872,Trancoso,2024,1,Guarda,1348,6800,3,0,1,16,15,19,6,6470,169,1494,15,60,8148
5873,Trancoso,2024,2,Guarda,1102,7045,0,0,1,13,10,8,5,6466,169,1497,15,37,8147
5874,Trancoso,2024,3,Guarda,1069,7077,3,0,1,26,16,17,1,6466,169,1496,15,64,8146
5900,Tábua,2022,3,Coimbra,7127,2135,0,0,0,1,1,0,1,6982,131,2123,26,3,9262
5901,Tábua,2022,4,Coimbra,7184,2075,1,0,0,6,3,4,1,6975,131,2125,28,15,9259
5902,Tábua,2022,5,Coimbra,7048,2210,1,0,0,7,8,7,5,6972,131,2128,27,28,9258
5903,Tábua,2022,6,Coimbra,7046,2217,2,0,0,7,3,7,1,6975,132,2130,26,20,9263
5904,Tábua,2022,7,Coimbra,6960,2305,0,0,0,10,8,3,2,6984,132,2122,27,23,9265
5905,Tábua,2022,8,Coimbra,6929,2348,1,0,0,4,4,8,4,6990,132,2130,25,21,9277
5906,Tábua,2022,9,Coimbra,6896,2396,0,0,0,4,3,6,2,6994,132,2139,27,15,9292
5907,Tábua,2022,10,Coimbra,6846,2452,1,0,0,6,4,9,2,6999,132,2141,26,22,9298
5908,Tábua,2022,11,Coimbra,6834,2480,39,0,0,14,12,10,4,7012,132,2143,27,79,9314
5909,Tábua,2022,12,Coimbra,6773,2539,38,0,0,11,8,10,2,7001,132,2146,33,69,9312
5911,Tábua,2023,2,Coimbra,6602,2718,80,0,1,8,6,9,6,7010,132,2152,26,110,9320
5912,Tábua,2023,3,Coimbra,6381,2937,60,0,1,17,9,17,0,7011,132,2149,26,104,9318
5913,Tábua,2023,4,Coimbra,6323,2995,63,1,0,16,15,10,4,7011,132,2149,26,109,9318
5915,Tábua,2023,6,Coimbra,6176,3158,8,0,0,8,9,3,2,7022,133,2155,24,30,9334
5916,Tábua,2023,7,Coimbra,5973,3376,2,0,0,19,12,7,3,7033,134,2159,23,43,9349
5917,Tábua,2023,8,Coimbra,5909,3448,0,0,2,19,15,17,7,7038,134,2162,23,60,9357
5918,Tábua,2023,9,Coimbra,5713,3653,0,0,0,21,15,16,4,7045,134,2164,23,56,9366
5919,Tábua,2023,10,Coimbra,5467,3914,6,0,0,14,12,15,13,7060,134,2165,22,60,9381
5920,Tábua,2023,11,Coimbra,5178,4208,1,0,1,30,23,22,5,7058,134,2166,28,82,9386
5921,Tábua,2023,12,Coimbra,4710,4678,0,0,0,16,17,26,5,7064,134,2162,28,64,9388
5922,Tábua,2024,1,Coimbra,4750,4639,2,0,0,31,23,29,5,7066,134,2167,22,90,9389
5923,Tábua,2024,2,Coimbra,4458,4924,1,0,0,18,13,10,1,7062,134,2164,22,43,9382
5924,Tábua,2024,3,Coimbra,4134,5256,3,0,1,25,27,26,7,7064,136,2169,21,89,9390
5975,Valença,2022,3,Viana do Castelo,6030,3855,0,0,0,13,9,5,1,7789,129,1885,82,28,9885
5976,Valença,2022,4,Viana do Castelo,5810,4076,0,0,0,34,32,15,13,7792,129,1886,79,94,9886
5977,Valença,2022,5,Viana do Castelo,5550,4349,3,0,0,63,44,17,6,7800,129,1891,79,133,9899
5978,Valença,2022,6,Viana do Castelo,5640,4271,3,0,0,57,52,19,18,7810,129,1892,80,149,9911
5979,Valença,2022,7,Viana do Castelo,5116,4800,1,0,0,54,44,29,13,7813,129,1896,78,141,9916
5980,Valença,2022,8,Viana do Castelo,5104,4835,1,0,0,78,63,19,18,7828,129,1909,73,179,9939
5981,Valença,2022,9,Viana do Castelo,4968,4984,7,0,0,40,36,17,12,7843,129,1907,73,112,9952
5982,Valença,2022,10,Viana do Castelo,4846,5123,15,0,0,40,45,26,10,7849,129,1911,80,136,9969
5986,Valença,2023,2,Viana do Castelo,4597,5439,61,0,0,52,46,24,14,7910,129,1920,77,197,10036
5987,Valença,2023,3,Viana do Castelo,4542,5500,70,0,3,60,56,31,11,7914,129,1928,71,231,10042
5988,Valença,2023,4,Viana do Castelo,4450,5592,69,0,0,56,42,18,18,7914,129,1928,71,203,10042
5990,Valença,2023,6,Viana do Castelo,4487,5606,14,0,0,67,62,26,12,7952,129,1940,72,181,10093
5992,Valença,2023,8,Viana do Castelo,4330,5803,4,0,9,54,44,36,18,7977,129,1953,74,165,10133
5993,Valença,2023,9,Viana do Castelo,4095,6059,4,0,0,42,30,24,18,7986,132,1962,74,118,10154
5997,Valença,2024,1,Viana do Castelo,3805,6363,1,0,0,57,40,37,16,7991,132,1971,74,151,10168
5998,Valença,2024,2,Viana do Castelo,3677,6493,1,0,0,38,33,24,2,7998,132,1969,71,98,10170
5999,Valença,2024,3,Viana do Castelo,3478,6693,2,0,1,44,30,36,8,7995,132,1976,68,121,10171
6025,Valpaços,2022,3,Vila Real,7061,6688,4,1,0,18,14,9,10,11444,181,2078,46,56,13749
6026,Valpaços,2022,4,Vila Real,6902,6838,6,0,0,40,33,28,21,11435,181,2079,45,128,13740
6027,Valpaços,2022,5,Vila Real,6583,7149,12,0,0,47,40,21,14,11418,181,2087,46,134,13732
6028,Valpaços,2022,6,Vila Real,6674,7068,4,0,0,55,51,21,13,11429,181,2088,44,144,13742
6029,Valpaços,2022,7,Vila Real,6363,7407,4,0,0,49,44,23,11,11451,181,2090,48,131,13770
6030,Valpaços,2022,8,Vila Real,6277,7497,6,0,0,51,49,32,21,11453,181,2091,49,159,13774
6031,Valpaços,2022,9,Vila Real,6257,7520,9,0,0,41,27,19,10,11459,182,2092,44,106,13777
6032,Valpaços,2022,10,Vila Real,6171,7617,12,1,0,37,35,27,22,11467,182,2093,46,134,13788
6036,Valpaços,2023,2,Vila Real,5894,7925,69,0,1,41,41,25,15,11492,183,2108,36,192,13819
6040,Valpaços,2023,6,Vila Real,5190,8635,55,0,0,76,60,16,23,11484,184,2119,38,230,13825
6041,Valpaços,2023,7,Vila Real,4645,9202,14,0,0,56,68,34,26,11493,184,2130,40,198,13847
6042,Valpaços,2023,8,Vila Real,4611,9245,9,0,13,45,41,39,17,11498,184,2133,41,164,13856
6043,Valpaços,2023,9,Vila Real,4301,9560,11,1,0,52,37,31,13,11504,184,2137,36,145,13861
6044,Valpaços,2023,10,Vila Real,4261,9591,16,0,0,46,41,37,22,11499,184,2132,37,162,13852
6045,Valpaços,2023,11,Vila Real,4042,9812,7,0,0,76,54,30,23,11499,184,2135,36,190,13854
6047,Valpaços,2024,1,Vila Real,3201,10645,5,0,1,72,45,43,25,11484,184,2141,37,191,13846
6048,Valpaços,2024,2,Vila Real,2527,11299,5,0,0,48,33,24,7,11470,184,2137,35,117,13826
6049,Valpaços,2024,3,Vila Real,2140,11714,10,0,1,48,38,36,22,11485,184,2150,35,155,13854
6050,Vendas Novas,2022,3,Évora,893,6110,6,0,0,28,19,16,11,5525,63,1366,49,80,7003
6051,Vendas Novas,2022,4,Évora,914,6091,9,0,0,56,54,33,21,5527,63,1366,49,173,7005
6052,Vendas Novas,2022,5,Évora,876,6133,11,0,0,74,68,41,17,5526,63,1367,53,211,7009
6053,Vendas Novas,2022,6,Évora,913,6097,5,0,0,79,71,25,20,5523,63,1369,55,200,7010
6054,Vendas Novas,2022,7,Évora,886,6123,10,0,0,68,47,34,17,5524,63,1366,56,176,7009
6056,Vendas Novas,2022,9,Évora,892,6129,4,0,0,52,49,30,8,5530,63,1373,55,143,7021
6057,Vendas Novas,2022,10,Évora,889,6137,11,0,0,53,42,29,17,5536,63,1375,52,152,7026
6058,Vendas Novas,2022,11,Évora,910,6115,38,1,0,50,44,30,24,5540,63,1371,51,187,7025
6059,Vendas Novas,2022,12,Évora,896,6131,50,0,0,46,37,31,16,5541,63,1372,51,180,7027
6060,Vendas Novas,2023,1,Évora,899,6133,47,0,0,68,48,37,21,5547,63,1372,50,221,7032
6061,Vendas Novas,2023,2,Évora,969,6062,61,0,0,66,52,27,23,5548,63,1369,51,229,7031
6062,Vendas Novas,2023,3,Évora,843,6195,39,0,1,51,46,32,17,5551,63,1373,51,186,7038
6063,Vendas Novas,2023,4,Évora,834,6204,23,0,0,48,33,22,11,5551,63,1373,51,137,7038
6065,Vendas Novas,2023,6,Évora,828,6221,7,0,0,60,56,35,25,5556,63,1380,50,183,7049
6066,Vendas Novas,2023,7,Évora,805,6252,3,0,1,51,49,23,19,5562,63,1382,50,146,7057
6067,Vendas Novas,2023,8,Évora,817,6245,5,0,0,59,59,21,19,5564,63,1384,51,163,7062
6068,Vendas Novas,2023,9,Évora,793,6272,6,0,0,49,45,35,15,5566,63,1387,49,150,7065
6069,Vendas Novas,2023,10,Évora,788,6287,21,0,0,46,39,37,26,5580,63,1384,48,169,7075
6071,Vendas Novas,2023,12,Évora,714,6376,3,0,0,31,32,22,12,5592,63,1386,49,100,7090
6072,Vendas Novas,2024,1,Évora,651,6446,6,0,0,73,49,33,8,5597,63,1388,49,169,7097
6073,Vendas Novas,2024,2,Évora,454,6632,4,0,0,30,27,19,6,5593,63,1383,47,86,7086
6074,Vendas Novas,2024,3,Évora,398,6697,9,0,0,56,47,13,13,5598,63,1387,47,138,7095
6075,Viana do Alentejo,2022,3,Évora,1005,2721,0,0,0,16,18,12,9,2901,29,791,5,55,3726
6076,Viana do Alentejo,2022,4,Évora,997,2732,4,0,0,27,27,13,19,2903,29,792,5,90,3729
6077,Viana do Alentejo,2022,5,Évora,909,2824,5,0,0,40,33,13,13,2908,29,792,4,104,3733
6078,Viana do Alentejo,2022,6,Évora,885,2847,2,0,0,49,41,8,17,2907,29,792,4,117,3732
6079,Viana do Alentejo,2022,7,Évora,797,2938,3,0,0,48,34,8,6,2909,29,793,4,99,3735
6080,Viana do Alentejo,2022,8,Évora,765,2975,1,0,0,51,49,18,24,2911,29,794,6,143,3740
6081,Viana do Alentejo,2022,9,Évora,756,2987,0,0,0,48,39,15,14,2914,29,796,4,116,3743
6082,Viana do Alentejo,2022,10,Évora,780,2970,10,0,0,28,27,10,9,2917,30,799,4,84,3750
6083,Viana do Alentejo,2022,11,Évora,766,2984,34,0,0,34,23,18,9,2916,30,800,4,118,3750
6084,Viana do Alentejo,2022,12,Évora,742,3011,50,0,1,34,37,16,8,2918,30,801,4,146,3753
6085,Viana do Alentejo,2023,1,Évora,656,3098,42,0,1,45,28,9,11,2919,30,802,3,136,3754
6086,Viana do Alentejo,2023,2,Évora,656,3101,55,0,0,31,31,9,16,2923,30,801,3,142,3757
6087,Viana do Alentejo,2023,3,Évora,604,3154,52,0,2,44,37,7,10,2924,30,801,3,152,3758
6088,Viana do Alentejo,2023,4,Évora,531,3227,36,0,0,48,37,10,16,2924,30,801,3,147,3758
6089,Viana do Alentejo,2023,5,Évora,514,3244,45,0,0,60,49,10,16,2924,30,801,3,180,3758
6090,Viana do Alentejo,2023,6,Évora,471,3297,8,0,0,40,35,12,19,2929,30,806,3,114,3768
6091,Viana do Alentejo,2023,7,Évora,451,3314,2,0,0,39,39,8,10,2927,30,805,3,98,3765
6092,Viana do Alentejo,2023,8,Évora,420,3350,3,0,4,44,35,8,4,2931,30,805,4,98,3770
6093,Viana do Alentejo,2023,9,Évora,367,3399,1,0,0,34,32,13,7,2930,30,803,3,87,3766
6094,Viana do Alentejo,2023,10,Évora,283,3492,2,0,1,45,32,16,7,2935,30,807,3,103,3775
6095,Viana do Alentejo,2023,11,Évora,265,3512,5,0,1,55,42,11,11,2938,30,806,3,125,3777
6096,Viana do Alentejo,2023,12,Évora,198,3584,3,0,0,30,25,18,6,2939,30,807,6,82,3782
6097,Viana do Alentejo,2024,1,Évora,196,3593,4,0,0,43,37,25,8,2946,30,809,4,117,3789
6098,Viana do Alentejo,2024,2,Évora,171,3612,0,0,0,21,15,5,5,2941,30,807,5,46,3783
6099,Viana do Alentejo,2024,3,Évora,186,3603,6,0,0,38,30,12,6,2943,30,811,5,92,3789
6125,Vidigueira,2022,3,Beja,909,3089,0,0,0,13,8,3,7,3024,29,929,16,31,3998
6126,Vidigueira,2022,4,Beja,880,3121,0,0,0,33,37,9,16,3024,29,931,17,95,4001
6127,Vidigueira,2022,5,Beja,767,3230,0,0,0,47,34,11,11,3020,29,931,17,103,3997
6128,Vidigueira,2022,6,Beja,873,3127,1,0,0,48,39,10,13,3024,29,928,19,111,4000
6129,Vidigueira,2022,7,Beja,696,3302,1,0,0,37,35,14,8,3020,29,932,17,95,3998
6130,Vidigueira,2022,8,Beja,623,3386,1,0,0,39,40,16,15,3020,29,934,26,111,4009
6131,Vidigueira,2022,9,Beja,591,3414,2,1,0,38,34,15,12,3027,29,931,18,102,4005
6132,Vidigueira,2022,10,Beja,588,3435,5,0,0,24,28,20,6,3037,29,939,18,83,4023
