,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
2120,Estarreja,2023,11,Aveiro,1441.0,13050.0,8.0,0.0,122.0,107.0,51.0,19.0,11779,149,2454,109,307.0,14491.0
2121,Estarreja,2023,12,Aveiro,964.0,13543.0,9.0,0.0,68.0,51.0,77.0,14.0,11798,149,2455,105,219.0,14507.0
2122,Estarreja,2024,1,Aveiro,1065.0,13450.0,8.0,0.0,98.0,79.0,69.0,21.0,11809,149,2460,97,275.0,14515.0
2123,Estarreja,2024,2,Aveiro,907.0,13606.0,8.0,0.0,61.0,44.0,37.0,13.0,11807,150,2458,98,163.0,14513.0
2124,Estarreja,2024,3,Aveiro,808.0,13708.0,9.0,0.0,83.0,66.0,57.0,21.0,11814,152,2456,94,236.0,14516.0
2125,Estremoz,2022,3,Évora,2328.0,7055.0,1.0,0.0,41.0,28.0,17.0,19.0,7160,119,2059,45,106.0,9383.0
2126,Estremoz,2022,4,Évora,2206.0,7179.0,4.0,0.0,81.0,74.0,60.0,31.0,7159,119,2064,43,250.0,9385.0
2127,Estremoz,2022,5,Évora,2037.0,7336.0,1.0,1.0,107.0,88.0,43.0,28.0,7147,119,2065,42,268.0,9373.0
2128,Estremoz,2022,6,Évora,2292.0,7097.0,1.0,0.0,94.0,98.0,33.0,38.0,7158,119,2070,42,264.0,9389.0
2129,Estremoz,2022,7,Évora,1875.0,7512.0,1.0,0.0,82.0,71.0,29.0,23.0,7156,119,2071,41,206.0,9387.0
2130,Estremoz,2022,8,Évora,1840.0,7552.0,5.0,0.0,106.0,91.0,45.0,32.0,7160,119,2075,38,279.0,9392.0
2131,Estremoz,2022,9,Évora,1783.0,7610.0,2.0,0.0,88.0,78.0,66.0,28.0,7157,119,2076,41,262.0,9393.0
2132,Estremoz,2022,10,Évora,1737.0,7650.0,7.0,0.0,82.0,76.0,38.0,21.0,7155,119,2074,39,224.0,9387.0
2133,Estremoz,2022,11,Évora,1759.0,7639.0,131.0,1.0,84.0,71.0,54.0,24.0,7167,119,2074,38,365.0,9398.0
2134,Estremoz,2022,12,Évora,1774.0,7622.0,176.0,0.0,72.0,57.0,46.0,27.0,7168,119,2073,36,378.0,9396.0
2135,Estremoz,2023,1,Évora,1743.0,7654.0,112.0,0.0,79.0,60.0,55.0,29.0,7169,119,2073,36,335.0,9397.0
2136,Estremoz,2023,2,Évora,1716.0,7673.0,73.0,0.0,59.0,51.0,36.0,20.0,7163,119,2071,36,239.0,9389.0
2137,Estremoz,2023,3,Évora,1623.0,7779.0,74.0,0.0,81.0,60.0,46.0,19.0,7174,119,2076,33,280.0,9402.0
2138,Estremoz,2023,4,Évora,1612.0,7790.0,54.0,0.0,72.0,68.0,32.0,28.0,7174,119,2076,33,254.0,9402.0
2139,Estremoz,2023,5,Évora,1591.0,7811.0,53.0,0.0,104.0,80.0,31.0,26.0,7174,119,2076,33,294.0,9402.0
2140,Estremoz,2023,6,Évora,1585.0,7856.0,15.0,0.0,82.0,78.0,39.0,31.0,7200,119,2091,31,245.0,9441.0
2141,Estremoz,2023,7,Évora,1566.0,7883.0,5.0,0.0,93.0,88.0,52.0,33.0,7202,119,2096,32,271.0,9449.0
2142,Estremoz,2023,8,Évora,1673.0,7785.0,5.0,0.0,73.0,54.0,48.0,28.0,7207,119,2100,32,208.0,9458.0
2143,Estremoz,2023,9,Évora,1557.0,7902.0,5.0,0.0,67.0,53.0,33.0,30.0,7210,119,2095,35,188.0,9459.0
2144,Estremoz,2023,10,Évora,1501.0,7956.0,6.0,0.0,82.0,63.0,39.0,30.0,7215,119,2094,29,220.0,9457.0
2145,Estremoz,2023,11,Évora,1454.0,8000.0,4.0,0.0,105.0,76.0,65.0,22.0,7206,119,2099,30,272.0,9454.0
2146,Estremoz,2023,12,Évora,1450.0,8001.0,2.0,0.0,59.0,45.0,51.0,16.0,7204,119,2098,30,173.0,9451.0
2147,Estremoz,2024,1,Évora,1404.0,8041.0,4.0,0.0,71.0,44.0,51.0,17.0,7201,119,2095,30,187.0,9445.0
2148,Estremoz,2024,2,Évora,1351.0,8081.0,3.0,0.0,39.0,29.0,27.0,4.0,7188,119,2094,31,102.0,9432.0
2149,Estremoz,2024,3,Évora,1304.0,8136.0,2.0,0.0,68.0,53.0,41.0,17.0,7189,119,2102,30,181.0,9440.0
2150,Fafe,2022,3,Braga,19346.0,9225.0,6.0,0.0,14.0,17.0,11.0,9.0,23536,344,4489,202,57.0,28571.0
2151,Fafe,2022,4,Braga,19027.0,9566.0,10.0,0.0,43.0,31.0,30.0,8.0,23564,344,4481,204,122.0,28593.0
2152,Fafe,2022,5,Braga,18250.0,10348.0,12.0,0.0,43.0,35.0,31.0,16.0,23569,343,4486,200,137.0,28598.0
2153,Fafe,2022,6,Braga,17998.0,10608.0,17.0,0.0,63.0,50.0,18.0,22.0,23576,343,4486,201,170.0,28606.0
2154,Fafe,2022,7,Braga,17630.0,11026.0,20.0,0.0,56.0,40.0,24.0,18.0,23609,343,4490,214,158.0,28656.0
2155,Fafe,2022,8,Braga,17420.0,11266.0,4.0,0.0,76.0,75.0,35.0,14.0,23647,343,4493,203,204.0,28686.0
2156,Fafe,2022,9,Braga,17278.0,11441.0,12.0,0.0,52.0,42.0,29.0,15.0,23666,343,4505,205,150.0,28719.0
2157,Fafe,2022,10,Braga,17077.0,11667.0,32.0,0.0,29.0,30.0,42.0,13.0,23682,343,4515,204,146.0,28744.0
2158,Fafe,2022,11,Braga,17371.0,11415.0,361.0,1.0,74.0,52.0,38.0,15.0,23711,343,4523,209,541.0,28786.0
2159,Fafe,2022,12,Braga,17109.0,11710.0,475.0,0.0,49.0,38.0,45.0,13.0,23737,343,4523,216,620.0,28819.0
2160,Fafe,2023,1,Braga,16579.0,12273.0,641.0,0.0,80.0,49.0,60.0,34.0,23765,343,4532,212,864.0,28852.0
2161,Fafe,2023,2,Braga,16618.0,12266.0,303.0,0.0,68.0,53.0,49.0,30.0,23800,343,4535,206,503.0,28884.0
2162,Fafe,2023,3,Braga,15530.0,13402.0,449.0,0.0,74.0,54.0,97.0,31.0,23836,343,4542,211,705.0,28932.0
2163,Fafe,2023,4,Braga,14958.0,13974.0,580.0,0.0,67.0,46.0,40.0,34.0,23836,343,4542,211,767.0,28932.0
2164,Fafe,2023,5,Braga,14415.0,14517.0,575.0,0.0,97.0,71.0,59.0,29.0,23836,343,4542,211,831.0,28932.0
2165,Fafe,2023,6,Braga,13801.0,15219.0,93.0,0.0,95.0,76.0,39.0,39.0,23901,344,4569,206,342.0,29020.0
2166,Fafe,2023,7,Braga,12711.0,16346.0,13.0,0.0,89.0,79.0,64.0,33.0,23932,344,4572,209,278.0,29057.0
2167,Fafe,2023,8,Braga,12037.0,17041.0,13.0,1.0,94.0,62.0,80.0,27.0,23952,344,4576,206,277.0,29078.0
2168,Fafe,2023,9,Braga,11325.0,17763.0,11.0,0.0,80.0,64.0,65.0,19.0,23962,344,4580,202,239.0,29088.0
2169,Fafe,2023,10,Braga,10771.0,18348.0,26.0,0.0,111.0,84.0,89.0,22.0,23989,344,4584,202,332.0,29119.0
2170,Fafe,2023,11,Braga,10163.0,18968.0,12.0,0.0,140.0,118.0,90.0,21.0,23991,344,4585,211,381.0,29131.0
2171,Fafe,2023,12,Braga,9339.0,19809.0,8.0,0.0,89.0,63.0,91.0,10.0,24012,344,4580,212,261.0,29148.0
2172,Fafe,2024,1,Braga,8674.0,20482.0,6.0,0.0,120.0,82.0,123.0,22.0,24025,344,4585,202,353.0,29156.0
2173,Fafe,2024,2,Braga,7801.0,21363.0,4.0,0.0,65.0,45.0,42.0,8.0,24038,344,4581,201,164.0,29164.0
2174,Fafe,2024,3,Braga,7103.0,22073.0,3.0,0.0,100.0,78.0,72.0,19.0,24040,344,4593,199,272.0,29176.0
2175,Faro,2022,3,Faro,8678.0,36466.0,1.0,0.0,133.0,89.0,64.0,52.0,34350,362,10211,221,339.0,45144.0
2176,Faro,2022,4,Faro,9876.0,35289.0,15.0,1.0,262.0,268.0,146.0,146.0,34370,362,10214,219,838.0,45165.0
2177,Faro,2022,5,Faro,8915.0,36277.0,5.0,0.0,302.0,216.0,144.0,103.0,34389,362,10224,217,770.0,45192.0
2178,Faro,2022,6,Faro,9538.0,35706.0,6.0,0.0,365.0,271.0,117.0,117.0,34434,362,10235,213,876.0,45244.0
2179,Faro,2022,7,Faro,8692.0,36618.0,15.0,0.0,315.0,238.0,111.0,65.0,34500,362,10230,218,744.0,45310.0
2180,Faro,2022,8,Faro,8448.0,36911.0,10.0,0.0,402.0,299.0,130.0,134.0,34533,362,10245,219,975.0,45359.0
2181,Faro,2022,9,Faro,8287.0,37090.0,9.0,0.0,287.0,223.0,160.0,83.0,34552,362,10254,209,762.0,45377.0
2182,Faro,2022,10,Faro,8420.0,37006.0,50.0,0.0,281.0,242.0,184.0,100.0,34581,363,10270,212,857.0,45426.0
2183,Faro,2022,11,Faro,8244.0,37304.0,378.0,0.0,316.0,232.0,163.0,74.0,34653,366,10305,224,1163.0,45548.0
2184,Faro,2022,12,Faro,8219.0,37355.0,657.0,1.0,282.0,259.0,162.0,91.0,34662,366,10319,227,1452.0,45574.0
2185,Faro,2023,1,Faro,8058.0,37550.0,540.0,0.0,430.0,294.0,187.0,89.0,34697,367,10332,212,1540.0,45608.0
2186,Faro,2023,2,Faro,8153.0,37467.0,587.0,0.0,330.0,270.0,162.0,73.0,34709,367,10335,209,1422.0,45620.0
2187,Faro,2023,3,Faro,7187.0,38484.0,406.0,0.0,390.0,293.0,205.0,103.0,34735,367,10356,213,1397.0,45671.0
2188,Faro,2023,4,Faro,7243.0,38428.0,410.0,0.0,396.0,296.0,128.0,115.0,34735,367,10356,213,1345.0,45671.0
2189,Faro,2023,5,Faro,7004.0,38667.0,348.0,0.0,462.0,320.0,143.0,124.0,34735,367,10356,213,1397.0,45671.0
2190,Faro,2023,6,Faro,6745.0,39077.0,62.0,0.0,384.0,288.0,149.0,101.0,34817,370,10424,211,984.0,45822.0
2191,Faro,2023,7,Faro,7186.0,38729.0,11.0,0.0,375.0,285.0,148.0,121.0,34883,370,10448,214,940.0,45915.0
2192,Faro,2023,8,Faro,7355.0,38631.0,15.0,0.0,396.0,255.0,152.0,93.0,34927,370,10479,210,911.0,45986.0
2193,Faro,2023,9,Faro,6871.0,39136.0,9.0,0.0,335.0,249.0,147.0,110.0,34940,372,10488,207,850.0,46007.0
2194,Faro,2023,10,Faro,5970.0,40068.0,42.0,0.0,429.0,332.0,180.0,114.0,34960,372,10502,204,1097.0,46038.0
2195,Faro,2023,11,Faro,5783.0,40281.0,3.0,0.0,492.0,352.0,207.0,69.0,34974,372,10505,213,1123.0,46064.0
2196,Faro,2023,12,Faro,5568.0,40510.0,10.0,0.0,284.0,226.0,169.0,57.0,34986,372,10502,218,746.0,46078.0
2197,Faro,2024,1,Faro,5341.0,40781.0,5.0,0.0,456.0,300.0,167.0,76.0,35028,372,10515,207,1004.0,46122.0
2198,Faro,2024,2,Faro,4225.0,41919.0,7.0,0.0,236.0,175.0,92.0,33.0,35055,372,10513,204,543.0,46144.0
2199,Faro,2024,3,Faro,4084.0,42088.0,13.0,0.0,356.0,278.0,136.0,66.0,35082,370,10519,201,849.0,46172.0
2200,Felgueiras,2022,3,Porto,16210.0,11530.0,8.0,1.0,21.0,18.0,19.0,12.0,22071,308,5134,227,79.0,27740.0
2201,Felgueiras,2022,4,Porto,16209.0,11565.0,20.0,0.0,72.0,70.0,31.0,19.0,22080,308,5146,240,212.0,27774.0
2202,Felgueiras,2022,5,Porto,15778.0,12006.0,17.0,0.0,79.0,60.0,33.0,22.0,22097,308,5141,238,211.0,27784.0
2203,Felgueiras,2022,6,Porto,15673.0,12142.0,8.0,0.0,80.0,69.0,39.0,22.0,22115,308,5154,238,218.0,27815.0
2204,Felgueiras,2022,7,Porto,15417.0,12426.0,12.0,0.0,68.0,66.0,22.0,10.0,22129,308,5167,239,178.0,27843.0
2205,Felgueiras,2022,8,Porto,15323.0,12547.0,9.0,0.0,108.0,84.0,37.0,10.0,22139,308,5161,262,248.0,27870.0
2206,Felgueiras,2022,9,Porto,15148.0,12711.0,11.0,0.0,64.0,71.0,39.0,22.0,22157,308,5158,236,207.0,27859.0
2207,Felgueiras,2022,10,Porto,15123.0,12739.0,26.0,0.0,71.0,61.0,56.0,17.0,22170,308,5155,229,231.0,27862.0
2208,Felgueiras,2022,11,Porto,15139.0,12757.0,168.0,1.0,83.0,60.0,32.0,14.0,22189,308,5162,237,358.0,27896.0
2209,Felgueiras,2022,12,Porto,14891.0,13028.0,273.0,0.0,86.0,70.0,51.0,15.0,22211,308,5167,233,495.0,27919.0
2210,Felgueiras,2023,1,Porto,14601.0,13341.0,313.0,0.0,116.0,81.0,53.0,32.0,22241,308,5172,221,595.0,27942.0
2211,Felgueiras,2023,2,Porto,14334.0,13610.0,222.0,0.0,93.0,77.0,54.0,29.0,22247,308,5166,223,475.0,27944.0
2212,Felgueiras,2023,3,Porto,13614.0,14355.0,495.0,0.0,95.0,75.0,58.0,28.0,22266,308,5174,221,751.0,27969.0
2213,Felgueiras,2023,4,Porto,13502.0,14467.0,381.0,0.0,102.0,85.0,34.0,25.0,22266,308,5174,221,627.0,27969.0
2214,Felgueiras,2023,5,Porto,13462.0,14507.0,195.0,0.0,136.0,111.0,38.0,45.0,22266,308,5174,221,525.0,27969.0
2215,Felgueiras,2023,6,Porto,13229.0,14854.0,79.0,0.0,95.0,85.0,42.0,39.0,22347,308,5209,219,340.0,28083.0
2216,Felgueiras,2023,7,Porto,13010.0,15068.0,7.0,1.0,129.0,111.0,43.0,38.0,22363,308,5210,197,329.0,28078.0
2217,Felgueiras,2023,8,Porto,13328.0,14800.0,8.0,0.0,103.0,73.0,27.0,30.0,22390,308,5219,211,241.0,28128.0
2218,Felgueiras,2023,9,Porto,12711.0,15423.0,11.0,0.0,87.0,70.0,55.0,33.0,22419,308,5219,188,256.0,28134.0
2219,Felgueiras,2023,10,Porto,12306.0,15859.0,14.0,0.0,159.0,114.0,68.0,33.0,22444,308,5223,190,388.0,28165.0
2220,Felgueiras,2023,11,Porto,11907.0,16294.0,5.0,0.0,202.0,141.0,74.0,29.0,22466,308,5227,200,451.0,28201.0
2221,Felgueiras,2023,12,Porto,11529.0,16680.0,8.0,0.0,117.0,93.0,74.0,21.0,22475,308,5231,195,313.0,28209.0
2222,Felgueiras,2024,1,Porto,11458.0,16733.0,10.0,1.0,147.0,107.0,93.0,17.0,22469,308,5229,185,375.0,28191.0
2223,Felgueiras,2024,2,Porto,10631.0,17567.0,3.0,0.0,83.0,61.0,51.0,10.0,22484,308,5226,180,208.0,28198.0
2224,Felgueiras,2024,3,Porto,10132.0,18095.0,6.0,0.0,121.0,92.0,81.0,26.0,22497,308,5240,182,326.0,28227.0
2225,Ferreira do Alentejo,2022,3,Beja,891.0,4431.0,3.0,0.0,26.0,20.0,8.0,5.0,4036,48,1226,12,62.0,5322.0
2226,Ferreira do Alentejo,2022,4,Beja,957.0,4358.0,2.0,2.0,48.0,51.0,21.0,17.0,4029,48,1226,12,141.0,5315.0
2227,Ferreira do Alentejo,2022,5,Beja,810.0,4506.0,5.0,0.0,49.0,33.0,22.0,13.0,4028,48,1227,13,122.0,5316.0
2228,Ferreira do Alentejo,2022,6,Beja,829.0,4490.0,1.0,0.0,72.0,72.0,13.0,18.0,4030,48,1228,13,176.0,5319.0
2229,Ferreira do Alentejo,2022,7,Beja,784.0,4538.0,4.0,0.0,56.0,44.0,15.0,13.0,4033,48,1228,13,132.0,5322.0
2230,Ferreira do Alentejo,2022,8,Beja,770.0,4553.0,6.0,0.0,83.0,69.0,18.0,16.0,4034,48,1228,13,192.0,5323.0
2231,Ferreira do Alentejo,2022,9,Beja,822.0,4506.0,0.0,0.0,63.0,60.0,12.0,18.0,4039,48,1228,13,153.0,5328.0
2232,Ferreira do Alentejo,2022,10,Beja,808.0,4528.0,8.0,0.0,53.0,54.0,8.0,20.0,4045,48,1228,15,143.0,5336.0
2233,Ferreira do Alentejo,2022,11,Beja,831.0,4511.0,55.0,0.0,68.0,47.0,17.0,10.0,4047,48,1232,15,197.0,5342.0
2234,Ferreira do Alentejo,2022,12,Beja,774.0,4565.0,65.0,0.0,50.0,59.0,16.0,14.0,4048,48,1228,15,204.0,5339.0
2235,Ferreira do Alentejo,2023,1,Beja,763.0,4580.0,54.0,0.0,86.0,60.0,27.0,12.0,4053,48,1227,15,239.0,5343.0
2236,Ferreira do Alentejo,2023,2,Beja,756.0,4585.0,51.0,0.0,62.0,59.0,27.0,29.0,4053,48,1225,15,228.0,5341.0
2237,Ferreira do Alentejo,2023,3,Beja,668.0,4673.0,43.0,0.0,70.0,59.0,28.0,22.0,4051,48,1227,15,222.0,5341.0
2238,Ferreira do Alentejo,2023,4,Beja,658.0,4683.0,34.0,0.0,71.0,59.0,7.0,17.0,4051,48,1227,15,188.0,5341.0
2239,Ferreira do Alentejo,2023,5,Beja,660.0,4681.0,23.0,0.0,85.0,69.0,8.0,29.0,4051,48,1227,15,214.0,5341.0
2240,Ferreira do Alentejo,2023,6,Beja,646.0,4711.0,8.0,0.0,64.0,59.0,12.0,33.0,4061,50,1232,14,176.0,5357.0
2241,Ferreira do Alentejo,2023,7,Beja,642.0,4721.0,4.0,0.0,58.0,47.0,13.0,21.0,4065,50,1233,15,143.0,5363.0
2242,Ferreira do Alentejo,2023,8,Beja,638.0,4737.0,3.0,0.0,67.0,54.0,23.0,18.0,4075,50,1235,15,165.0,5375.0
2243,Ferreira do Alentejo,2023,9,Beja,608.0,4767.0,6.0,0.0,43.0,42.0,13.0,22.0,4074,50,1238,13,126.0,5375.0
2244,Ferreira do Alentejo,2023,10,Beja,567.0,4807.0,5.0,0.0,58.0,40.0,15.0,16.0,4073,50,1237,14,134.0,5374.0
2245,Ferreira do Alentejo,2023,11,Beja,618.0,4751.0,2.0,0.0,75.0,61.0,20.0,15.0,4071,50,1233,15,173.0,5369.0
2246,Ferreira do Alentejo,2023,12,Beja,572.0,4798.0,0.0,0.0,41.0,35.0,17.0,9.0,4074,50,1232,14,102.0,5370.0
2247,Ferreira do Alentejo,2024,1,Beja,544.0,4826.0,1.0,0.0,60.0,46.0,11.0,13.0,4073,50,1233,14,131.0,5370.0
2248,Ferreira do Alentejo,2024,2,Beja,403.0,4958.0,2.0,0.0,33.0,23.0,6.0,2.0,4063,50,1233,15,66.0,5361.0
2249,Ferreira do Alentejo,2024,3,Beja,339.0,5021.0,4.0,0.0,54.0,38.0,22.0,7.0,4063,50,1232,15,125.0,5360.0
2250,Ferreira do Zêzere,2022,3,Santarém,3849.0,4029.0,1.0,1.0,9.0,9.0,5.0,7.0,6119,130,1609,20,32.0,7878.0
2251,Ferreira do Zêzere,2022,4,Santarém,3838.0,4045.0,5.0,0.0,18.0,15.0,7.0,10.0,6123,130,1609,21,55.0,7883.0
2252,Ferreira do Zêzere,2022,5,Santarém,3714.0,4158.0,2.0,0.0,27.0,19.0,10.0,16.0,6114,130,1607,21,74.0,7872.0
2253,Ferreira do Zêzere,2022,6,Santarém,3702.0,4175.0,1.0,0.0,23.0,24.0,9.0,14.0,6114,130,1615,18,71.0,7877.0
2254,Ferreira do Zêzere,2022,7,Santarém,3477.0,4411.0,2.0,0.0,22.0,24.0,8.0,8.0,6121,130,1617,20,64.0,7888.0
2255,Ferreira do Zêzere,2022,8,Santarém,3435.0,4455.0,1.0,0.0,24.0,22.0,13.0,10.0,6123,130,1617,20,70.0,7890.0
2256,Ferreira do Zêzere,2022,9,Santarém,3393.0,4490.0,2.0,1.0,21.0,17.0,13.0,8.0,6119,130,1616,18,62.0,7883.0
2257,Ferreira do Zêzere,2022,10,Santarém,3311.0,4578.0,6.0,0.0,16.0,13.0,15.0,9.0,6124,130,1619,16,59.0,7889.0
2258,Ferreira do Zêzere,2022,11,Santarém,3289.0,4607.0,65.0,0.0,23.0,16.0,13.0,10.0,6137,130,1613,16,127.0,7896.0
2259,Ferreira do Zêzere,2022,12,Santarém,3186.0,4708.0,73.0,1.0,17.0,16.0,16.0,7.0,6133,130,1614,17,130.0,7894.0
2260,Ferreira do Zêzere,2023,1,Santarém,3160.0,4730.0,98.0,1.0,26.0,19.0,17.0,9.0,6132,130,1612,16,170.0,7890.0
2261,Ferreira do Zêzere,2023,2,Santarém,3078.0,4821.0,69.0,0.0,22.0,20.0,10.0,7.0,6134,131,1618,16,128.0,7899.0
2262,Ferreira do Zêzere,2023,3,Santarém,2789.0,5109.0,119.0,0.0,23.0,24.0,11.0,4.0,6131,132,1619,16,181.0,7898.0
2263,Ferreira do Zêzere,2023,4,Santarém,2734.0,5164.0,106.0,0.0,22.0,20.0,10.0,7.0,6131,132,1619,16,165.0,7898.0
2264,Ferreira do Zêzere,2023,5,Santarém,2431.0,5467.0,107.0,0.0,30.0,25.0,8.0,19.0,6131,132,1619,16,189.0,7898.0
2265,Ferreira do Zêzere,2023,6,Santarém,2288.0,5638.0,19.0,0.0,24.0,22.0,9.0,8.0,6153,132,1623,18,82.0,7926.0
2266,Ferreira do Zêzere,2023,7,Santarém,2249.0,5683.0,6.0,0.0,39.0,30.0,15.0,11.0,6156,132,1628,16,101.0,7932.0
2267,Ferreira do Zêzere,2023,8,Santarém,2194.0,5747.0,5.0,0.0,31.0,28.0,12.0,18.0,6160,132,1631,18,94.0,7941.0
2268,Ferreira do Zêzere,2023,9,Santarém,1921.0,6017.0,4.0,0.0,23.0,22.0,27.0,10.0,6157,132,1633,16,86.0,7938.0
2269,Ferreira do Zêzere,2023,10,Santarém,1760.0,6181.0,8.0,0.0,29.0,24.0,26.0,13.0,6161,132,1632,16,100.0,7941.0
2270,Ferreira do Zêzere,2023,11,Santarém,1704.0,6233.0,3.0,0.0,54.0,39.0,33.0,9.0,6166,133,1622,16,138.0,7937.0
2271,Ferreira do Zêzere,2023,12,Santarém,1206.0,6737.0,2.0,0.0,34.0,26.0,26.0,6.0,6168,133,1624,18,94.0,7943.0
2272,Ferreira do Zêzere,2024,1,Santarém,988.0,6949.0,4.0,0.0,48.0,38.0,28.0,8.0,6170,133,1618,16,126.0,7937.0
2273,Ferreira do Zêzere,2024,2,Santarém,662.0,7267.0,1.0,0.0,31.0,23.0,11.0,2.0,6162,133,1617,17,68.0,7929.0
2274,Ferreira do Zêzere,2024,3,Santarém,581.0,7349.0,3.0,0.0,33.0,36.0,23.0,12.0,6166,133,1615,16,107.0,7930.0
2275,Figueira da Foz,2022,3,Coimbra,25144.0,24255.0,7.0,0.0,77.0,51.0,53.0,31.0,40424,364,8448,163,219.0,49399.0
2276,Figueira da Foz,2022,4,Coimbra,25248.0,24150.0,8.0,0.0,148.0,129.0,96.0,53.0,40417,364,8451,166,434.0,49398.0
2277,Figueira da Foz,2022,5,Coimbra,24802.0,24620.0,13.0,0.0,182.0,124.0,134.0,49.0,40407,364,8474,177,502.0,49422.0
2278,Figueira da Foz,2022,6,Coimbra,24971.0,24549.0,10.0,0.0,175.0,130.0,97.0,45.0,40455,364,8518,183,457.0,49520.0
2279,Figueira da Foz,2022,7,Coimbra,24166.0,25405.0,3.0,0.0,153.0,109.0,72.0,27.0,40506,364,8524,177,364.0,49571.0
2280,Figueira da Foz,2022,8,Coimbra,24107.0,25492.0,5.0,0.0,203.0,172.0,109.0,47.0,40541,364,8517,177,536.0,49599.0
2281,Figueira da Foz,2022,9,Coimbra,23902.0,25691.0,3.0,0.0,170.0,118.0,115.0,39.0,40550,364,8510,169,445.0,49593.0
2282,Figueira da Foz,2022,10,Coimbra,23939.0,25651.0,58.0,0.0,138.0,116.0,130.0,41.0,40569,364,8493,164,483.0,49590.0
2283,Figueira da Foz,2022,11,Coimbra,23482.0,26136.0,288.0,1.0,172.0,111.0,128.0,39.0,40587,364,8495,172,739.0,49618.0
2284,Figueira da Foz,2022,12,Coimbra,23005.0,26652.0,592.0,0.0,172.0,144.0,141.0,59.0,40607,364,8500,186,1108.0,49657.0
2285,Figueira da Foz,2023,1,Coimbra,22273.0,27378.0,640.0,0.0,236.0,157.0,160.0,47.0,40646,364,8482,159,1240.0,49651.0
2286,Figueira da Foz,2023,2,Coimbra,22020.0,27677.0,496.0,1.0,175.0,135.0,126.0,58.0,40668,364,8501,164,991.0,49697.0
2287,Figueira da Foz,2023,3,Coimbra,20582.0,29142.0,610.0,0.0,227.0,168.0,136.0,72.0,40677,364,8516,167,1213.0,49724.0
2288,Figueira da Foz,2023,4,Coimbra,20285.0,29439.0,522.0,0.0,234.0,186.0,76.0,64.0,40677,364,8516,167,1082.0,49724.0
2289,Figueira da Foz,2023,5,Coimbra,20109.0,29615.0,434.0,0.0,266.0,199.0,85.0,84.0,40677,364,8516,167,1068.0,49724.0
2290,Figueira da Foz,2023,6,Coimbra,19728.0,30225.0,157.0,0.0,217.0,155.0,122.0,68.0,40814,364,8602,173,719.0,49953.0
2291,Figueira da Foz,2023,7,Coimbra,19443.0,30566.0,7.0,0.0,207.0,164.0,112.0,62.0,40859,364,8616,170,552.0,50009.0
2292,Figueira da Foz,2023,8,Coimbra,19559.0,30478.0,5.0,0.0,200.0,151.0,101.0,58.0,40881,364,8616,176,515.0,50037.0
2293,Figueira da Foz,2023,9,Coimbra,18329.0,31664.0,14.0,0.0,144.0,113.0,121.0,52.0,40874,364,8597,158,444.0,49993.0
2294,Figueira da Foz,2023,10,Coimbra,16810.0,33220.0,21.0,0.0,243.0,157.0,150.0,61.0,40910,364,8601,155,632.0,50030.0
2295,Figueira da Foz,2023,11,Coimbra,15047.0,35000.0,2.0,0.0,310.0,225.0,138.0,56.0,40928,365,8599,155,731.0,50047.0
2296,Figueira da Foz,2023,12,Coimbra,13414.0,36640.0,8.0,0.0,202.0,135.0,141.0,43.0,40926,366,8590,172,529.0,50054.0
2297,Figueira da Foz,2024,1,Coimbra,13272.0,36800.0,7.0,0.0,276.0,169.0,166.0,59.0,40968,366,8594,144,677.0,50072.0
2298,Figueira da Foz,2024,2,Coimbra,11731.0,38327.0,6.0,0.0,138.0,93.0,68.0,23.0,40967,366,8576,149,328.0,50058.0
2299,Figueira da Foz,2024,3,Coimbra,11587.0,38494.0,8.0,1.0,215.0,136.0,153.0,42.0,40980,366,8584,151,555.0,50081.0
2300,Figueira de Castelo Rodrigo,2022,3,Guarda,2791.0,2611.0,1.0,0.0,6.0,6.0,5.0,6.0,4264,111,1016,11,24.0,5402.0
2301,Figueira de Castelo Rodrigo,2022,4,Guarda,2854.0,2546.0,2.0,0.0,21.0,18.0,8.0,11.0,4264,111,1014,11,60.0,5400.0
2302,Figueira de Castelo Rodrigo,2022,5,Guarda,2589.0,2799.0,0.0,0.0,18.0,14.0,7.0,11.0,4251,111,1015,11,50.0,5388.0
2303,Figueira de Castelo Rodrigo,2022,6,Guarda,2682.0,2702.0,1.0,0.0,26.0,26.0,6.0,9.0,4247,111,1016,10,68.0,5384.0
2304,Figueira de Castelo Rodrigo,2022,7,Guarda,2533.0,2854.0,0.0,0.0,19.0,18.0,6.0,9.0,4248,111,1017,11,52.0,5387.0
2305,Figueira de Castelo Rodrigo,2022,8,Guarda,2510.0,2877.0,0.0,0.0,35.0,26.0,7.0,5.0,4244,111,1021,11,73.0,5387.0
