,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes
6004,Tábua,2022,7,Coimbra,6960.0,2305.0,0.0,0.0,10.0,8.0,3.0,2.0,6984,132,2122,27,23.0,9265.0
6005,Tábua,2022,8,Coimbra,6929.0,2348.0,1.0,0.0,4.0,4.0,8.0,4.0,6990,132,2130,25,21.0,9277.0
6006,Tábua,2022,9,Coimbra,6896.0,2396.0,0.0,0.0,4.0,3.0,6.0,2.0,6994,132,2139,27,15.0,9292.0
6007,Tábua,2022,10,Coimbra,6846.0,2452.0,1.0,0.0,6.0,4.0,9.0,2.0,6999,132,2141,26,22.0,9298.0
6008,Tábua,2022,11,Coimbra,6834.0,2480.0,39.0,0.0,14.0,12.0,10.0,4.0,7012,132,2143,27,79.0,9314.0
6009,Tábua,2022,12,Coimbra,6773.0,2539.0,38.0,0.0,11.0,8.0,10.0,2.0,7001,132,2146,33,69.0,9312.0
6010,Tábua,2023,1,Coimbra,6649.0,2664.0,89.0,0.0,13.0,8.0,9.0,5.0,7003,132,2152,26,124.0,9313.0
6011,Tábua,2023,2,Coimbra,6602.0,2718.0,80.0,0.0,8.0,6.0,9.0,6.0,7010,132,2152,26,109.0,9320.0
6012,Tábua,2023,3,Coimbra,6381.0,2937.0,60.0,0.0,17.0,9.0,17.0,0.0,7011,132,2149,26,103.0,9318.0
6013,Tábua,2023,4,Coimbra,6323.0,2995.0,63.0,1.0,16.0,15.0,10.0,4.0,7011,132,2149,26,109.0,9318.0
6014,Tábua,2023,5,Coimbra,6229.0,3089.0,128.0,0.0,21.0,14.0,5.0,6.0,7011,132,2149,26,174.0,9318.0
6015,Tábua,2023,6,Coimbra,6176.0,3158.0,8.0,0.0,8.0,9.0,3.0,2.0,7022,133,2155,24,30.0,9334.0
6016,Tábua,2023,7,Coimbra,5973.0,3376.0,2.0,0.0,19.0,12.0,7.0,3.0,7033,134,2159,23,43.0,9349.0
6017,Tábua,2023,8,Coimbra,5909.0,3448.0,0.0,0.0,19.0,15.0,17.0,7.0,7038,134,2162,23,58.0,9357.0
6018,Tábua,2023,9,Coimbra,5713.0,3653.0,0.0,0.0,21.0,15.0,16.0,4.0,7045,134,2164,23,56.0,9366.0
6019,Tábua,2023,10,Coimbra,5467.0,3914.0,6.0,0.0,14.0,12.0,15.0,13.0,7060,134,2165,22,60.0,9381.0
6020,Tábua,2023,11,Coimbra,5178.0,4208.0,1.0,0.0,30.0,23.0,22.0,5.0,7058,134,2166,28,81.0,9386.0
6021,Tábua,2023,12,Coimbra,4710.0,4678.0,0.0,0.0,16.0,17.0,26.0,5.0,7064,134,2162,28,64.0,9388.0
6022,Tábua,2024,1,Coimbra,4750.0,4639.0,2.0,0.0,31.0,23.0,29.0,5.0,7066,134,2167,22,90.0,9389.0
6023,Tábua,2024,2,Coimbra,4458.0,4924.0,1.0,0.0,18.0,13.0,10.0,1.0,7062,134,2164,22,43.0,9382.0
6024,Tábua,2024,3,Coimbra,4134.0,5256.0,3.0,0.0,25.0,27.0,26.0,7.0,7064,136,2169,21,88.0,9390.0
6025,Vagos,2022,3,Aveiro,11173.0,4256.0,3.0,0.0,10.0,5.0,9.0,3.0,11926,177,3161,165,30.0,15429.0
6026,Vagos,2022,4,Aveiro,11147.0,4306.0,7.0,0.0,16.0,20.0,12.0,13.0,11951,177,3161,164,68.0,15453.0
6027,Vagos,2022,5,Aveiro,10793.0,4675.0,1.0,0.0,29.0,17.0,23.0,4.0,11955,177,3168,168,74.0,15468.0
6028,Vagos,2022,6,Aveiro,10539.0,4942.0,4.0,0.0,25.0,21.0,7.0,20.0,11963,177,3176,165,77.0,15481.0
6029,Vagos,2022,7,Aveiro,10413.0,5067.0,2.0,0.0,22.0,14.0,4.0,10.0,11966,177,3175,162,52.0,15480.0
6030,Vagos,2022,8,Aveiro,10215.0,5278.0,2.0,0.0,37.0,33.0,21.0,10.0,11978,177,3179,159,103.0,15493.0
6031,Vagos,2022,9,Aveiro,10129.0,5344.0,1.0,0.0,32.0,26.0,25.0,12.0,11976,178,3161,158,96.0,15473.0
6032,Vagos,2022,10,Aveiro,10069.0,5408.0,11.0,0.0,22.0,20.0,23.0,10.0,11985,178,3162,152,86.0,15477.0
6033,Vagos,2022,11,Aveiro,9871.0,5614.0,91.0,0.0,28.0,25.0,26.0,6.0,12000,179,3152,154,176.0,15485.0
6034,Vagos,2022,12,Aveiro,9727.0,5775.0,287.0,0.0,23.0,19.0,30.0,14.0,12016,179,3155,152,373.0,15502.0
6035,Vagos,2023,1,Aveiro,9100.0,6408.0,168.0,0.0,52.0,39.0,31.0,15.0,12024,179,3156,149,305.0,15508.0
6036,Vagos,2023,2,Aveiro,8907.0,6605.0,246.0,0.0,35.0,32.0,36.0,11.0,12025,179,3163,145,360.0,15512.0
6037,Vagos,2023,3,Aveiro,8036.0,7485.0,556.0,0.0,35.0,33.0,35.0,8.0,12033,179,3166,143,667.0,15521.0
6038,Vagos,2023,4,Aveiro,7969.0,7552.0,187.0,0.0,49.0,42.0,26.0,28.0,12033,179,3166,143,332.0,15521.0
6039,Vagos,2023,5,Aveiro,6601.0,8920.0,213.0,0.0,56.0,34.0,28.0,16.0,12033,179,3166,143,347.0,15521.0
6040,Vagos,2023,6,Aveiro,5610.0,9958.0,75.0,0.0,50.0,53.0,36.0,20.0,12066,179,3187,136,234.0,15568.0
6041,Vagos,2023,7,Aveiro,3979.0,11610.0,8.0,0.0,74.0,60.0,43.0,30.0,12086,179,3187,137,215.0,15589.0
6042,Vagos,2023,8,Aveiro,3636.0,11960.0,13.0,1.0,72.0,57.0,64.0,32.0,12093,179,3188,136,239.0,15596.0
6043,Vagos,2023,9,Aveiro,2637.0,12989.0,11.0,0.0,61.0,47.0,61.0,22.0,12120,179,3188,139,202.0,15626.0
6044,Vagos,2023,10,Aveiro,2317.0,13314.0,16.0,0.0,83.0,67.0,65.0,19.0,12145,179,3175,132,250.0,15631.0
6045,Vagos,2023,11,Aveiro,2285.0,13347.0,2.0,0.0,103.0,91.0,60.0,16.0,12148,179,3171,134,272.0,15632.0
6046,Vagos,2023,12,Aveiro,1351.0,14294.0,6.0,0.0,59.0,49.0,97.0,17.0,12162,179,3172,132,228.0,15645.0
6047,Vagos,2024,1,Aveiro,1366.0,14308.0,0.0,0.0,87.0,65.0,88.0,21.0,12190,179,3176,129,261.0,15674.0
6048,Vagos,2024,2,Aveiro,1030.0,14653.0,9.0,0.0,46.0,38.0,37.0,6.0,12206,180,3172,125,136.0,15683.0
6049,Vagos,2024,3,Aveiro,1025.0,14684.0,4.0,0.0,81.0,61.0,47.0,15.0,12229,180,3176,124,208.0,15709.0
6050,Vale de Cambra,2022,3,Aveiro,7501.0,5848.0,1.0,0.0,13.0,13.0,10.0,5.0,10854,144,2256,95,42.0,13349.0
6051,Vale de Cambra,2022,4,Aveiro,7501.0,5837.0,3.0,0.0,31.0,31.0,18.0,22.0,10851,144,2249,94,105.0,13338.0
6052,Vale de Cambra,2022,5,Aveiro,7488.0,5849.0,3.0,0.0,44.0,29.0,23.0,15.0,10848,144,2253,92,114.0,13337.0
6053,Vale de Cambra,2022,6,Aveiro,7516.0,5826.0,5.0,0.0,54.0,46.0,17.0,12.0,10848,144,2256,94,134.0,13342.0
6054,Vale de Cambra,2022,7,Aveiro,7303.0,6035.0,1.0,0.0,38.0,28.0,16.0,7.0,10849,144,2249,96,90.0,13338.0
6055,Vale de Cambra,2022,8,Aveiro,7191.0,6157.0,2.0,0.0,54.0,42.0,20.0,21.0,10856,144,2248,100,139.0,13348.0
6056,Vale de Cambra,2022,9,Aveiro,7124.0,6226.0,3.0,0.0,46.0,35.0,18.0,10.0,10855,144,2256,95,112.0,13350.0
6057,Vale de Cambra,2022,10,Aveiro,7099.0,6265.0,11.0,0.0,28.0,26.0,25.0,15.0,10867,144,2257,96,105.0,13364.0
6058,Vale de Cambra,2022,11,Aveiro,7139.0,6228.0,85.0,0.0,43.0,22.0,22.0,12.0,10864,144,2259,100,184.0,13367.0
6059,Vale de Cambra,2022,12,Aveiro,7060.0,6318.0,176.0,0.0,47.0,38.0,34.0,18.0,10873,144,2259,102,313.0,13378.0
6060,Vale de Cambra,2023,1,Aveiro,6985.0,6413.0,134.0,0.0,52.0,29.0,33.0,12.0,10891,144,2259,104,260.0,13398.0
6061,Vale de Cambra,2023,2,Aveiro,7117.0,6282.0,70.0,0.0,51.0,34.0,35.0,10.0,10897,144,2255,103,200.0,13399.0
6062,Vale de Cambra,2023,3,Aveiro,7044.0,6378.0,54.0,0.0,41.0,31.0,21.0,12.0,10920,144,2254,104,159.0,13422.0
6063,Vale de Cambra,2023,4,Aveiro,6931.0,6491.0,58.0,0.0,44.0,32.0,19.0,13.0,10920,144,2254,104,166.0,13422.0
6064,Vale de Cambra,2023,5,Aveiro,6795.0,6627.0,177.0,0.0,43.0,33.0,26.0,18.0,10920,144,2254,104,297.0,13422.0
6065,Vale de Cambra,2023,6,Aveiro,6703.0,6768.0,24.0,0.0,50.0,34.0,19.0,9.0,10953,144,2262,112,136.0,13471.0
6066,Vale de Cambra,2023,7,Aveiro,6625.0,6861.0,3.0,0.0,60.0,50.0,19.0,12.0,10962,144,2267,113,144.0,13486.0
6067,Vale de Cambra,2023,8,Aveiro,6591.0,6897.0,7.0,0.0,36.0,30.0,22.0,11.0,10966,144,2267,111,106.0,13488.0
6068,Vale de Cambra,2023,9,Aveiro,6444.0,7042.0,8.0,0.0,35.0,25.0,23.0,12.0,10966,144,2265,111,103.0,13486.0
6069,Vale de Cambra,2023,10,Aveiro,5684.0,7814.0,12.0,0.0,49.0,30.0,34.0,12.0,10975,144,2269,110,137.0,13498.0
6070,Vale de Cambra,2023,11,Aveiro,4950.0,8552.0,3.0,0.0,73.0,57.0,44.0,21.0,10971,144,2277,110,198.0,13502.0
6071,Vale de Cambra,2023,12,Aveiro,4216.0,9282.0,5.0,0.0,37.0,27.0,30.0,7.0,10968,144,2275,111,106.0,13498.0
6072,Vale de Cambra,2024,1,Aveiro,3862.0,9651.0,6.0,0.0,66.0,35.0,44.0,8.0,10978,144,2282,109,159.0,13513.0
6073,Vale de Cambra,2024,2,Aveiro,3379.0,10135.0,2.0,0.0,19.0,17.0,19.0,6.0,10975,144,2290,105,63.0,13514.0
6074,Vale de Cambra,2024,3,Aveiro,2834.0,10673.0,10.0,0.0,57.0,33.0,37.0,9.0,10967,144,2293,103,146.0,13507.0
6075,Valença,2022,3,Viana do Castelo,6030.0,3855.0,0.0,0.0,13.0,9.0,5.0,1.0,7789,129,1885,82,28.0,9885.0
6076,Valença,2022,4,Viana do Castelo,5810.0,4076.0,0.0,0.0,34.0,32.0,15.0,13.0,7792,129,1886,79,94.0,9886.0
6077,Valença,2022,5,Viana do Castelo,5550.0,4349.0,3.0,0.0,63.0,44.0,17.0,6.0,7800,129,1891,79,133.0,9899.0
6078,Valença,2022,6,Viana do Castelo,5640.0,4271.0,3.0,0.0,57.0,52.0,19.0,18.0,7810,129,1892,80,149.0,9911.0
6079,Valença,2022,7,Viana do Castelo,5116.0,4800.0,1.0,0.0,54.0,44.0,29.0,13.0,7813,129,1896,78,141.0,9916.0
6080,Valença,2022,8,Viana do Castelo,5104.0,4835.0,1.0,0.0,78.0,63.0,19.0,18.0,7828,129,1909,73,179.0,9939.0
6081,Valença,2022,9,Viana do Castelo,4968.0,4984.0,7.0,0.0,40.0,36.0,17.0,12.0,7843,129,1907,73,112.0,9952.0
6082,Valença,2022,10,Viana do Castelo,4846.0,5123.0,15.0,0.0,40.0,45.0,26.0,10.0,7849,129,1911,80,136.0,9969.0
6083,Valença,2022,11,Viana do Castelo,4875.0,5109.0,107.0,0.0,60.0,32.0,28.0,10.0,7861,129,1910,84,237.0,9984.0
6084,Valença,2022,12,Viana do Castelo,4810.0,5179.0,127.0,0.0,45.0,47.0,24.0,12.0,7866,129,1912,82,255.0,9989.0
6085,Valença,2023,1,Viana do Castelo,4756.0,5230.0,113.0,0.0,65.0,46.0,26.0,7.0,7875,129,1913,69,257.0,9986.0
6086,Valença,2023,2,Viana do Castelo,4597.0,5439.0,61.0,0.0,52.0,46.0,24.0,14.0,7910,129,1920,77,197.0,10036.0
6087,Valença,2023,3,Viana do Castelo,4542.0,5500.0,70.0,0.0,60.0,56.0,31.0,11.0,7914,129,1928,71,228.0,10042.0
6088,Valença,2023,4,Viana do Castelo,4450.0,5592.0,69.0,0.0,56.0,42.0,18.0,18.0,7914,129,1928,71,203.0,10042.0
6089,Valença,2023,5,Viana do Castelo,4410.0,5632.0,91.0,0.0,71.0,62.0,18.0,20.0,7914,129,1928,71,262.0,10042.0
6090,Valença,2023,6,Viana do Castelo,4487.0,5606.0,14.0,0.0,67.0,62.0,26.0,12.0,7952,129,1940,72,181.0,10093.0
6091,Valença,2023,7,Viana do Castelo,4326.0,5794.0,5.0,0.0,58.0,58.0,27.0,35.0,7969,129,1945,77,183.0,10120.0
6092,Valença,2023,8,Viana do Castelo,4330.0,5803.0,4.0,0.0,54.0,44.0,36.0,18.0,7977,129,1953,74,156.0,10133.0
6093,Valença,2023,9,Viana do Castelo,4095.0,6059.0,4.0,0.0,42.0,30.0,24.0,18.0,7986,132,1962,74,118.0,10154.0
6094,Valença,2023,10,Viana do Castelo,3965.0,6205.0,7.0,0.0,72.0,57.0,39.0,20.0,7989,132,1964,85,195.0,10170.0
6095,Valença,2023,11,Viana do Castelo,4114.0,6071.0,3.0,0.0,94.0,75.0,34.0,17.0,7998,132,1967,88,223.0,10185.0
6096,Valença,2023,12,Viana do Castelo,3933.0,6252.0,3.0,0.0,58.0,34.0,40.0,17.0,7998,132,1970,85,152.0,10185.0
6097,Valença,2024,1,Viana do Castelo,3805.0,6363.0,1.0,0.0,57.0,40.0,37.0,16.0,7991,132,1971,74,151.0,10168.0
6098,Valença,2024,2,Viana do Castelo,3677.0,6493.0,1.0,0.0,38.0,33.0,24.0,2.0,7998,132,1969,71,98.0,10170.0
6099,Valença,2024,3,Viana do Castelo,3478.0,6693.0,2.0,0.0,44.0,30.0,36.0,8.0,7995,132,1976,68,120.0,10171.0
6100,Valongo,2022,3,Porto,19805.0,27836.0,6.0,0.0,136.0,97.0,86.0,34.0,39873,383,7157,228,359.0,47641.0
6101,Valongo,2022,4,Porto,19771.0,27924.0,30.0,0.0,284.0,274.0,166.0,88.0,39927,383,7157,228,842.0,47695.0
6102,Valongo,2022,5,Porto,19265.0,28425.0,18.0,0.0,298.0,240.0,139.0,60.0,39906,383,7162,239,755.0,47690.0
6103,Valongo,2022,6,Porto,19704.0,28013.0,9.0,0.0,313.0,272.0,141.0,93.0,39923,383,7179,232,828.0,47717.0
6104,Valongo,2022,7,Porto,18800.0,28980.0,18.0,0.0,306.0,256.0,135.0,64.0,39973,384,7184,239,779.0,47780.0
6105,Valongo,2022,8,Porto,18473.0,29338.0,11.0,0.0,396.0,335.0,141.0,101.0,40002,384,7188,237,984.0,47811.0
6106,Valongo,2022,9,Porto,18173.0,29678.0,25.0,0.0,294.0,281.0,203.0,59.0,40034,384,7195,238,862.0,47851.0
6107,Valongo,2022,10,Porto,16955.0,30921.0,71.0,1.0,265.0,240.0,204.0,86.0,40056,384,7200,236,867.0,47876.0
6108,Valongo,2022,11,Porto,16851.0,31084.0,780.0,1.0,311.0,242.0,186.0,70.0,40095,384,7209,247,1590.0,47935.0
6109,Valongo,2022,12,Porto,15653.0,32304.0,948.0,0.0,277.0,257.0,267.0,64.0,40117,384,7210,246,1813.0,47957.0
6110,Valongo,2023,1,Porto,14987.0,32981.0,867.0,2.0,437.0,319.0,309.0,104.0,40142,384,7204,238,2038.0,47968.0
6111,Valongo,2023,2,Porto,14740.0,33241.0,550.0,0.0,363.0,323.0,287.0,92.0,40153,384,7210,234,1615.0,47981.0
6112,Valongo,2023,3,Porto,12580.0,35411.0,844.0,3.0,335.0,313.0,253.0,80.0,40163,384,7211,233,1828.0,47991.0
6113,Valongo,2023,4,Porto,11667.0,36324.0,816.0,0.0,395.0,342.0,186.0,90.0,40163,384,7211,233,1829.0,47991.0
6114,Valongo,2023,5,Porto,10194.0,37797.0,838.0,1.0,466.0,397.0,224.0,97.0,40163,384,7211,233,2023.0,47991.0
6115,Valongo,2023,6,Porto,9503.0,38619.0,139.0,0.0,376.0,357.0,213.0,96.0,40257,383,7243,239,1181.0,48122.0
6116,Valongo,2023,7,Porto,8678.0,39470.0,12.0,0.0,372.0,322.0,214.0,98.0,40282,383,7245,238,1018.0,48148.0
6117,Valongo,2023,8,Porto,7915.0,40288.0,19.0,0.0,351.0,320.0,247.0,89.0,40324,383,7255,241,1026.0,48203.0
6118,Valongo,2023,9,Porto,6903.0,41376.0,18.0,1.0,286.0,242.0,229.0,81.0,40390,383,7273,233,857.0,48279.0
6119,Valongo,2023,10,Porto,6107.0,42231.0,31.0,0.0,416.0,329.0,225.0,67.0,40435,383,7288,232,1068.0,48338.0
6120,Valongo,2023,11,Porto,5240.0,43120.0,15.0,0.0,537.0,426.0,249.0,69.0,40449,383,7298,230,1296.0,48360.0
6121,Valongo,2023,12,Porto,3774.0,44613.0,7.0,0.0,303.0,247.0,277.0,43.0,40460,383,7306,238,877.0,48387.0
6122,Valongo,2024,1,Porto,3640.0,44740.0,7.0,0.0,472.0,349.0,316.0,70.0,40467,383,7298,232,1214.0,48380.0
6123,Valongo,2024,2,Porto,2789.0,45569.0,6.0,0.0,228.0,181.0,171.0,33.0,40440,383,7306,229,619.0,48358.0
6124,Valongo,2024,3,Porto,2553.0,45870.0,16.0,0.0,358.0,274.0,258.0,39.0,40491,383,7313,236,945.0,48423.0
6125,Valpaços,2022,3,Vila Real,7061.0,6688.0,4.0,1.0,18.0,14.0,9.0,10.0,11444,181,2078,46,56.0,13749.0
6126,Valpaços,2022,4,Vila Real,6902.0,6838.0,6.0,0.0,40.0,33.0,28.0,21.0,11435,181,2079,45,128.0,13740.0
6127,Valpaços,2022,5,Vila Real,6583.0,7149.0,12.0,0.0,47.0,40.0,21.0,14.0,11418,181,2087,46,134.0,13732.0
6128,Valpaços,2022,6,Vila Real,6674.0,7068.0,4.0,0.0,55.0,51.0,21.0,13.0,11429,181,2088,44,144.0,13742.0
6129,Valpaços,2022,7,Vila Real,6363.0,7407.0,4.0,0.0,49.0,44.0,23.0,11.0,11451,181,2090,48,131.0,13770.0
6130,Valpaços,2022,8,Vila Real,6277.0,7497.0,6.0,0.0,51.0,49.0,32.0,21.0,11453,181,2091,49,159.0,13774.0
6131,Valpaços,2022,9,Vila Real,6257.0,7520.0,9.0,0.0,41.0,27.0,19.0,10.0,11459,182,2092,44,106.0,13777.0
6132,Valpaços,2022,10,Vila Real,6171.0,7617.0,12.0,1.0,37.0,35.0,27.0,22.0,11467,182,2093,46,134.0,13788.0
6133,Valpaços,2022,11,Vila Real,6146.0,7652.0,102.0,0.0,38.0,32.0,23.0,8.0,11477,183,2099,39,203.0,13798.0
6134,Valpaços,2022,12,Vila Real,6033.0,7767.0,135.0,2.0,51.0,40.0,16.0,9.0,11479,183,2100,38,253.0,13800.0
6135,Valpaços,2023,1,Vila Real,5912.0,7894.0,103.0,0.0,60.0,52.0,32.0,20.0,11486,183,2100,37,267.0,13806.0
6136,Valpaços,2023,2,Vila Real,5894.0,7925.0,69.0,0.0,41.0,41.0,25.0,15.0,11492,183,2108,36,191.0,13819.0
6137,Valpaços,2023,3,Vila Real,5567.0,8253.0,107.0,0.0,54.0,48.0,24.0,32.0,11492,183,2109,36,265.0,13820.0
6138,Valpaços,2023,4,Vila Real,5387.0,8430.0,123.0,0.0,38.0,41.0,31.0,18.0,11489,183,2109,36,251.0,13817.0
6139,Valpaços,2023,5,Vila Real,5188.0,8629.0,115.0,0.0,64.0,49.0,36.0,26.0,11489,183,2109,36,290.0,13817.0
6140,Valpaços,2023,6,Vila Real,5190.0,8635.0,55.0,0.0,76.0,60.0,16.0,23.0,11484,184,2119,38,230.0,13825.0
6141,Valpaços,2023,7,Vila Real,4645.0,9202.0,14.0,0.0,56.0,68.0,34.0,26.0,11493,184,2130,40,198.0,13847.0
6142,Valpaços,2023,8,Vila Real,4611.0,9245.0,9.0,0.0,45.0,41.0,39.0,17.0,11498,184,2133,41,151.0,13856.0
6143,Valpaços,2023,9,Vila Real,4301.0,9560.0,11.0,1.0,52.0,37.0,31.0,13.0,11504,184,2137,36,145.0,13861.0
6144,Valpaços,2023,10,Vila Real,4261.0,9591.0,16.0,0.0,46.0,41.0,37.0,22.0,11499,184,2132,37,162.0,13852.0
6145,Valpaços,2023,11,Vila Real,4042.0,9812.0,7.0,0.0,76.0,54.0,30.0,23.0,11499,184,2135,36,190.0,13854.0
6146,Valpaços,2023,12,Vila Real,3452.0,10390.0,10.0,0.0,49.0,50.0,51.0,13.0,11483,184,2139,36,173.0,13842.0
6147,Valpaços,2024,1,Vila Real,3201.0,10645.0,5.0,0.0,72.0,45.0,43.0,25.0,11484,184,2141,37,190.0,13846.0
6148,Valpaços,2024,2,Vila Real,2527.0,11299.0,5.0,0.0,48.0,33.0,24.0,7.0,11470,184,2137,35,117.0,13826.0
6149,Valpaços,2024,3,Vila Real,2140.0,11714.0,10.0,0.0,48.0,38.0,36.0,22.0,11485,184,2150,35,154.0,13854.0
6150,Vendas Novas,2022,3,Évora,893.0,6110.0,6.0,0.0,28.0,19.0,16.0,11.0,5525,63,1366,49,80.0,7003.0
6151,Vendas Novas,2022,4,Évora,914.0,6091.0,9.0,0.0,56.0,54.0,33.0,21.0,5527,63,1366,49,173.0,7005.0
6152,Vendas Novas,2022,5,Évora,876.0,6133.0,11.0,0.0,74.0,68.0,41.0,17.0,5526,63,1367,53,211.0,7009.0
6153,Vendas Novas,2022,6,Évora,913.0,6097.0,5.0,0.0,79.0,71.0,25.0,20.0,5523,63,1369,55,200.0,7010.0
6154,Vendas Novas,2022,7,Évora,886.0,6123.0,10.0,0.0,68.0,47.0,34.0,17.0,5524,63,1366,56,176.0,7009.0
6155,Vendas Novas,2022,8,Évora,912.0,6103.0,9.0,0.0,93.0,86.0,24.0,34.0,5525,63,1368,59,246.0,7015.0
6156,Vendas Novas,2022,9,Évora,892.0,6129.0,4.0,0.0,52.0,49.0,30.0,8.0,5530,63,1373,55,143.0,7021.0
6157,Vendas Novas,2022,10,Évora,889.0,6137.0,11.0,0.0,53.0,42.0,29.0,17.0,5536,63,1375,52,152.0,7026.0
6158,Vendas Novas,2022,11,Évora,910.0,6115.0,38.0,1.0,50.0,44.0,30.0,24.0,5540,63,1371,51,187.0,7025.0
6159,Vendas Novas,2022,12,Évora,896.0,6131.0,50.0,0.0,46.0,37.0,31.0,16.0,5541,63,1372,51,180.0,7027.0
6160,Vendas Novas,2023,1,Évora,899.0,6133.0,47.0,0.0,68.0,48.0,37.0,21.0,5547,63,1372,50,221.0,7032.0
6161,Vendas Novas,2023,2,Évora,969.0,6062.0,61.0,0.0,66.0,52.0,27.0,23.0,5548,63,1369,51,229.0,7031.0
6162,Vendas Novas,2023,3,Évora,843.0,6195.0,39.0,0.0,51.0,46.0,32.0,17.0,5551,63,1373,51,185.0,7038.0
6163,Vendas Novas,2023,4,Évora,834.0,6204.0,23.0,0.0,48.0,33.0,22.0,11.0,5551,63,1373,51,137.0,7038.0
6164,Vendas Novas,2023,5,Évora,811.0,6227.0,33.0,0.0,71.0,53.0,29.0,30.0,5551,63,1373,51,216.0,7038.0
6165,Vendas Novas,2023,6,Évora,828.0,6221.0,7.0,0.0,60.0,56.0,35.0,25.0,5556,63,1380,50,183.0,7049.0
6166,Vendas Novas,2023,7,Évora,805.0,6252.0,3.0,0.0,51.0,49.0,23.0,19.0,5562,63,1382,50,145.0,7057.0
6167,Vendas Novas,2023,8,Évora,817.0,6245.0,5.0,0.0,59.0,59.0,21.0,19.0,5564,63,1384,51,163.0,7062.0
6168,Vendas Novas,2023,9,Évora,793.0,6272.0,6.0,0.0,49.0,45.0,35.0,15.0,5566,63,1387,49,150.0,7065.0
6169,Vendas Novas,2023,10,Évora,788.0,6287.0,21.0,0.0,46.0,39.0,37.0,26.0,5580,63,1384,48,169.0,7075.0
6170,Vendas Novas,2023,11,Évora,746.0,6338.0,13.0,0.0,77.0,61.0,54.0,5.0,5583,63,1388,50,210.0,7084.0
6171,Vendas Novas,2023,12,Évora,714.0,6376.0,3.0,0.0,31.0,32.0,22.0,12.0,5592,63,1386,49,100.0,7090.0
6172,Vendas Novas,2024,1,Évora,651.0,6446.0,6.0,0.0,73.0,49.0,33.0,8.0,5597,63,1388,49,169.0,7097.0
6173,Vendas Novas,2024,2,Évora,454.0,6632.0,4.0,0.0,30.0,27.0,19.0,6.0,5593,63,1383,47,86.0,7086.0
6174,Vendas Novas,2024,3,Évora,398.0,6697.0,9.0,0.0,56.0,47.0,13.0,13.0,5598,63,1387,47,138.0,7095.0
6175,Viana do Alentejo,2022,3,Évora,1005.0,2721.0,0.0,0.0,16.0,18.0,12.0,9.0,2901,29,791,5,55.0,3726.0
6176,Viana do Alentejo,2022,4,Évora,997.0,2732.0,4.0,0.0,27.0,27.0,13.0,19.0,2903,29,792,5,90.0,3729.0
6177,Viana do Alentejo,2022,5,Évora,909.0,2824.0,5.0,0.0,40.0,33.0,13.0,13.0,2908,29,792,4,104.0,3733.0
6178,Viana do Alentejo,2022,6,Évora,885.0,2847.0,2.0,0.0,49.0,41.0,8.0,17.0,2907,29,792,4,117.0,3732.0
6179,Viana do Alentejo,2022,7,Évora,797.0,2938.0,3.0,0.0,48.0,34.0,8.0,6.0,2909,29,793,4,99.0,3735.0
6180,Viana do Alentejo,2022,8,Évora,765.0,2975.0,1.0,0.0,51.0,49.0,18.0,24.0,2911,29,794,6,143.0,3740.0
6181,Viana do Alentejo,2022,9,Évora,756.0,2987.0,0.0,0.0,48.0,39.0,15.0,14.0,2914,29,796,4,116.0,3743.0
6182,Viana do Alentejo,2022,10,Évora,780.0,2970.0,10.0,0.0,28.0,27.0,10.0,9.0,2917,30,799,4,84.0,3750.0
6183,Viana do Alentejo,2022,11,Évora,766.0,2984.0,34.0,0.0,34.0,23.0,18.0,9.0,2916,30,800,4,118.0,3750.0
6184,Viana do Alentejo,2022,12,Évora,742.0,3011.0,50.0,0.0,34.0,37.0,16.0,8.0,2918,30,801,4,145.0,3753.0
6185,Viana do Alentejo,2023,1,Évora,656.0,3098.0,42.0,0.0,45.0,28.0,9.0,11.0,2919,30,802,3,135.0,3754.0
6186,Viana do Alentejo,2023,2,Évora,656.0,3101.0,55.0,0.0,31.0,31.0,9.0,16.0,2923,30,801,3,142.0,3757.0
6187,Viana do Alentejo,2023,3,Évora,604.0,3154.0,52.0,0.0,44.0,37.0,7.0,10.0,2924,30,801,3,150.0,3758.0
6188,Viana do Alentejo,2023,4,Évora,531.0,3227.0,36.0,0.0,48.0,37.0,10.0,16.0,2924,30,801,3,147.0,3758.0
6189,Viana do Alentejo,2023,5,Évora,514.0,3244.0,45.0,0.0,60.0,49.0,10.0,16.0,2924,30,801,3,180.0,3758.0
6190,Viana do Alentejo,2023,6,Évora,471.0,3297.0,8.0,0.0,40.0,35.0,12.0,19.0,2929,30,806,3,114.0,3768.0
6191,Viana do Alentejo,2023,7,Évora,451.0,3314.0,2.0,0.0,39.0,39.0,8.0,10.0,2927,30,805,3,98.0,3765.0
