,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa
6090,Viana do Alentejo,2023,6,471,3297,8,0,0,40,35,12,19,2929,30,806,3,114,3768,1480198.566
6091,Viana do Alentejo,2023,7,451,3314,2,0,0,39,39,8,10,2927,30,805,3,98,3765,1685691.082
6092,Viana do Alentejo,2023,8,420,3350,3,0,4,44,35,8,4,2931,30,805,4,98,3770,1743803.3939999999
6093,Viana do Alentejo,2023,9,367,3399,1,0,0,34,32,13,7,2930,30,803,3,87,3766,1515716.219
6094,Viana do Alentejo,2023,10,283,3492,2,0,1,45,32,16,7,2935,30,807,3,103,3775,1471579.141
6095,Viana do Alentejo,2023,11,265,3512,5,0,1,55,42,11,11,2938,30,806,3,125,3777,1427640.316
6096,Viana do Alentejo,2023,12,198,3584,3,0,0,30,25,18,6,2939,30,807,6,82,3782,1684217.848
6097,Viana do Alentejo,2024,1,196,3593,4,0,0,43,37,25,8,2946,30,809,4,117,3789,1714380.8090000001
6098,Viana do Alentejo,2024,2,171,3612,0,0,0,21,15,5,5,2941,30,807,5,46,3783,658447.191
6123,Viana do Castelo,2024,2,7052,50165,15,0,0,187,142,165,26,46965,495,9328,429,535,57217,10917983.746
6125,Vidigueira,2022,3,909,3089,0,0,0,13,8,3,7,3024,29,929,16,31,3998,3622468.995
6126,Vidigueira,2022,4,880,3121,0,0,0,33,37,9,16,3024,29,931,17,95,4001,2093072.5590000001
6127,Vidigueira,2022,5,767,3230,0,0,0,47,34,11,11,3020,29,931,17,103,3997,4713202.246
6128,Vidigueira,2022,6,873,3127,1,0,0,48,39,10,13,3024,29,928,19,111,4000,5904742.887
6129,Vidigueira,2022,7,696,3302,1,0,0,37,35,14,8,3020,29,932,17,95,3998,7417853.09
6130,Vidigueira,2022,8,623,3386,1,0,0,39,40,16,15,3020,29,934,26,111,4009,7690623.131
6131,Vidigueira,2022,9,591,3414,2,1,0,38,34,15,12,3027,29,931,18,102,4005,4560106.777
6132,Vidigueira,2022,10,588,3435,5,0,0,24,28,20,6,3037,29,939,18,83,4023,3599876.92
6133,Vidigueira,2022,11,601,3419,61,0,0,29,23,18,5,3033,29,940,18,136,4020,1629192.79
6134,Vidigueira,2022,12,578,3443,59,0,1,28,29,15,11,3033,29,940,19,143,4021,1688185.2920000001
6135,Vidigueira,2023,1,572,3451,49,0,2,48,34,10,5,3034,29,943,17,148,4023,1687590.437
6136,Vidigueira,2023,2,566,3459,50,0,0,43,31,9,9,3036,29,942,18,142,4025,2258815.322
6137,Vidigueira,2023,3,531,3497,21,0,2,35,30,18,16,3040,29,942,17,122,4028,2502277.493
6138,Vidigueira,2023,4,516,3512,22,0,0,31,24,8,10,3040,29,942,17,95,4028,4579302.312
6139,Vidigueira,2023,5,537,3491,16,0,0,47,37,16,13,3040,29,942,17,129,4028,5347780.88
6140,Vidigueira,2023,6,537,3512,5,0,0,43,34,8,14,3047,29,952,21,104,4049,5872151.556
6141,Vidigueira,2023,7,518,3533,1,0,0,32,33,11,8,3057,29,949,16,85,4051,7900981.583000001
6142,Vidigueira,2023,8,498,3559,0,0,3,30,25,20,4,3061,29,949,18,82,4057,7303284.788999999
6143,Vidigueira,2023,9,478,3575,2,0,0,26,21,14,5,3066,29,942,16,68,4053,3721852.276
6144,Vidigueira,2023,10,454,3603,3,0,0,33,22,15,20,3069,29,942,17,93,4057,3647463.361
6145,Vidigueira,2023,11,427,3639,0,0,0,51,49,11,13,3072,29,946,19,124,4066,1815083.7310000001
6146,Vidigueira,2023,12,390,3679,1,0,0,35,27,17,7,3076,29,945,19,87,4069,1945779.26
6147,Vidigueira,2024,1,368,3691,1,0,0,41,30,19,7,3073,29,941,16,98,4059,1724139.788
6148,Vidigueira,2024,2,282,3772,1,0,0,18,14,8,2,3071,29,937,17,43,4054,547983.2119999999
6150,Vieira do Minho,2022,3,5896,2594,1,0,0,0,0,1,3,7208,140,1070,72,5,8490,3973155.8510000003
6151,Vieira do Minho,2022,4,5727,2764,4,0,0,9,6,4,6,7208,140,1070,73,29,8491,3797732.322
6152,Vieira do Minho,2022,5,5682,2820,1,0,0,19,15,8,8,7218,140,1072,72,51,8502,3879596.869
6153,Vieira do Minho,2022,6,5756,2762,2,0,0,17,13,5,11,7231,140,1075,72,48,8518,3632668.501
6154,Vieira do Minho,2022,7,5347,3197,2,0,0,18,15,9,7,7251,140,1077,76,51,8544,4121837.413
6155,Vieira do Minho,2022,8,4966,3591,0,0,0,20,17,8,5,7271,140,1077,69,50,8557,3903670.7600000002
6156,Vieira do Minho,2022,9,4665,3935,2,0,0,16,12,10,7,7274,140,1076,110,47,8600,2977085.693
6157,Vieira do Minho,2022,10,4595,3961,10,0,0,14,16,8,4,7275,140,1074,67,52,8556,3747056.9839999997
6158,Vieira do Minho,2022,11,4653,3906,222,0,0,22,15,15,8,7276,140,1076,67,282,8559,3370540.029
6159,Vieira do Minho,2022,12,4456,4111,226,0,0,11,9,23,6,7283,140,1077,67,275,8567,3524743.121
6160,Vieira do Minho,2023,1,4215,4357,139,0,0,23,14,18,11,7282,140,1081,69,205,8572,3676810.2660000003
6161,Vieira do Minho,2023,2,4211,4374,149,0,0,24,21,11,8,7290,140,1083,72,213,8585,3336645.024
6162,Vieira do Minho,2023,3,4168,4416,198,0,1,27,17,11,9,7289,140,1083,72,263,8584,3535562.156
6163,Vieira do Minho,2023,4,4061,4523,150,0,1,28,21,5,10,7289,140,1083,72,215,8584,3256019.917
6164,Vieira do Minho,2023,5,3693,4891,319,0,1,34,23,15,8,7289,140,1083,72,400,8584,3255646.883
6165,Vieira do Minho,2023,6,3379,5238,35,0,0,32,17,10,20,7324,142,1083,68,114,8617,3513440.754
6166,Vieira do Minho,2023,7,3037,5594,0,1,0,37,34,18,27,7335,142,1086,68,117,8631,4036470.982
6167,Vieira do Minho,2023,8,2979,5662,6,0,8,38,31,13,20,7340,142,1088,71,116,8641,4279163.792
6168,Vieira do Minho,2023,9,2852,5795,5,0,1,23,20,11,15,7345,142,1087,73,75,8647,3812195.143
6169,Vieira do Minho,2023,10,2723,5924,3,0,0,37,33,17,8,7348,142,1089,68,98,8647,3588788.825
6170,Vieira do Minho,2023,11,2593,6048,1,0,0,62,42,16,7,7346,142,1087,66,128,8641,3770252.672
6171,Vieira do Minho,2023,12,2450,6207,4,0,0,35,28,24,2,7356,142,1089,70,93,8657,4242720.586
6172,Vieira do Minho,2024,1,2349,6305,0,0,0,41,30,31,22,7354,142,1089,69,124,8654,4015494.285
6173,Vieira do Minho,2024,2,1902,6754,2,0,0,22,19,11,9,7352,142,1093,69,63,8656,824411.219
6175,Vila Flor,2022,3,2950,2766,0,0,0,6,7,3,6,4362,60,1274,20,22,5716,1443633.804
6176,Vila Flor,2022,4,2919,2802,1,0,0,10,8,9,5,4365,60,1277,19,33,5721,1299481.456
6177,Vila Flor,2022,5,2881,2829,0,0,0,28,16,15,4,4355,60,1276,19,63,5710,1301612.673
6178,Vila Flor,2022,6,2866,2845,1,0,0,25,29,7,7,4352,60,1280,19,69,5711,1325003.316
6179,Vila Flor,2022,7,2834,2878,0,0,0,17,13,3,6,4355,60,1277,20,39,5712,1485114.003
6180,Vila Flor,2022,8,2808,2903,0,0,0,30,22,7,11,4356,60,1277,18,70,5711,1497366.841
6181,Vila Flor,2022,9,2849,2851,1,0,0,24,23,7,5,4348,60,1275,17,60,5700,1332883.664
6182,Vila Flor,2022,10,2699,3003,3,1,0,16,17,12,12,4347,60,1278,17,61,5702,1321771.42
6183,Vila Flor,2022,11,2772,2924,33,0,0,18,12,14,9,4348,61,1271,16,86,5696,1362518.514
6184,Vila Flor,2022,12,2637,3054,71,0,0,21,19,9,9,4349,61,1265,16,129,5691,1539390.5580000002
6185,Vila Flor,2023,1,2461,3235,28,0,0,22,20,13,10,4351,61,1268,16,93,5696,1586074.056
6186,Vila Flor,2023,2,2469,3237,38,0,0,27,22,12,7,4358,62,1268,18,106,5706,1385690.51
6187,Vila Flor,2023,3,2495,3209,32,0,0,19,18,8,16,4357,62,1267,18,93,5704,1372720.661
6188,Vila Flor,2023,4,2354,3350,149,0,0,18,15,3,14,4357,62,1267,18,199,5704,1181840.1269999999
6189,Vila Flor,2023,5,2337,3367,28,0,0,28,22,13,7,4357,62,1267,18,98,5704,1190476.894
6190,Vila Flor,2023,6,2331,3388,2,0,0,19,21,8,14,4355,64,1281,19,64,5719,1199665.7519999999
6191,Vila Flor,2023,7,2117,3609,0,0,0,29,22,18,8,4355,64,1286,21,77,5726,1392284.293
6192,Vila Flor,2023,8,2221,3511,1,0,4,24,20,22,10,4366,64,1284,18,81,5732,1496637.648
6193,Vila Flor,2023,9,1847,3880,2,0,0,21,17,8,11,4360,64,1286,17,59,5727,1300134.041
6194,Vila Flor,2023,10,1748,3977,2,0,0,25,20,17,12,4364,64,1280,17,76,5725,1303451.984
6195,Vila Flor,2023,11,1678,4035,1,0,0,33,22,14,7,4362,64,1274,13,77,5713,1416630.599
6196,Vila Flor,2023,12,1433,4272,2,0,0,26,14,17,8,4355,64,1273,13,67,5705,1720524.435
6197,Vila Flor,2024,1,1379,4318,0,0,0,26,25,21,12,4346,65,1273,13,84,5697,1638654.726
6198,Vila Flor,2024,2,701,4979,0,0,0,12,6,8,3,4333,65,1269,13,29,5680,537207.5970000001
6223,Vila Franca de Xira,2024,2,7187,71449,5,1,2,385,293,206,51,61974,404,16018,240,943,78636,10568021.03
6225,Vila Nova da Barquinha,2022,3,2610,1704,2,0,0,11,7,6,3,3528,56,707,23,29,4314,1645035.177
6226,Vila Nova da Barquinha,2022,4,2643,1678,3,0,0,16,16,12,5,3535,56,708,22,52,4321,1385876.014
6227,Vila Nova da Barquinha,2022,5,2540,1782,5,0,0,22,16,6,4,3535,56,709,22,53,4322,1365502.029
6228,Vila Nova da Barquinha,2022,6,2598,1732,5,0,0,19,18,5,12,3543,56,710,21,59,4330,1382757.463
6229,Vila Nova da Barquinha,2022,7,2447,1885,3,0,0,14,13,8,8,3544,56,711,21,46,4332,1603069.365
6230,Vila Nova da Barquinha,2022,8,2398,1937,1,0,0,26,18,10,9,3548,56,710,21,64,4335,1520358.597
6231,Vila Nova da Barquinha,2022,9,2272,2054,2,0,0,11,12,11,6,3543,56,707,20,42,4326,1375505.417
6232,Vila Nova da Barquinha,2022,10,2167,2160,7,0,0,17,14,16,9,3545,56,707,19,63,4327,1410466.682
6233,Vila Nova da Barquinha,2022,11,2211,2120,119,1,0,22,18,14,6,3550,56,706,19,180,4331,1579464.494
6234,Vila Nova da Barquinha,2022,12,1824,2514,143,0,1,18,15,19,8,3556,56,706,20,204,4338,1794703.185
6235,Vila Nova da Barquinha,2023,1,1653,2692,186,0,3,31,25,18,7,3566,56,703,20,270,4345,1928037.2229999998
6236,Vila Nova da Barquinha,2023,2,1634,2718,107,0,0,22,19,20,7,3568,56,709,19,175,4352,1695122.16
6237,Vila Nova da Barquinha,2023,3,1398,2959,139,0,0,27,21,19,21,3572,56,710,19,227,4357,1597136.014
6238,Vila Nova da Barquinha,2023,4,1342,3015,57,0,0,36,30,14,13,3572,56,710,19,150,4357,1340962.51
6239,Vila Nova da Barquinha,2023,5,1289,3068,75,0,0,36,32,12,9,3572,56,710,19,164,4357,1407483.631
6240,Vila Nova da Barquinha,2023,6,1154,3223,12,0,0,26,24,20,11,3592,56,714,15,93,4377,1451064.462
6241,Vila Nova da Barquinha,2023,7,939,3441,2,0,0,29,32,17,14,3596,56,713,15,94,4380,1570492.297
6242,Vila Nova da Barquinha,2023,8,834,3548,6,0,2,37,27,28,13,3600,56,712,14,113,4382,1585760.091
6243,Vila Nova da Barquinha,2023,9,805,3578,7,0,0,20,22,11,11,3600,56,714,13,71,4383,1444622.03
6244,Vila Nova da Barquinha,2023,10,780,3602,12,0,0,34,29,16,8,3600,56,713,13,99,4382,1539392.317
6245,Vila Nova da Barquinha,2023,11,785,3610,6,0,0,42,35,24,6,3614,56,711,14,113,4395,1699567.7429999998
6246,Vila Nova da Barquinha,2023,12,675,3717,3,0,0,31,25,11,8,3613,56,709,14,78,4392,2051248.522
6247,Vila Nova da Barquinha,2024,1,550,3847,4,0,1,40,29,25,9,3618,56,710,13,108,4397,2066425.571
6248,Vila Nova da Barquinha,2024,2,394,4005,4,0,0,24,20,22,1,3615,56,710,18,71,4399,654772.429
6250,Vila Nova de Cerveira,2022,3,4253,2478,1,0,0,7,5,3,2,5524,103,1045,59,18,6731,4987774.585
6251,Vila Nova de Cerveira,2022,4,4301,2437,1,0,0,7,6,5,7,5529,103,1047,59,26,6738,4555734.099
6252,Vila Nova de Cerveira,2022,5,4200,2540,1,0,0,10,9,4,4,5533,103,1045,59,28,6740,4900756.359
6253,Vila Nova de Cerveira,2022,6,4198,2546,1,0,0,14,16,5,6,5535,103,1050,56,42,6744,4785343.141
6254,Vila Nova de Cerveira,2022,7,4188,2565,0,0,0,12,9,2,4,5539,103,1052,59,27,6753,5128669.645
6255,Vila Nova de Cerveira,2022,8,4124,2632,0,0,0,25,22,3,12,5544,103,1055,54,62,6756,4718680.5139999995
6256,Vila Nova de Cerveira,2022,9,4103,2651,2,0,0,13,10,9,5,5545,103,1054,52,39,6754,4868601.644
6257,Vila Nova de Cerveira,2022,10,4059,2701,11,0,0,15,14,7,2,5552,103,1053,52,49,6760,5070263.131
6258,Vila Nova de Cerveira,2022,11,4043,2725,86,0,0,14,14,11,2,5561,102,1053,52,127,6768,5050376.558
6259,Vila Nova de Cerveira,2022,12,3946,2832,61,0,0,30,18,16,6,5564,102,1056,56,131,6778,4988486.507999999
6260,Vila Nova de Cerveira,2023,1,3890,2885,67,0,0,20,17,17,12,5568,102,1053,52,133,6775,5710288.275
6261,Vila Nova de Cerveira,2023,2,3848,2924,49,0,0,20,15,12,9,5568,103,1052,49,105,6772,5038478.782
6262,Vila Nova de Cerveira,2023,3,3000,3772,75,0,1,22,19,9,6,5568,103,1053,48,132,6772,5323285.458000001
6263,Vila Nova de Cerveira,2023,4,1913,4858,169,1,0,39,33,16,10,5567,103,1053,48,268,6771,4637639.384
6264,Vila Nova de Cerveira,2023,5,1448,5323,724,0,0,50,37,6,17,5567,103,1053,48,834,6771,4857991.5030000005
6265,Vila Nova de Cerveira,2023,6,1360,5437,98,0,0,50,44,12,16,5585,104,1060,48,220,6797,4798934.598
6266,Vila Nova de Cerveira,2023,7,1271,5541,2,0,0,26,28,14,14,5591,104,1061,56,84,6812,4898799.05
6267,Vila Nova de Cerveira,2023,8,1299,5508,7,0,5,48,39,20,9,5592,104,1061,50,128,6807,4520351.262
6268,Vila Nova de Cerveira,2023,9,1021,5790,5,0,1,41,36,19,11,5597,104,1060,50,113,6811,4882258.927
6269,Vila Nova de Cerveira,2023,10,857,5966,12,0,0,49,44,19,14,5606,104,1063,50,138,6823,5187365.376999999
6270,Vila Nova de Cerveira,2023,11,836,5998,4,0,0,63,45,23,13,5607,104,1067,56,148,6834,5326153.813
6271,Vila Nova de Cerveira,2023,12,761,6071,6,0,0,34,26,22,9,5607,104,1066,55,97,6832,5212854.5709999995
6272,Vila Nova de Cerveira,2024,1,880,5962,2,0,0,54,34,21,15,5617,104,1071,50,126,6842,5610139.894
6273,Vila Nova de Cerveira,2024,2,798,6042,0,0,0,24,13,7,8,5614,103,1073,50,52,6840,1910430.6530000002
6298,Vila Nova de Famalicão,2024,2,6122,50642,9,1,0,234,197,162,41,44502,607,11318,337,644,56764,16759277.774
6300,Vila Nova de Foz Côa,2022,3,4550,2166,1,0,0,7,7,2,2,5401,126,1166,23,19,6716,1790893.553
6301,Vila Nova de Foz Côa,2022,4,4519,2190,1,0,0,17,14,11,6,5395,126,1166,22,49,6709,1581196.1099999999
6302,Vila Nova de Foz Côa,2022,5,4344,2358,1,0,0,24,21,13,7,5391,126,1163,22,66,6702,1577975.8839999998
6303,Vila Nova de Foz Côa,2022,6,4353,2358,0,1,0,21,23,12,11,5399,126,1165,21,68,6711,1603729.043
6304,Vila Nova de Foz Côa,2022,7,4200,2508,0,0,0,19,14,4,10,5396,126,1165,21,47,6708,1938109.232
6305,Vila Nova de Foz Côa,2022,8,4161,2555,0,0,0,15,14,7,13,5399,126,1167,24,49,6716,2276186.334
6306,Vila Nova de Foz Côa,2022,9,4114,2599,1,0,0,13,9,10,5,5403,126,1163,21,38,6713,2057493.872
6307,Vila Nova de Foz Côa,2022,10,4089,2621,4,1,0,12,9,9,11,5400,126,1163,21,46,6710,1772863.489
6308,Vila Nova de Foz Côa,2022,11,4053,2665,36,0,0,22,17,14,5,5402,126,1169,21,94,6718,1672065.862
6309,Vila Nova de Foz Côa,2022,12,4008,2720,41,0,1,14,15,12,10,5406,126,1171,25,93,6728,1882010.211
6310,Vila Nova de Foz Côa,2023,1,3973,2759,32,0,0,23,17,13,12,5411,126,1175,20,97,6732,1938685.391
6311,Vila Nova de Foz Côa,2023,2,3947,2797,22,0,0,12,15,9,8,5416,126,1174,28,66,6744,1723595.749
6312,Vila Nova de Foz Côa,2023,3,3894,2835,26,0,0,27,16,14,4,5413,126,1171,19,87,6729,1665251.335
6313,Vila Nova de Foz Côa,2023,4,3802,2927,42,0,0,20,15,15,10,5413,126,1171,19,102,6729,1459782.239
6314,Vila Nova de Foz Côa,2023,5,3727,3002,53,0,0,30,26,9,8,5413,126,1171,19,126,6729,1477523.305
6315,Vila Nova de Foz Côa,2023,6,3869,2871,6,0,0,21,18,18,2,5413,126,1183,18,65,6740,1415419.981
6316,Vila Nova de Foz Côa,2023,7,3580,3164,0,0,0,28,24,12,17,5414,127,1184,19,81,6744,1710168.012
6317,Vila Nova de Foz Côa,2023,8,3538,3218,1,0,2,31,24,12,5,5425,127,1183,21,75,6756,1915386.409
6318,Vila Nova de Foz Côa,2023,9,3556,3200,2,0,0,21,16,15,13,5427,128,1184,17,67,6756,1704051.231
6319,Vila Nova de Foz Côa,2023,10,3464,3293,2,0,0,24,20,18,12,5428,127,1186,16,76,6757,1641648.837
6320,Vila Nova de Foz Côa,2023,11,3555,3201,0,0,0,30,20,18,4,5423,127,1187,19,72,6756,1719423.6979999999
6321,Vila Nova de Foz Côa,2023,12,3366,3389,1,0,0,22,17,15,11,5424,127,1184,20,66,6755,2037509.8129999998
6322,Vila Nova de Foz Côa,2024,1,3385,3363,0,0,0,38,25,19,9,5425,127,1182,14,91,6748,2049300.511
6323,Vila Nova de Foz Côa,2024,2,3284,3483,0,0,0,14,12,12,2,5417,127,1200,23,40,6767,739304.006
6350,Vila Nova de Paiva,2022,3,2136,2539,2,0,0,6,6,3,2,3893,61,698,23,19,4675,1062347.482
6351,Vila Nova de Paiva,2022,4,2163,2512,6,0,0,9,9,9,5,3889,61,703,22,38,4675,941842.066
6352,Vila Nova de Paiva,2022,5,2105,2566,5,0,0,14,12,8,7,3885,61,704,21,46,4671,916876.2760000001
6353,Vila Nova de Paiva,2022,6,2038,2636,3,0,0,8,8,8,8,3882,61,708,23,35,4674,850832.933
6354,Vila Nova de Paiva,2022,7,1880,2798,1,0,0,11,9,9,7,3884,61,710,23,37,4678,1016970.34
6355,Vila Nova de Paiva,2022,8,1833,2850,2,0,0,14,10,17,7,3888,61,711,23,50,4683,1096407.949
6356,Vila Nova de Paiva,2022,9,1819,2855,0,0,0,16,15,14,7,3882,61,709,22,52,4674,936615.248
6357,Vila Nova de Paiva,2022,10,1836,2837,16,0,0,9,7,7,6,3877,61,712,23,45,4673,979696.5580000001
6358,Vila Nova de Paiva,2022,11,1787,2891,46,0,0,11,9,11,5,3881,61,714,22,82,4678,1049443.188
6359,Vila Nova de Paiva,2022,12,1861,2819,162,0,1,12,8,9,4,3884,61,714,21,196,4680,1171063.9109999998
6360,Vila Nova de Paiva,2023,1,1758,2931,93,0,0,18,13,17,9,3886,61,720,22,150,4689,1198285.736
6361,Vila Nova de Paiva,2023,2,1376,3315,199,0,0,12,12,10,13,3889,61,720,21,246,4691,1044959.599
6362,Vila Nova de Paiva,2023,3,1135,3556,178,1,2,9,9,7,3,3888,61,722,20,209,4691,1064337.893
6363,Vila Nova de Paiva,2023,4,974,3717,183,0,0,16,13,10,11,3888,61,722,20,233,4691,919103.9299999999
6364,Vila Nova de Paiva,2023,5,770,3921,182,0,1,16,14,11,10,3888,61,722,20,234,4691,873982.5380000001
6365,Vila Nova de Paiva,2023,6,663,4039,12,0,0,14,13,13,7,3892,61,726,23,59,4702,848680.304
6366,Vila Nova de Paiva,2023,7,494,4208,5,0,2,19,11,17,12,3894,61,725,22,66,4702,1012400.634
6367,Vila Nova de Paiva,2023,8,375,4334,5,0,6,12,13,21,6,3901,61,726,21,63,4709,1108117.6809999999
6368,Vila Nova de Paiva,2023,9,301,4406,2,0,0,6,2,9,2,3895,61,729,22,21,4707,912667.861
6369,Vila Nova de Paiva,2023,10,286,4417,7,0,0,21,15,6,10,3892,61,728,22,59,4703,984691.804
6370,Vila Nova de Paiva,2023,11,281,4422,2,0,0,17,15,13,8,3891,61,729,22,55,4703,1118824.864
6371,Vila Nova de Paiva,2023,12,272,4433,0,0,0,15,10,20,2,3894,61,727,23,47,4705,1269827.156
6372,Vila Nova de Paiva,2024,1,435,4274,3,0,0,15,11,12,7,3899,61,728,21,48,4709,1257758.5609999998
6373,Vila Nova de Paiva,2024,2,361,4349,0,0,0,11,7,2,7,3896,61,731,22,27,4710,380538.535
6375,Vila Nova de Poiares,2022,3,3166,1758,0,0,0,4,2,0,0,4043,64,800,17,6,4924,2079765.3630000001
6376,Vila Nova de Poiares,2022,4,3146,1782,0,0,0,0,3,4,1,4047,64,801,16,8,4928,1761990.792
6377,Vila Nova de Poiares,2022,5,3129,1788,0,0,0,8,2,3,0,4041,64,797,15,13,4917,1827223.0499999998
6378,Vila Nova de Poiares,2022,6,3146,1772,1,0,0,6,4,3,3,4042,64,798,14,17,4918,1758029.486
6379,Vila Nova de Poiares,2022,7,3138,1789,3,0,0,17,14,8,5,4045,64,802,16,47,4927,1907230.711
6380,Vila Nova de Poiares,2022,8,3111,1822,2,0,0,15,15,8,6,4049,65,803,16,46,4933,1813579.693
6381,Vila Nova de Poiares,2022,9,3090,1845,7,0,0,13,10,3,4,4052,65,804,14,37,4935,1797677.175
6382,Vila Nova de Poiares,2022,10,3055,1876,4,0,0,13,12,6,4,4047,65,806,13,39,4931,1998337.916
6383,Vila Nova de Poiares,2022,11,3154,1781,39,0,0,13,10,11,3,4048,66,808,13,76,4935,1994226.1639999999
6384,Vila Nova de Poiares,2022,12,3097,1836,43,0,2,11,9,5,11,4045,66,806,16,81,4933,2034646.341
6385,Vila Nova de Poiares,2023,1,3004,1932,181,0,2,24,14,5,8,4047,66,809,14,234,4936,2228001.881
6386,Vila Nova de Poiares,2023,2,2984,1952,70,0,0,21,16,12,4,4045,66,812,13,123,4936,1972551.5999999999
6387,Vila Nova de Poiares,2023,3,2860,2081,124,0,0,26,16,12,4,4052,66,812,11,182,4941,1992518.265
6388,Vila Nova de Poiares,2023,4,2887,2054,116,0,0,33,30,16,7,4052,66,812,11,202,4941,1740283.793
6389,Vila Nova de Poiares,2023,5,2825,2116,63,0,0,39,24,16,9,4052,66,812,11,151,4941,1815804.058
6390,Vila Nova de Poiares,2023,6,2820,2145,20,0,0,35,30,13,12,4064,66,822,13,110,4965,1750510.4030000002
6391,Vila Nova de Poiares,2023,7,2702,2263,0,0,0,25,14,11,9,4065,65,822,13,59,4965,1838652.159
6392,Vila Nova de Poiares,2023,8,2737,2232,3,0,5,24,24,11,5,4070,65,824,10,72,4969,1709940.675
6393,Vila Nova de Poiares,2023,9,2603,2374,3,0,0,28,19,16,12,4075,65,826,11,78,4977,1873519.882
6394,Vila Nova de Poiares,2023,10,2480,2502,2,0,0,24,20,10,8,4079,65,828,10,64,4982,1976147.18
6395,Vila Nova de Poiares,2023,11,2384,2604,1,0,0,35,30,14,1,4083,66,829,10,81,4988,2044257.08
6396,Vila Nova de Poiares,2023,12,2263,2722,1,0,0,25,16,14,6,4077,66,829,13,62,4985,2189668.024
6397,Vila Nova de Poiares,2024,1,2252,2735,0,0,0,41,27,13,6,4081,66,830,10,87,4987,2326855.334
6398,Vila Nova de Poiares,2024,2,2163,2827,0,0,1,16,7,8,3,4084,66,830,10,35,4990,979084.666
6400,Vila Pouca de Aguiar,2022,3,5619,4978,2,1,0,13,10,3,8,8717,135,1683,62,37,10597,4656721.856
6401,Vila Pouca de Aguiar,2022,4,5639,4952,3,0,0,18,17,20,8,8709,135,1684,63,66,10591,4214704.659
6402,Vila Pouca de Aguiar,2022,5,5550,5028,6,0,0,21,13,15,9,8702,135,1675,66,64,10578,4216384.556
6403,Vila Pouca de Aguiar,2022,6,5540,5041,2,0,0,19,16,6,13,8703,135,1675,68,56,10581,4117346.175
6404,Vila Pouca de Aguiar,2022,7,5434,5162,1,0,0,30,26,12,8,8713,135,1678,70,77,10596,4629459.697
6405,Vila Pouca de Aguiar,2022,8,5386,5215,2,1,0,24,19,12,13,8722,135,1677,67,71,10601,4506411.941000001
6406,Vila Pouca de Aguiar,2022,9,5358,5232,3,0,0,29,19,13,9,8714,135,1675,66,73,10590,4238147.106
6407,Vila Pouca de Aguiar,2022,10,5339,5246,5,1,0,14,21,18,11,8710,135,1677,63,70,10585,4521140.552999999
6408,Vila Pouca de Aguiar,2022,11,5396,5194,33,0,0,21,12,14,10,8714,135,1677,64,90,10590,4410513.027
6409,Vila Pouca de Aguiar,2022,12,5268,5325,59,0,0,23,19,20,14,8714,135,1681,63,135,10593,4426467.676
6410,Vila Pouca de Aguiar,2023,1,5239,5350,43,0,1,27,19,20,9,8714,135,1679,61,119,10589,5091291.675
6411,Vila Pouca de Aguiar,2023,2,5241,5348,30,0,0,21,14,16,8,8712,135,1680,62,89,10589,4276860.958
6412,Vila Pouca de Aguiar,2023,3,5183,5412,34,1,2,17,13,12,16,8713,135,1682,65,95,10595,4408701.145
6413,Vila Pouca de Aguiar,2023,4,5003,5592,58,0,0,16,18,12,11,8713,135,1682,65,115,10595,3954307.4560000002
6414,Vila Pouca de Aguiar,2023,5,4697,5898,160,0,0,22,13,12,8,8713,135,1682,65,215,10595,3210454.097
6415,Vila Pouca de Aguiar,2023,6,4510,6100,23,0,0,31,25,18,11,8727,135,1681,67,108,10610,3213262.669
6416,Vila Pouca de Aguiar,2023,7,4303,6329,3,0,0,22,21,20,21,8746,136,1683,67,87,10632,3373904.149
6417,Vila Pouca de Aguiar,2023,8,4234,6398,7,0,1,20,20,20,11,8748,136,1687,61,79,10632,3356253.87
6418,Vila Pouca de Aguiar,2023,9,4341,6295,3,0,0,22,19,9,10,8749,136,1689,62,63,10636,3207071.175
6419,Vila Pouca de Aguiar,2023,10,4200,6435,7,0,0,18,11,21,8,8748,136,1692,59,65,10635,3542512.168
6420,Vila Pouca de Aguiar,2023,11,3993,6638,1,0,0,45,31,16,14,8746,136,1692,57,107,10631,3782799.09
6421,Vila Pouca de Aguiar,2023,12,3724,6916,0,0,0,21,18,22,8,8747,136,1696,61,69,10640,4075536.548
6422,Vila Pouca de Aguiar,2024,1,3679,6954,7,0,0,30,21,31,13,8746,136,1695,56,102,10633,4185330.311
6423,Vila Pouca de Aguiar,2024,2,3489,7140,1,0,0,18,16,8,3,8744,136,1693,56,46,10629,1328849.819
