,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa,cluster
1910,Ferreira do Alentejo,2022,12.0,774,4565,65,0,3,50,59,16,14,4048,48,1228,15,207.0,5339.0,4385906.626,1.0
1911,Ferreira do Alentejo,2023,1.0,763,4580,54,0,1,86,60,27,12,4053,48,1227,15,240.0,5343.0,4058828.1679999996,1.0
1913,Ferreira do Alentejo,2023,3.0,668,4673,43,0,1,70,59,28,22,4051,48,1227,15,223.0,5341.0,4374089.655,1.0
1914,Ferreira do Alentejo,2023,4.0,658,4683,34,0,0,71,59,7,17,4051,48,1227,15,188.0,5341.0,4883518.345,1.0
1917,Ferreira do Alentejo,2023,7.0,642,4721,4,0,0,58,47,13,21,4065,50,1233,15,143.0,5363.0,7075656.182,1.0
1918,Ferreira do Alentejo,2023,8.0,638,4737,3,0,3,67,54,23,18,4075,50,1235,15,168.0,5375.0,6301533.9350000005,1.0
1919,Ferreira do Alentejo,2023,9.0,608,4767,6,0,0,43,42,13,22,4074,50,1238,13,126.0,5375.0,4632248.376,1.0
1920,Ferreira do Alentejo,2023,10.0,567,4807,5,0,0,58,40,15,16,4073,50,1237,14,134.0,5374.0,4920545.968,1.0
1921,Ferreira do Alentejo,2023,11.0,618,4751,2,0,0,75,61,20,15,4071,50,1233,15,173.0,5369.0,6277009.883,1.0
1922,Ferreira do Alentejo,2023,12.0,572,4798,0,0,0,41,35,17,9,4074,50,1232,14,102.0,5370.0,5551143.6559999995,1.0
1923,Ferreira do Alentejo,2024,1.0,544,4826,1,0,0,60,46,11,13,4073,50,1233,14,131.0,5370.0,4267603.79,1.0
1924,Ferreira do Alentejo,2024,2.0,403,4958,2,0,0,33,23,6,2,4063,50,1233,15,66.0,5361.0,1937244.21,1.0
1925,Ferreira do Zêzere,2022,3.0,3849,4029,1,1,0,9,9,5,7,6119,130,1609,20,32.0,7878.0,3633186.992,2.0
1926,Ferreira do Zêzere,2022,4.0,3838,4045,5,0,0,18,15,7,10,6123,130,1609,21,55.0,7883.0,3294891.199,2.0
1927,Ferreira do Zêzere,2022,5.0,3714,4158,2,0,0,27,19,10,16,6114,130,1607,21,74.0,7872.0,3567585.034,2.0
1928,Ferreira do Zêzere,2022,6.0,3702,4175,1,0,0,23,24,9,14,6114,130,1615,18,71.0,7877.0,3443885.3570000003,2.0
1929,Ferreira do Zêzere,2022,7.0,3477,4411,2,0,0,22,24,8,8,6121,130,1617,20,64.0,7888.0,4018042.693,2.0
1930,Ferreira do Zêzere,2022,8.0,3435,4455,1,0,0,24,22,13,10,6123,130,1617,20,70.0,7890.0,3897217.7800000003,2.0
1931,Ferreira do Zêzere,2022,9.0,3393,4490,2,1,0,21,17,13,8,6119,130,1616,18,62.0,7883.0,3613994.682,2.0
1932,Ferreira do Zêzere,2022,10.0,3311,4578,6,0,0,16,13,15,9,6124,130,1619,16,59.0,7889.0,3696615.318,2.0
1933,Ferreira do Zêzere,2022,11.0,3289,4607,65,0,0,23,16,13,10,6137,130,1613,16,127.0,7896.0,3607106.2369999997,2.0
1934,Ferreira do Zêzere,2022,12.0,3186,4708,73,1,0,17,16,16,7,6133,130,1614,17,130.0,7894.0,3765583.92,2.0
1936,Ferreira do Zêzere,2023,2.0,3078,4821,69,0,0,22,20,10,7,6134,131,1618,16,128.0,7899.0,3227249.9450000003,2.0
1940,Ferreira do Zêzere,2023,6.0,2288,5638,19,0,0,24,22,9,8,6153,132,1623,18,82.0,7926.0,3534821.577,0.0
1941,Ferreira do Zêzere,2023,7.0,2249,5683,6,0,0,39,30,15,11,6156,132,1628,16,101.0,7932.0,3788553.294,0.0
1942,Ferreira do Zêzere,2023,8.0,2194,5747,5,0,7,31,28,12,18,6160,132,1631,18,101.0,7941.0,3947591.443,0.0
