,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente
5363,Santarém,2022,10,Santarém,12692,25247
5364,Santarém,2022,11,Santarém,12648,25305
5365,Santarém,2022,12,Santarém,12079,25912
5366,Santarém,2023,1,Santarém,11436,26531
5367,Santarém,2023,2,Santarém,11516,26459
5368,Santarém,2023,3,Santarém,10911,27118
5369,Santarém,2023,4,Santarém,10790,27239
5370,Santarém,2023,5,Santarém,10709,27320
5371,Santarém,2023,6,Santarém,10602,27540
5372,Santarém,2023,7,Santarém,10568,27638
5373,Santarém,2023,8,Santarém,10697,27558
5374,Santarém,2023,9,Santarém,10326,27942
5375,Santarém,2023,10,Santarém,10268,28026
5376,Santarém,2023,11,Santarém,10293,27991
5377,Santarém,2023,12,Santarém,9351,28937
5378,Santarém,2024,1,Santarém,9103,29192
5379,Santarém,2024,2,Santarém,8223,30045
5380,Santarém,2024,3,Santarém,7511,30763
5381,Santarém,2024,4,Santarém,7351,30924
5382,Santiago do Cacém,2022,3,Setúbal,10956,9507
5383,Santiago do Cacém,2022,4,Setúbal,11039,9430
5384,Santiago do Cacém,2022,5,Setúbal,10831,9633
5385,Santiago do Cacém,2022,6,Setúbal,10810,9637
5386,Santiago do Cacém,2022,7,Setúbal,10677,9795
5387,Santiago do Cacém,2022,8,Setúbal,10643,9832
5388,Santiago do Cacém,2022,9,Setúbal,10514,9974
5389,Santiago do Cacém,2022,10,Setúbal,10435,10060
5390,Santiago do Cacém,2022,11,Setúbal,10209,10295
5391,Santiago do Cacém,2022,12,Setúbal,10061,10462
5392,Santiago do Cacém,2023,1,Setúbal,10151,10364
5393,Santiago do Cacém,2023,2,Setúbal,9967,10553
5394,Santiago do Cacém,2023,3,Setúbal,9726,10800
5395,Santiago do Cacém,2023,4,Setúbal,9831,10695
5396,Santiago do Cacém,2023,5,Setúbal,9907,10619
5397,Santiago do Cacém,2023,6,Setúbal,9432,11128
5398,Santiago do Cacém,2023,7,Setúbal,9222,11380
5399,Santiago do Cacém,2023,8,Setúbal,8808,11807
5400,Santiago do Cacém,2023,9,Setúbal,8054,12585
5401,Santiago do Cacém,2023,10,Setúbal,7858,12787
5402,Santiago do Cacém,2023,11,Setúbal,6828,13833
5403,Santiago do Cacém,2023,12,Setúbal,5926,14748
5404,Santiago do Cacém,2024,1,Setúbal,5711,14959
5405,Santiago do Cacém,2024,2,Setúbal,5340,15319
5406,Santiago do Cacém,2024,3,Setúbal,5012,15648
5407,Santiago do Cacém,2024,4,Setúbal,4908,15756
5408,Santo Tirso,2022,3,Porto,14020,16089
5409,Santo Tirso,2022,4,Porto,14058,16070
5410,Santo Tirso,2022,5,Porto,13751,16386
5411,Santo Tirso,2022,6,Porto,13771,16389
5412,Santo Tirso,2022,7,Porto,13550,16627
5413,Santo Tirso,2022,8,Porto,13365,16854
5414,Santo Tirso,2022,9,Porto,13048,17149
5415,Santo Tirso,2022,10,Porto,12381,17863
5416,Santo Tirso,2022,11,Porto,12592,17677
5417,Santo Tirso,2022,12,Porto,12089,18192
5418,Santo Tirso,2023,1,Porto,11213,19069
5419,Santo Tirso,2023,2,Porto,11187,19108
5420,Santo Tirso,2023,3,Porto,9792,20517
5421,Santo Tirso,2023,4,Porto,9349,20960
5422,Santo Tirso,2023,5,Porto,8760,21549
5423,Santo Tirso,2023,6,Porto,8370,22017
5424,Santo Tirso,2023,7,Porto,7567,22822
5425,Santo Tirso,2023,8,Porto,7369,23047
5426,Santo Tirso,2023,9,Porto,6730,23701
5427,Santo Tirso,2023,10,Porto,6425,24026
5428,Santo Tirso,2023,11,Porto,6149,24320
5429,Santo Tirso,2023,12,Porto,5702,24796
5430,Santo Tirso,2024,1,Porto,5109,25424
5431,Santo Tirso,2024,2,Porto,4527,26014
5432,Santo Tirso,2024,3,Porto,4700,25864
5433,Santo Tirso,2024,4,Porto,4496,26075
5434,Sardoal,2022,3,Santarém,1712,1301
5435,Sardoal,2022,4,Santarém,1636,1375
5436,Sardoal,2022,5,Santarém,1633,1371
5437,Sardoal,2022,6,Santarém,1566,1443
5438,Sardoal,2022,7,Santarém,1239,1773
5439,Sardoal,2022,8,Santarém,1127,1892
5440,Sardoal,2022,9,Santarém,1027,1991
5441,Sardoal,2022,10,Santarém,916,2105
5442,Sardoal,2022,11,Santarém,978,2043
5443,Sardoal,2022,12,Santarém,874,2144
5444,Sardoal,2023,1,Santarém,864,2157
5445,Sardoal,2023,2,Santarém,818,2203
5446,Sardoal,2023,3,Santarém,749,2276
5447,Sardoal,2023,4,Santarém,713,2312
5448,Sardoal,2023,5,Santarém,672,2353
5449,Sardoal,2023,6,Santarém,638,2395
5450,Sardoal,2023,7,Santarém,579,2456
5451,Sardoal,2023,8,Santarém,556,2481
5452,Sardoal,2023,9,Santarém,551,2486
5453,Sardoal,2023,10,Santarém,524,2515
5454,Sardoal,2023,11,Santarém,504,2532
5455,Sardoal,2023,12,Santarém,500,2535
5456,Sardoal,2024,1,Santarém,502,2532
5457,Sardoal,2024,2,Santarém,485,2553
5458,Sardoal,2024,3,Santarém,437,2602
5459,Sardoal,2024,4,Santarém,435,2604
5460,Seia,2022,3,Guarda,7596,10544
5461,Seia,2022,4,Guarda,7484,10641
5462,Seia,2022,5,Guarda,7211,10916
5463,Seia,2022,6,Guarda,7336,10789
5464,Seia,2022,7,Guarda,7078,11046
5465,Seia,2022,8,Guarda,6963,11160
5466,Seia,2022,9,Guarda,6699,11428
5467,Seia,2022,10,Guarda,6722,11397
5468,Seia,2022,11,Guarda,6650,11482
5469,Seia,2022,12,Guarda,6593,11559
5470,Seia,2023,1,Guarda,6667,11488
5471,Seia,2023,2,Guarda,6546,11614
5472,Seia,2023,3,Guarda,6308,11852
5473,Seia,2023,4,Guarda,6232,11928
5474,Seia,2023,5,Guarda,6099,12061
5475,Seia,2023,6,Guarda,6194,12026
5476,Seia,2023,7,Guarda,5987,12245
5477,Seia,2023,8,Guarda,5962,12277
5478,Seia,2023,9,Guarda,6354,11879
5479,Seia,2023,10,Guarda,5902,12339
5480,Seia,2023,11,Guarda,5843,12405
5481,Seia,2023,12,Guarda,5489,12752
5482,Seia,2024,1,Guarda,5295,12937
5483,Seia,2024,2,Guarda,4819,13395
5484,Seia,2024,3,Guarda,4577,13653
5485,Seia,2024,4,Guarda,4474,13753
5486,Seixal,2022,3,Setúbal,27392,64334
5487,Seixal,2022,4,Setúbal,29229,62486
5488,Seixal,2022,5,Setúbal,27117,64695
5489,Seixal,2022,6,Setúbal,27840,64057
5490,Seixal,2022,7,Setúbal,25542,66412
5491,Seixal,2022,8,Setúbal,25285,66745
5492,Seixal,2022,9,Setúbal,25037,67069
5493,Seixal,2022,10,Setúbal,25066,67148
5494,Seixal,2022,11,Setúbal,24971,67431
5495,Seixal,2022,12,Setúbal,24529,67958
5496,Seixal,2023,1,Setúbal,23918,68632
5497,Seixal,2023,2,Setúbal,23301,69352
5498,Seixal,2023,3,Setúbal,20800,71921
5499,Seixal,2023,4,Setúbal,18855,73866
5500,Seixal,2023,5,Setúbal,18430,74291
5501,Seixal,2023,6,Setúbal,17755,75306
5502,Seixal,2023,7,Setúbal,17732,75441
5503,Seixal,2023,8,Setúbal,17628,75623
5504,Seixal,2023,9,Setúbal,17234,76097
5505,Seixal,2023,10,Setúbal,16219,77217
5506,Seixal,2023,11,Setúbal,16074,77439
5507,Seixal,2023,12,Setúbal,15911,77640
5508,Seixal,2024,1,Setúbal,15561,78070
5509,Seixal,2024,2,Setúbal,14916,78744
5510,Seixal,2024,3,Setúbal,14581,79114
5511,Seixal,2024,4,Setúbal,14527,79187
5512,Sernancelhe,2022,3,Viseu,3163,1573
5513,Sernancelhe,2022,4,Viseu,3102,1631
5514,Sernancelhe,2022,5,Viseu,3060,1663
5515,Sernancelhe,2022,6,Viseu,3033,1697
5516,Sernancelhe,2022,7,Viseu,2951,1781
5517,Sernancelhe,2022,8,Viseu,2943,1794
5518,Sernancelhe,2022,9,Viseu,2904,1830
5519,Sernancelhe,2022,10,Viseu,2894,1842
5520,Sernancelhe,2022,11,Viseu,2887,1846
5521,Sernancelhe,2022,12,Viseu,2817,1915
5522,Sernancelhe,2023,1,Viseu,2768,1967
5523,Sernancelhe,2023,2,Viseu,2764,1981
5524,Sernancelhe,2023,3,Viseu,2643,2113
5525,Sernancelhe,2023,4,Viseu,2629,2127
5526,Sernancelhe,2023,5,Viseu,2567,2189
5527,Sernancelhe,2023,6,Viseu,2487,2277
5528,Sernancelhe,2023,7,Viseu,2162,2610
5529,Sernancelhe,2023,8,Viseu,2039,2734
5530,Sernancelhe,2023,9,Viseu,1815,2954
5531,Sernancelhe,2023,10,Viseu,1997,2773
5532,Sernancelhe,2023,11,Viseu,1962,2800
5533,Sernancelhe,2023,12,Viseu,1652,3118
5534,Sernancelhe,2024,1,Viseu,1654,3113
5535,Sernancelhe,2024,2,Viseu,1520,3244
5536,Sernancelhe,2024,3,Viseu,1476,3285
5537,Sernancelhe,2024,4,Viseu,1479,3283
5538,Serpa,2022,3,Beja,5622,5038
5539,Serpa,2022,4,Beja,5585,5078
5540,Serpa,2022,5,Beja,5499,5152
5541,Serpa,2022,6,Beja,5517,5140
5542,Serpa,2022,7,Beja,5404,5253
5543,Serpa,2022,8,Beja,5338,5322
5544,Serpa,2022,9,Beja,5333,5327
5545,Serpa,2022,10,Beja,5252,5406
5546,Serpa,2022,11,Beja,5248,5424
5547,Serpa,2022,12,Beja,5227,5453
5548,Serpa,2023,1,Beja,5201,5486
5549,Serpa,2023,2,Beja,5206,5477
5550,Serpa,2023,3,Beja,5379,5322
5551,Serpa,2023,4,Beja,5059,5642
5552,Serpa,2023,5,Beja,3758,6943
5553,Serpa,2023,6,Beja,3216,7518
5554,Serpa,2023,7,Beja,2908,7840
5555,Serpa,2023,8,Beja,2802,7955
5556,Serpa,2023,9,Beja,2640,8131
5557,Serpa,2023,10,Beja,2624,8154
5558,Serpa,2023,11,Beja,1833,8946
5559,Serpa,2023,12,Beja,1283,9521
5560,Serpa,2024,1,Beja,1310,9486
5561,Serpa,2024,2,Beja,1084,9710
5562,Serpa,2024,3,Beja,782,10038
5563,Serpa,2024,4,Beja,774,10049
5564,Sertã,2022,3,Castelo Branco,5892,7719
5565,Sertã,2022,4,Castelo Branco,5809,7786
5566,Sertã,2022,5,Castelo Branco,5697,7893
5567,Sertã,2022,6,Castelo Branco,5695,7900
5568,Sertã,2022,7,Castelo Branco,5543,8083
5569,Sertã,2022,8,Castelo Branco,5456,8183
5570,Sertã,2022,9,Castelo Branco,5361,8291
5571,Sertã,2022,10,Castelo Branco,5315,8340
5572,Sertã,2022,11,Castelo Branco,5337,8317
5573,Sertã,2022,12,Castelo Branco,5210,8461
5574,Sertã,2023,1,Castelo Branco,5230,8441
5575,Sertã,2023,2,Castelo Branco,5111,8562
5576,Sertã,2023,3,Castelo Branco,4952,8718
5577,Sertã,2023,4,Castelo Branco,4958,8712
5578,Sertã,2023,5,Castelo Branco,4900,8770
5579,Sertã,2023,6,Castelo Branco,5044,8642
5580,Sertã,2023,7,Castelo Branco,4848,8855
5581,Sertã,2023,8,Castelo Branco,4892,8806
5582,Sertã,2023,9,Castelo Branco,4599,9101
5583,Sertã,2023,10,Castelo Branco,4339,9373
5584,Sertã,2023,11,Castelo Branco,4215,9514
5585,Sertã,2023,12,Castelo Branco,4089,9640
5586,Sertã,2024,1,Castelo Branco,4050,9671
5587,Sertã,2024,2,Castelo Branco,3784,9938
5588,Sertã,2024,3,Castelo Branco,3547,10189
5589,Sertã,2024,4,Castelo Branco,3448,10289
5590,Sesimbra,2022,3,Setúbal,8542,27637
5591,Sesimbra,2022,4,Setúbal,10129,26082
5592,Sesimbra,2022,5,Setúbal,8556,27674
5593,Sesimbra,2022,6,Setúbal,9191,27078
5594,Sesimbra,2022,7,Setúbal,8129,28192
5595,Sesimbra,2022,8,Setúbal,7925,28454
5596,Sesimbra,2022,9,Setúbal,7798,28572
5597,Sesimbra,2022,10,Setúbal,7658,28771
5598,Sesimbra,2022,11,Setúbal,8122,28344
5599,Sesimbra,2022,12,Setúbal,7599,28916
5600,Sesimbra,2023,1,Setúbal,7333,29197
5601,Sesimbra,2023,2,Setúbal,6671,29914
5602,Sesimbra,2023,3,Setúbal,5077,31542
5603,Sesimbra,2023,4,Setúbal,4605,32014
5604,Sesimbra,2023,5,Setúbal,4289,32330
5605,Sesimbra,2023,6,Setúbal,3757,33014
5606,Sesimbra,2023,7,Setúbal,3333,33465
5607,Sesimbra,2023,8,Setúbal,3242,33578
5608,Sesimbra,2023,9,Setúbal,2682,34152
5609,Sesimbra,2023,10,Setúbal,2077,34789
5610,Sesimbra,2023,11,Setúbal,1583,35300
5611,Sesimbra,2023,12,Setúbal,1171,35716
5612,Sesimbra,2024,1,Setúbal,1253,35646
5613,Sesimbra,2024,2,Setúbal,1117,35781
5614,Sesimbra,2024,3,Setúbal,1018,35891
5615,Sesimbra,2024,4,Setúbal,1046,35865
5616,Setúbal,2022,3,Setúbal,9645,65061
5617,Setúbal,2022,4,Setúbal,11334,63391
5618,Setúbal,2022,5,Setúbal,10207,64563
5619,Setúbal,2022,6,Setúbal,10685,64168
5620,Setúbal,2022,7,Setúbal,9488,65419
5621,Setúbal,2022,8,Setúbal,9431,65556
5622,Setúbal,2022,9,Setúbal,9119,65907
5623,Setúbal,2022,10,Setúbal,9272,65814
5624,Setúbal,2022,11,Setúbal,9113,66084
5625,Setúbal,2022,12,Setúbal,7472,67766
5626,Setúbal,2023,1,Setúbal,7782,67540
5627,Setúbal,2023,2,Setúbal,7207,68177
5628,Setúbal,2023,3,Setúbal,5975,69447
5629,Setúbal,2023,4,Setúbal,5386,70036
5630,Setúbal,2023,5,Setúbal,4884,70538
5631,Setúbal,2023,6,Setúbal,4730,70878
5632,Setúbal,2023,7,Setúbal,4342,71357
5633,Setúbal,2023,8,Setúbal,3780,71979
5634,Setúbal,2023,9,Setúbal,3543,72255
5635,Setúbal,2023,10,Setúbal,2989,72881
5636,Setúbal,2023,11,Setúbal,2744,73171
5637,Setúbal,2023,12,Setúbal,2691,73247
5638,Setúbal,2024,1,Setúbal,3307,72698
5639,Setúbal,2024,2,Setúbal,2300,73686
5640,Setúbal,2024,3,Setúbal,2256,73788
5641,Setúbal,2024,4,Setúbal,2268,73780
5642,Sever do Vouga,2022,3,Aveiro,3350,4248
5643,Sever do Vouga,2022,4,Aveiro,3339,4266
5644,Sever do Vouga,2022,5,Aveiro,3309,4286
5645,Sever do Vouga,2022,6,Aveiro,3271,4334
5646,Sever do Vouga,2022,7,Aveiro,3215,4416
5647,Sever do Vouga,2022,8,Aveiro,3278,4343
5648,Sever do Vouga,2022,9,Aveiro,3278,4353
5649,Sever do Vouga,2022,10,Aveiro,3079,4550
5650,Sever do Vouga,2022,11,Aveiro,3052,4585
5651,Sever do Vouga,2022,12,Aveiro,2966,4683
5652,Sever do Vouga,2023,1,Aveiro,2820,4828
5653,Sever do Vouga,2023,2,Aveiro,2805,4848
5654,Sever do Vouga,2023,3,Aveiro,2618,5037
5655,Sever do Vouga,2023,4,Aveiro,2731,4924
5656,Sever do Vouga,2023,5,Aveiro,2811,4844
5657,Sever do Vouga,2023,6,Aveiro,2439,5254
5658,Sever do Vouga,2023,7,Aveiro,1312,6388
5659,Sever do Vouga,2023,8,Aveiro,1337,6367
5660,Sever do Vouga,2023,9,Aveiro,1152,6567
5661,Sever do Vouga,2023,10,Aveiro,975,6746
5662,Sever do Vouga,2023,11,Aveiro,1101,6618
5663,Sever do Vouga,2023,12,Aveiro,937,6785
5664,Sever do Vouga,2024,1,Aveiro,907,6818
5665,Sever do Vouga,2024,2,Aveiro,836,6891
5666,Sever do Vouga,2024,3,Aveiro,814,6922
5667,Sever do Vouga,2024,4,Aveiro,793,6944
5668,Silves,2022,3,Faro,20447,15448
5669,Silves,2022,4,Faro,20686,15268
5670,Silves,2022,5,Faro,20536,15491
5671,Silves,2022,6,Faro,20631,15469
5672,Silves,2022,7,Faro,20306,15828
5673,Silves,2022,8,Faro,20140,16033
5674,Silves,2022,9,Faro,20006,16174
5675,Silves,2022,10,Faro,19852,16330
5676,Silves,2022,11,Faro,19971,16247
5677,Silves,2022,12,Faro,18677,17557
5678,Silves,2023,1,Faro,18086,18196
5679,Silves,2023,2,Faro,16891,19426
5680,Silves,2023,3,Faro,14021,22331
5681,Silves,2023,4,Faro,13507,22845
5682,Silves,2023,5,Faro,12972,23380
5683,Silves,2023,6,Faro,12610,23903
5684,Silves,2023,7,Faro,12390,24154
5685,Silves,2023,8,Faro,11613,24964
5686,Silves,2023,9,Faro,10758,25875
5687,Silves,2023,10,Faro,9931,26728
5688,Silves,2023,11,Faro,9320,27406
5689,Silves,2023,12,Faro,8348,28417
5690,Silves,2024,1,Faro,8212,28596
5691,Silves,2024,2,Faro,7767,29061
5692,Silves,2024,3,Faro,7452,29415
5693,Silves,2024,4,Faro,7255,29617
5694,Sines,2022,3,Setúbal,6797,3067
5695,Sines,2022,4,Setúbal,6667,3200
5696,Sines,2022,5,Setúbal,6568,3304
5697,Sines,2022,6,Setúbal,6686,3189
5698,Sines,2022,7,Setúbal,6540,3361
5699,Sines,2022,8,Setúbal,6461,3432
5700,Sines,2022,9,Setúbal,6458,3445
5701,Sines,2022,10,Setúbal,6370,3527
5702,Sines,2022,11,Setúbal,6355,3558
5703,Sines,2022,12,Setúbal,5861,4061
5704,Sines,2023,1,Setúbal,5837,4081
5705,Sines,2023,2,Setúbal,5889,4025
5706,Sines,2023,3,Setúbal,5675,4247
5707,Sines,2023,4,Setúbal,5702,4220
5708,Sines,2023,5,Setúbal,5612,4310
5709,Sines,2023,6,Setúbal,4740,5216
5710,Sines,2023,7,Setúbal,3417,6564
5711,Sines,2023,8,Setúbal,2975,7011
5712,Sines,2023,9,Setúbal,3000,6975
5713,Sines,2023,10,Setúbal,2887,7090
5714,Sines,2023,11,Setúbal,2251,7743
5715,Sines,2023,12,Setúbal,1484,8509
5716,Sines,2024,1,Setúbal,1271,8715
5717,Sines,2024,2,Setúbal,923,9071
5718,Sines,2024,3,Setúbal,800,9194
5719,Sines,2024,4,Setúbal,767,9228
5720,Sintra,2022,3,Lisboa,69752,143813
5721,Sintra,2022,4,Lisboa,71338,142251
5722,Sintra,2022,5,Lisboa,68335,145346
5723,Sintra,2022,6,Lisboa,69958,143839
5724,Sintra,2022,7,Lisboa,66253,147688
5725,Sintra,2022,8,Lisboa,66248,147835
5726,Sintra,2022,9,Lisboa,64762,149434
5727,Sintra,2022,10,Lisboa,66808,147570
5728,Sintra,2022,11,Lisboa,62894,151649
5729,Sintra,2022,12,Lisboa,62715,151982
5730,Sintra,2023,1,Lisboa,62165,152681
5731,Sintra,2023,2,Lisboa,59671,155299
5732,Sintra,2023,3,Lisboa,54181,160929
5733,Sintra,2023,4,Lisboa,53027,162083
5734,Sintra,2023,5,Lisboa,52770,162340
5735,Sintra,2023,6,Lisboa,51672,163911
5736,Sintra,2023,7,Lisboa,50489,165200
5737,Sintra,2023,8,Lisboa,50301,165511
5738,Sintra,2023,9,Lisboa,48592,167307
5739,Sintra,2023,10,Lisboa,44667,171371
5740,Sintra,2023,11,Lisboa,44041,172092
5741,Sintra,2023,12,Lisboa,42215,173961
5742,Sintra,2024,1,Lisboa,41112,175170
5743,Sintra,2024,2,Lisboa,35970,180390
5744,Sintra,2024,3,Lisboa,33524,182896
5745,Sintra,2024,4,Lisboa,33141,183303
5746,Sobral de Monte Agraço,2022,3,Lisboa,3579,2277
5747,Sobral de Monte Agraço,2022,4,Lisboa,3328,2529
5748,Sobral de Monte Agraço,2022,5,Lisboa,3038,2821
5749,Sobral de Monte Agraço,2022,6,Lisboa,3228,2627
5750,Sobral de Monte Agraço,2022,7,Lisboa,2774,3093
5751,Sobral de Monte Agraço,2022,8,Lisboa,2795,3080
5752,Sobral de Monte Agraço,2022,9,Lisboa,2705,3159
5753,Sobral de Monte Agraço,2022,10,Lisboa,2549,3330
5754,Sobral de Monte Agraço,2022,11,Lisboa,2556,3322
5755,Sobral de Monte Agraço,2022,12,Lisboa,2428,3462
5756,Sobral de Monte Agraço,2023,1,Lisboa,2300,3593
5757,Sobral de Monte Agraço,2023,2,Lisboa,2287,3607
5758,Sobral de Monte Agraço,2023,3,Lisboa,1970,3935
5759,Sobral de Monte Agraço,2023,4,Lisboa,1707,4202
5760,Sobral de Monte Agraço,2023,5,Lisboa,1590,4319
5761,Sobral de Monte Agraço,2023,6,Lisboa,1450,4490
5762,Sobral de Monte Agraço,2023,7,Lisboa,1288,4661
5763,Sobral de Monte Agraço,2023,8,Lisboa,1303,4657
5764,Sobral de Monte Agraço,2023,9,Lisboa,1115,4847
5765,Sobral de Monte Agraço,2023,10,Lisboa,1052,4917
5766,Sobral de Monte Agraço,2023,11,Lisboa,859,5113
5767,Sobral de Monte Agraço,2023,12,Lisboa,551,5425
5768,Sobral de Monte Agraço,2024,1,Lisboa,511,5478
5769,Sobral de Monte Agraço,2024,2,Lisboa,464,5523
5770,Sobral de Monte Agraço,2024,3,Lisboa,452,5538
5771,Sobral de Monte Agraço,2024,4,Lisboa,451,5541
5772,Soure,2022,3,Coimbra,4414,7344
5773,Soure,2022,4,Coimbra,4409,7341
5774,Soure,2022,5,Coimbra,4229,7513
5775,Soure,2022,6,Coimbra,4374,7374
5776,Soure,2022,7,Coimbra,4095,7664
5777,Soure,2022,8,Coimbra,4044,7719
5778,Soure,2022,9,Coimbra,4001,7770
5779,Soure,2022,10,Coimbra,3991,7779
5780,Soure,2022,11,Coimbra,4001,7773
5781,Soure,2022,12,Coimbra,3946,7834
5782,Soure,2023,1,Coimbra,3796,7971
5783,Soure,2023,2,Coimbra,3687,8086
5784,Soure,2023,3,Coimbra,3273,8501
5785,Soure,2023,4,Coimbra,3230,8544
5786,Soure,2023,5,Coimbra,3162,8612
5787,Soure,2023,6,Coimbra,3033,8768
5788,Soure,2023,7,Coimbra,2689,9125
5789,Soure,2023,8,Coimbra,2610,9209
5790,Soure,2023,9,Coimbra,2581,9236
5791,Soure,2023,10,Coimbra,2519,9302
5792,Soure,2023,11,Coimbra,2530,9287
5793,Soure,2023,12,Coimbra,2474,9347
5794,Soure,2024,1,Coimbra,2497,9324
5795,Soure,2024,2,Coimbra,2630,9190
5796,Soure,2024,3,Coimbra,2428,9395
5797,Soure,2024,4,Coimbra,2425,9400
5798,Sousel,2022,3,Portalegre,392,3161
5799,Sousel,2022,4,Portalegre,379,3173
5800,Sousel,2022,5,Portalegre,366,3189
5801,Sousel,2022,6,Portalegre,398,3160
5802,Sousel,2022,7,Portalegre,350,3206
5803,Sousel,2022,8,Portalegre,336,3221
5804,Sousel,2022,9,Portalegre,332,3227
5805,Sousel,2022,10,Portalegre,324,3235
5806,Sousel,2022,11,Portalegre,338,3225
5807,Sousel,2022,12,Portalegre,324,3242
5808,Sousel,2023,1,Portalegre,303,3262
5809,Sousel,2023,2,Portalegre,303,3258
5810,Sousel,2023,3,Portalegre,250,3310
5811,Sousel,2023,4,Portalegre,250,3310
5812,Sousel,2023,5,Portalegre,249,3311
5813,Sousel,2023,6,Portalegre,250,3322
5814,Sousel,2023,7,Portalegre,244,3323
5815,Sousel,2023,8,Portalegre,302,3263
5816,Sousel,2023,9,Portalegre,311,3260
5817,Sousel,2023,10,Portalegre,219,3348
5818,Sousel,2023,11,Portalegre,238,3335
5819,Sousel,2023,12,Portalegre,230,3348
5820,Sousel,2024,1,Portalegre,226,3353
5821,Sousel,2024,2,Portalegre,208,3368
5822,Sousel,2024,3,Portalegre,216,3353
5823,Sousel,2024,4,Portalegre,199,3371
5824,Sátão,2022,3,Viseu,4217,5156
5825,Sátão,2022,4,Viseu,4187,5190
5826,Sátão,2022,5,Viseu,4112,5274
5827,Sátão,2022,6,Viseu,4111,5278
5828,Sátão,2022,7,Viseu,3834,5563
5829,Sátão,2022,8,Viseu,3655,5754
5830,Sátão,2022,9,Viseu,3591,5816
5831,Sátão,2022,10,Viseu,3471,5939
5832,Sátão,2022,11,Viseu,3470,5941
5833,Sátão,2022,12,Viseu,3381,6024
5834,Sátão,2023,1,Viseu,3368,6038
5835,Sátão,2023,2,Viseu,3352,6058
5836,Sátão,2023,3,Viseu,3190,6233
5837,Sátão,2023,4,Viseu,3186,6236
5838,Sátão,2023,5,Viseu,3151,6271
5839,Sátão,2023,6,Viseu,3420,6027
5840,Sátão,2023,7,Viseu,3083,6376
5841,Sátão,2023,8,Viseu,3066,6402
5842,Sátão,2023,9,Viseu,3029,6445
5843,Sátão,2023,10,Viseu,3060,6411
5844,Sátão,2023,11,Viseu,3045,6439
5845,Sátão,2023,12,Viseu,2978,6510
5846,Sátão,2024,1,Viseu,2883,6608
5847,Sátão,2024,2,Viseu,2610,6881
5848,Sátão,2024,3,Viseu,2433,7068
5849,Sátão,2024,4,Viseu,2353,7148
5850,São Brás de Alportel,2022,3,Faro,4511,3297
5851,São Brás de Alportel,2022,4,Faro,4517,3300
5852,São Brás de Alportel,2022,5,Faro,4140,3686
5853,São Brás de Alportel,2022,6,Faro,4168,3668
5854,São Brás de Alportel,2022,7,Faro,3948,3902
5855,São Brás de Alportel,2022,8,Faro,3843,4022
5856,São Brás de Alportel,2022,9,Faro,3815,4056
5857,São Brás de Alportel,2022,10,Faro,3651,4223
5858,São Brás de Alportel,2022,11,Faro,3658,4181
5859,São Brás de Alportel,2022,12,Faro,3531,4306
5860,São Brás de Alportel,2023,1,Faro,3514,4318
5861,São Brás de Alportel,2023,2,Faro,3489,4345
5862,São Brás de Alportel,2023,3,Faro,3241,4594
5863,São Brás de Alportel,2023,4,Faro,3121,4714
5864,São Brás de Alportel,2023,5,Faro,3099,4736
5865,São Brás de Alportel,2023,6,Faro,2513,5358
5866,São Brás de Alportel,2023,7,Faro,2138,5731
5867,São Brás de Alportel,2023,8,Faro,2079,5794
5868,São Brás de Alportel,2023,9,Faro,1988,5876
5869,São Brás de Alportel,2023,10,Faro,1712,6151
5870,São Brás de Alportel,2023,11,Faro,1529,6340
5871,São Brás de Alportel,2023,12,Faro,1217,6658
5872,São Brás de Alportel,2024,1,Faro,1122,6745
5873,São Brás de Alportel,2024,2,Faro,1031,6844
5874,São Brás de Alportel,2024,3,Faro,997,6876
5875,São Brás de Alportel,2024,4,Faro,994,6879
5876,São João da Madeira,2022,3,Aveiro,842,12546
5877,São João da Madeira,2022,4,Aveiro,1010,12388
5878,São João da Madeira,2022,5,Aveiro,954,12450
5879,São João da Madeira,2022,6,Aveiro,1350,12059
5880,São João da Madeira,2022,7,Aveiro,1192,12241
5881,São João da Madeira,2022,8,Aveiro,1361,12095
5882,São João da Madeira,2022,9,Aveiro,1401,12063
5883,São João da Madeira,2022,10,Aveiro,1391,12060
5884,São João da Madeira,2022,11,Aveiro,1423,12044
5885,São João da Madeira,2022,12,Aveiro,1094,12376
5886,São João da Madeira,2023,1,Aveiro,999,12478
5887,São João da Madeira,2023,2,Aveiro,1052,12425
5888,São João da Madeira,2023,3,Aveiro,862,12625
5889,São João da Madeira,2023,4,Aveiro,904,12583
5890,São João da Madeira,2023,5,Aveiro,1003,12484
5891,São João da Madeira,2023,6,Aveiro,1147,12379
5892,São João da Madeira,2023,7,Aveiro,1160,12368
5893,São João da Madeira,2023,8,Aveiro,1246,12247
5894,São João da Madeira,2023,9,Aveiro,1057,12452
5895,São João da Madeira,2023,10,Aveiro,714,12812
5896,São João da Madeira,2023,11,Aveiro,844,12693
5897,São João da Madeira,2023,12,Aveiro,1018,12539
5898,São João da Madeira,2024,1,Aveiro,997,12539
5899,São João da Madeira,2024,2,Aveiro,777,12758
5900,São João da Madeira,2024,3,Aveiro,1001,12552
5901,São João da Madeira,2024,4,Aveiro,1030,12532
