,concelho,ano,mes,distrito,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente
1761,Castro daire,2023,10,Viseu,5347,7300
1762,Castro daire,2023,11,Viseu,5171,7473
1763,Castro daire,2023,12,Viseu,4764,7875
1764,Castro daire,2024,1,Viseu,4593,8039
1765,Castro daire,2024,2,Viseu,3984,8639
1766,Castro daire,2024,3,Viseu,3588,9041
1767,Castro daire,2024,4,Viseu,3545,9087
1768,Celorico da Beira,2022,3,Guarda,3692,2569
1769,Celorico da Beira,2022,4,Guarda,3620,2631
1770,Celorico da Beira,2022,5,Guarda,3552,2698
1771,Celorico da Beira,2022,6,Guarda,3611,2639
1772,Celorico da Beira,2022,7,Guarda,3394,2859
1773,Celorico da Beira,2022,8,Guarda,3401,2860
1774,Celorico da Beira,2022,9,Guarda,3309,2952
1775,Celorico da Beira,2022,10,Guarda,3240,3025
1776,Celorico da Beira,2022,11,Guarda,3309,2956
1777,Celorico da Beira,2022,12,Guarda,3095,3169
1778,Celorico da Beira,2023,1,Guarda,3161,3106
1779,Celorico da Beira,2023,2,Guarda,2838,3430
1780,Celorico da Beira,2023,3,Guarda,2458,3804
1781,Celorico da Beira,2023,4,Guarda,2259,4003
1782,Celorico da Beira,2023,5,Guarda,2144,4118
1783,Celorico da Beira,2023,6,Guarda,2054,4229
1784,Celorico da Beira,2023,7,Guarda,1966,4321
1785,Celorico da Beira,2023,8,Guarda,1788,4498
1786,Celorico da Beira,2023,9,Guarda,1643,4649
1787,Celorico da Beira,2023,10,Guarda,1410,4886
1788,Celorico da Beira,2023,11,Guarda,880,5410
1789,Celorico da Beira,2023,12,Guarda,714,5575
1790,Celorico da Beira,2024,1,Guarda,670,5627
1791,Celorico da Beira,2024,2,Guarda,530,5761
1792,Celorico da Beira,2024,3,Guarda,514,5782
1793,Celorico da Beira,2024,4,Guarda,505,5793
1794,Celorico de Basto,2022,3,Braga,6228,4716
1795,Celorico de Basto,2022,4,Braga,6133,4801
1796,Celorico de Basto,2022,5,Braga,6008,4950
1797,Celorico de Basto,2022,6,Braga,5951,5012
1798,Celorico de Basto,2022,7,Braga,5969,5007
1799,Celorico de Basto,2022,8,Braga,5870,5118
1800,Celorico de Basto,2022,9,Braga,5970,5027
1801,Celorico de Basto,2022,10,Braga,5340,5659
1802,Celorico de Basto,2022,11,Braga,5545,5466
1803,Celorico de Basto,2022,12,Braga,5075,5948
1804,Celorico de Basto,2023,1,Braga,5248,5777
1805,Celorico de Basto,2023,2,Braga,5139,5891
1806,Celorico de Basto,2023,3,Braga,4884,6156
1807,Celorico de Basto,2023,4,Braga,4828,6212
1808,Celorico de Basto,2023,5,Braga,4606,6434
1809,Celorico de Basto,2023,6,Braga,4461,6625
1810,Celorico de Basto,2023,7,Braga,4312,6815
1811,Celorico de Basto,2023,8,Braga,4199,6933
1812,Celorico de Basto,2023,9,Braga,4175,6967
1813,Celorico de Basto,2023,10,Braga,3877,7261
1814,Celorico de Basto,2023,11,Braga,3740,7414
1815,Celorico de Basto,2023,12,Braga,3562,7599
1816,Celorico de Basto,2024,1,Braga,3403,7758
1817,Celorico de Basto,2024,2,Braga,2960,8206
1818,Celorico de Basto,2024,3,Braga,2720,8449
1819,Celorico de Basto,2024,4,Braga,2601,8570
1820,Chamusca,2022,3,Santarém,3397,2825
1821,Chamusca,2022,4,Santarém,3323,2910
1822,Chamusca,2022,5,Santarém,3324,2971
1823,Chamusca,2022,6,Santarém,3290,3012
1824,Chamusca,2022,7,Santarém,3108,3198
1825,Chamusca,2022,8,Santarém,2984,3318
1826,Chamusca,2022,9,Santarém,2880,3393
1827,Chamusca,2022,10,Santarém,2720,3507
1828,Chamusca,2022,11,Santarém,2741,3461
1829,Chamusca,2022,12,Santarém,2579,3601
1830,Chamusca,2023,1,Santarém,2433,3741
1831,Chamusca,2023,2,Santarém,2281,3918
1832,Chamusca,2023,3,Santarém,2009,4199
1833,Chamusca,2023,4,Santarém,1819,4389
1834,Chamusca,2023,5,Santarém,1621,4587
1835,Chamusca,2023,6,Santarém,1378,4941
1836,Chamusca,2023,7,Santarém,1145,5179
1837,Chamusca,2023,8,Santarém,1076,5243
1838,Chamusca,2023,9,Santarém,929,5377
1839,Chamusca,2023,10,Santarém,888,5401
1840,Chamusca,2023,11,Santarém,805,5467
1841,Chamusca,2023,12,Santarém,634,5619
1842,Chamusca,2024,1,Santarém,635,5621
1843,Chamusca,2024,2,Santarém,577,5673
1844,Chamusca,2024,3,Santarém,511,5738
1845,Chamusca,2024,4,Santarém,502,5748
1846,Chaves,2022,3,Vila Real,10805,19739
1847,Chaves,2022,4,Vila Real,10988,19563
1848,Chaves,2022,5,Vila Real,10637,19891
1849,Chaves,2022,6,Vila Real,10640,19901
1850,Chaves,2022,7,Vila Real,10563,19997
1851,Chaves,2022,8,Vila Real,10433,20158
1852,Chaves,2022,9,Vila Real,10521,20090
1853,Chaves,2022,10,Vila Real,10285,20354
1854,Chaves,2022,11,Vila Real,10591,20049
1855,Chaves,2022,12,Vila Real,10289,20334
1856,Chaves,2023,1,Vila Real,10219,20421
1857,Chaves,2023,2,Vila Real,9877,20789
1858,Chaves,2023,3,Vila Real,9355,21331
1859,Chaves,2023,4,Vila Real,8915,21771
1860,Chaves,2023,5,Vila Real,8773,21913
1861,Chaves,2023,6,Vila Real,8690,22081
1862,Chaves,2023,7,Vila Real,8306,22508
1863,Chaves,2023,8,Vila Real,8201,22650
1864,Chaves,2023,9,Vila Real,7985,22871
1865,Chaves,2023,10,Vila Real,7255,23655
1866,Chaves,2023,11,Vila Real,7343,23544
1867,Chaves,2023,12,Vila Real,6805,24072
1868,Chaves,2024,1,Vila Real,6668,24201
1869,Chaves,2024,2,Vila Real,6012,24866
1870,Chaves,2024,3,Vila Real,5546,25328
1871,Chaves,2024,4,Vila Real,5506,25373
1872,Cinfães,2022,3,Viseu,9087,3154
1873,Cinfães,2022,4,Viseu,9020,3220
1874,Cinfães,2022,5,Viseu,8923,3304
1875,Cinfães,2022,6,Viseu,8961,3276
1876,Cinfães,2022,7,Viseu,8824,3411
1877,Cinfães,2022,8,Viseu,8771,3467
1878,Cinfães,2022,9,Viseu,8702,3538
1879,Cinfães,2022,10,Viseu,8664,3579
1880,Cinfães,2022,11,Viseu,8628,3611
1881,Cinfães,2022,12,Viseu,8600,3658
1882,Cinfães,2023,1,Viseu,8591,3660
1883,Cinfães,2023,2,Viseu,8598,3653
1884,Cinfães,2023,3,Viseu,8245,4011
1885,Cinfães,2023,4,Viseu,8266,3990
1886,Cinfães,2023,5,Viseu,7481,4775
1887,Cinfães,2023,6,Viseu,6888,5408
1888,Cinfães,2023,7,Viseu,6692,5613
1889,Cinfães,2023,8,Viseu,6694,5616
1890,Cinfães,2023,9,Viseu,6526,5785
1891,Cinfães,2023,10,Viseu,6366,5940
1892,Cinfães,2023,11,Viseu,6221,6087
1893,Cinfães,2023,12,Viseu,6169,6141
1894,Cinfães,2024,1,Viseu,5953,6358
1895,Cinfães,2024,2,Viseu,5995,6322
1896,Cinfães,2024,3,Viseu,5322,6999
1897,Cinfães,2024,4,Viseu,5347,6973
1898,Coimbra,2022,3,Coimbra,17055,76462
1899,Coimbra,2022,4,Coimbra,19626,73919
1900,Coimbra,2022,5,Coimbra,17091,76465
1901,Coimbra,2022,6,Coimbra,17484,76119
1902,Coimbra,2022,7,Coimbra,16381,77216
1903,Coimbra,2022,8,Coimbra,16273,77400
1904,Coimbra,2022,9,Coimbra,16213,77610
1905,Coimbra,2022,10,Coimbra,17174,76718
1906,Coimbra,2022,11,Coimbra,16343,77624
1907,Coimbra,2022,12,Coimbra,16190,77866
1908,Coimbra,2023,1,Coimbra,15855,78257
1909,Coimbra,2023,2,Coimbra,15861,78303
1910,Coimbra,2023,3,Coimbra,13797,80404
1911,Coimbra,2023,4,Coimbra,13547,80654
1912,Coimbra,2023,5,Coimbra,13042,81159
1913,Coimbra,2023,6,Coimbra,12634,81805
1914,Coimbra,2023,7,Coimbra,12363,82084
1915,Coimbra,2023,8,Coimbra,12294,82241
1916,Coimbra,2023,9,Coimbra,12086,82491
1917,Coimbra,2023,10,Coimbra,11156,83550
1918,Coimbra,2023,11,Coimbra,10906,83882
1919,Coimbra,2023,12,Coimbra,9396,85411
1920,Coimbra,2024,1,Coimbra,9099,85722
1921,Coimbra,2024,2,Coimbra,7471,87406
1922,Coimbra,2024,3,Coimbra,6723,88193
1923,Coimbra,2024,4,Coimbra,6301,88621
1924,Condeixa-a-Nova,2022,3,Coimbra,4175,5060
1925,Condeixa-a-Nova,2022,4,Coimbra,4058,5188
1926,Condeixa-a-Nova,2022,5,Coimbra,3927,5327
1927,Condeixa-a-Nova,2022,6,Coimbra,3736,5518
1928,Condeixa-a-Nova,2022,7,Coimbra,3446,5798
1929,Condeixa-a-Nova,2022,8,Coimbra,3309,5954
1930,Condeixa-a-Nova,2022,9,Coimbra,3262,6015
1931,Condeixa-a-Nova,2022,10,Coimbra,2891,6390
1932,Condeixa-a-Nova,2022,11,Coimbra,3134,6145
1933,Condeixa-a-Nova,2022,12,Coimbra,2798,6493
1934,Condeixa-a-Nova,2023,1,Coimbra,2487,6816
1935,Condeixa-a-Nova,2023,2,Coimbra,2306,6997
1936,Condeixa-a-Nova,2023,3,Coimbra,1937,7369
1937,Condeixa-a-Nova,2023,4,Coimbra,1582,7724
1938,Condeixa-a-Nova,2023,5,Coimbra,1352,7954
1939,Condeixa-a-Nova,2023,6,Coimbra,1185,8161
1940,Condeixa-a-Nova,2023,7,Coimbra,957,8402
1941,Condeixa-a-Nova,2023,8,Coimbra,751,8621
1942,Condeixa-a-Nova,2023,9,Coimbra,616,8761
1943,Condeixa-a-Nova,2023,10,Coimbra,637,8762
1944,Condeixa-a-Nova,2023,11,Coimbra,475,8929
1945,Condeixa-a-Nova,2023,12,Coimbra,408,9002
1946,Condeixa-a-Nova,2024,1,Coimbra,430,8994
1947,Condeixa-a-Nova,2024,2,Coimbra,471,8945
1948,Condeixa-a-Nova,2024,3,Coimbra,324,9091
1949,Condeixa-a-Nova,2024,4,Coimbra,450,8966
1950,Constância,2022,3,Santarém,1444,955
1951,Constância,2022,4,Santarém,1429,967
1952,Constância,2022,5,Santarém,1408,992
1953,Constância,2022,6,Santarém,1406,996
1954,Constância,2022,7,Santarém,1394,1014
1955,Constância,2022,8,Santarém,1363,1044
1956,Constância,2022,9,Santarém,1359,1048
1957,Constância,2022,10,Santarém,1345,1064
1958,Constância,2022,11,Santarém,1336,1076
1959,Constância,2022,12,Santarém,1331,1082
1960,Constância,2023,1,Santarém,1267,1146
1961,Constância,2023,2,Santarém,1259,1154
1962,Constância,2023,3,Santarém,1105,1315
1963,Constância,2023,4,Santarém,1037,1383
1964,Constância,2023,5,Santarém,855,1565
1965,Constância,2023,6,Santarém,760,1666
1966,Constância,2023,7,Santarém,716,1719
1967,Constância,2023,8,Santarém,505,1934
1968,Constância,2023,9,Santarém,330,2117
1969,Constância,2023,10,Santarém,288,2161
1970,Constância,2023,11,Santarém,247,2197
1971,Constância,2023,12,Santarém,132,2312
1972,Constância,2024,1,Santarém,142,2304
1973,Constância,2024,2,Santarém,108,2332
1974,Constância,2024,3,Santarém,124,2328
1975,Constância,2024,4,Santarém,123,2328
1976,Coruche,2022,3,Santarém,8458,3167
1977,Coruche,2022,4,Santarém,8257,3361
1978,Coruche,2022,5,Santarém,8012,3604
1979,Coruche,2022,6,Santarém,8314,3324
1980,Coruche,2022,7,Santarém,7931,3706
1981,Coruche,2022,8,Santarém,7838,3799
1982,Coruche,2022,9,Santarém,7567,4060
1983,Coruche,2022,10,Santarém,7425,4204
1984,Coruche,2022,11,Santarém,7306,4330
1985,Coruche,2022,12,Santarém,7155,4462
1986,Coruche,2023,1,Santarém,7133,4492
1987,Coruche,2023,2,Santarém,6908,4716
1988,Coruche,2023,3,Santarém,6662,4969
1989,Coruche,2023,4,Santarém,6538,5095
1990,Coruche,2023,5,Santarém,5810,5823
1991,Coruche,2023,6,Santarém,5435,6216
1992,Coruche,2023,7,Santarém,4940,6712
1993,Coruche,2023,8,Santarém,4605,7051
1994,Coruche,2023,9,Santarém,3913,7749
1995,Coruche,2023,10,Santarém,3673,7991
1996,Coruche,2023,11,Santarém,2682,8983
1997,Coruche,2023,12,Santarém,1906,9771
1998,Coruche,2024,1,Santarém,1501,10181
1999,Coruche,2024,2,Santarém,1215,10471
2000,Coruche,2024,3,Santarém,1191,10510
2001,Coruche,2024,4,Santarém,1187,10518
2002,Covilhã,2022,3,Castelo Branco,9173,26424
2003,Covilhã,2022,4,Castelo Branco,9348,26266
2004,Covilhã,2022,5,Castelo Branco,9006,26647
2005,Covilhã,2022,6,Castelo Branco,9387,26293
2006,Covilhã,2022,7,Castelo Branco,8969,26737
2007,Covilhã,2022,8,Castelo Branco,8756,26971
2008,Covilhã,2022,9,Castelo Branco,8717,27099
2009,Covilhã,2022,10,Castelo Branco,8579,27272
2010,Covilhã,2022,11,Castelo Branco,8629,27260
2011,Covilhã,2022,12,Castelo Branco,8518,27369
2012,Covilhã,2023,1,Castelo Branco,8546,27377
2013,Covilhã,2023,2,Castelo Branco,8517,27408
2014,Covilhã,2023,3,Castelo Branco,7710,28227
2015,Covilhã,2023,4,Castelo Branco,7650,28286
2016,Covilhã,2023,5,Castelo Branco,7614,28322
2017,Covilhã,2023,6,Castelo Branco,7362,28692
2018,Covilhã,2023,7,Castelo Branco,7286,28814
2019,Covilhã,2023,8,Castelo Branco,7158,28989
2020,Covilhã,2023,9,Castelo Branco,7084,29189
2021,Covilhã,2023,10,Castelo Branco,6718,29576
2022,Covilhã,2023,11,Castelo Branco,6558,29750
2023,Covilhã,2023,12,Castelo Branco,6350,29934
2024,Covilhã,2024,1,Castelo Branco,6146,30128
2025,Covilhã,2024,2,Castelo Branco,5515,30733
2026,Covilhã,2024,3,Castelo Branco,4901,31363
2027,Covilhã,2024,4,Castelo Branco,4786,31484
2028,Crato,2022,3,Portalegre,490,2657
2029,Crato,2022,4,Portalegre,493,2651
2030,Crato,2022,5,Portalegre,467,2679
2031,Crato,2022,6,Portalegre,497,2646
2032,Crato,2022,7,Portalegre,473,2676
2033,Crato,2022,8,Portalegre,456,2708
2034,Crato,2022,9,Portalegre,451,2707
2035,Crato,2022,10,Portalegre,405,2755
2036,Crato,2022,11,Portalegre,462,2702
2037,Crato,2022,12,Portalegre,368,2795
2038,Crato,2023,1,Portalegre,390,2774
2039,Crato,2023,2,Portalegre,346,2817
2040,Crato,2023,3,Portalegre,252,2904
2041,Crato,2023,4,Portalegre,243,2913
2042,Crato,2023,5,Portalegre,248,2908
2043,Crato,2023,6,Portalegre,242,2920
2044,Crato,2023,7,Portalegre,240,2930
2045,Crato,2023,8,Portalegre,233,2945
2046,Crato,2023,9,Portalegre,233,2939
2047,Crato,2023,10,Portalegre,200,2974
2048,Crato,2023,11,Portalegre,209,2966
2049,Crato,2023,12,Portalegre,208,2967
2050,Crato,2024,1,Portalegre,208,2964
2051,Crato,2024,2,Portalegre,174,2999
2052,Crato,2024,3,Portalegre,184,2987
2053,Crato,2024,4,Portalegre,177,2994
2054,Cuba,2022,3,Beja,1075,2033
2055,Cuba,2022,4,Beja,1054,2054
2056,Cuba,2022,5,Beja,1025,2086
2057,Cuba,2022,6,Beja,1080,2030
2058,Cuba,2022,7,Beja,1011,2104
2059,Cuba,2022,8,Beja,1002,2115
2060,Cuba,2022,9,Beja,994,2124
2061,Cuba,2022,10,Beja,1008,2115
2062,Cuba,2022,11,Beja,1006,2121
2063,Cuba,2022,12,Beja,986,2144
2064,Cuba,2023,1,Beja,965,2164
2065,Cuba,2023,2,Beja,955,2176
2066,Cuba,2023,3,Beja,769,2368
2067,Cuba,2023,4,Beja,585,2552
2068,Cuba,2023,5,Beja,582,2555
2069,Cuba,2023,6,Beja,563,2577
2070,Cuba,2023,7,Beja,531,2610
2071,Cuba,2023,8,Beja,493,2657
2072,Cuba,2023,9,Beja,269,2885
2073,Cuba,2023,10,Beja,246,2905
2074,Cuba,2023,11,Beja,209,2946
2075,Cuba,2023,12,Beja,198,2960
2076,Cuba,2024,1,Beja,193,2964
2077,Cuba,2024,2,Beja,170,2988
2078,Cuba,2024,3,Beja,150,3006
2079,Cuba,2024,4,Beja,150,3005
2080,Elvas,2022,3,Portalegre,5334,8007
2081,Elvas,2022,4,Portalegre,5510,7812
2082,Elvas,2022,5,Portalegre,5209,8108
2083,Elvas,2022,6,Portalegre,5174,8159
2084,Elvas,2022,7,Portalegre,4986,8360
2085,Elvas,2022,8,Portalegre,4930,8431
2086,Elvas,2022,9,Portalegre,4889,8477
2087,Elvas,2022,10,Portalegre,4902,8469
2088,Elvas,2022,11,Portalegre,4897,8469
2089,Elvas,2022,12,Portalegre,4774,8594
2090,Elvas,2023,1,Portalegre,4800,8560
2091,Elvas,2023,2,Portalegre,4674,8709
2092,Elvas,2023,3,Portalegre,4468,8926
2093,Elvas,2023,4,Portalegre,4233,9161
2094,Elvas,2023,5,Portalegre,4014,9380
2095,Elvas,2023,6,Portalegre,3948,9491
2096,Elvas,2023,7,Portalegre,3763,9700
2097,Elvas,2023,8,Portalegre,3586,9876
2098,Elvas,2023,9,Portalegre,3594,9971
2099,Elvas,2023,10,Portalegre,3354,10134
2100,Elvas,2023,11,Portalegre,3298,10181
2101,Elvas,2023,12,Portalegre,3165,10298
2102,Elvas,2024,1,Portalegre,3255,10227
2103,Elvas,2024,2,Portalegre,2939,10523
2104,Elvas,2024,3,Portalegre,2674,10806
2105,Elvas,2024,4,Portalegre,2637,10847
2106,Entroncamento,2022,3,Santarém,4613,7738
2107,Entroncamento,2022,4,Santarém,4735,7611
2108,Entroncamento,2022,5,Santarém,4599,7757
2109,Entroncamento,2022,6,Santarém,4559,7827
2110,Entroncamento,2022,7,Santarém,4501,7897
2111,Entroncamento,2022,8,Santarém,4411,7997
2112,Entroncamento,2022,9,Santarém,4388,8045
2113,Entroncamento,2022,10,Santarém,4261,8189
2114,Entroncamento,2022,11,Santarém,4229,8236
2115,Entroncamento,2022,12,Santarém,3968,8504
2116,Entroncamento,2023,1,Santarém,3731,8749
2117,Entroncamento,2023,2,Santarém,3718,8783
2118,Entroncamento,2023,3,Santarém,3468,9037
2119,Entroncamento,2023,4,Santarém,3389,9116
2120,Entroncamento,2023,5,Santarém,3109,9396
2121,Entroncamento,2023,6,Santarém,2763,9767
2122,Entroncamento,2023,7,Santarém,2411,10128
2123,Entroncamento,2023,8,Santarém,2119,10429
2124,Entroncamento,2023,9,Santarém,1604,10974
2125,Entroncamento,2023,10,Santarém,1413,11191
2126,Entroncamento,2023,11,Santarém,1047,11568
2127,Entroncamento,2023,12,Santarém,699,11926
2128,Entroncamento,2024,1,Santarém,619,12014
2129,Entroncamento,2024,2,Santarém,603,12020
2130,Entroncamento,2024,3,Santarém,483,12137
2131,Entroncamento,2024,4,Santarém,471,12152
2132,Espinho,2022,3,Aveiro,2672,15760
2133,Espinho,2022,4,Aveiro,2721,15717
2134,Espinho,2022,5,Aveiro,2211,16231
2135,Espinho,2022,6,Aveiro,2540,15941
2136,Espinho,2022,7,Aveiro,2000,16458
2137,Espinho,2022,8,Aveiro,2119,16350
2138,Espinho,2022,9,Aveiro,2130,16354
2139,Espinho,2022,10,Aveiro,2030,16463
2140,Espinho,2022,11,Aveiro,1976,16540
2141,Espinho,2022,12,Aveiro,1885,16632
2142,Espinho,2023,1,Aveiro,1810,16724
2143,Espinho,2023,2,Aveiro,1874,16681
2144,Espinho,2023,3,Aveiro,1369,17186
2145,Espinho,2023,4,Aveiro,1345,17210
2146,Espinho,2023,5,Aveiro,1116,17439
2147,Espinho,2023,6,Aveiro,1218,17421
2148,Espinho,2023,7,Aveiro,1059,17568
2149,Espinho,2023,8,Aveiro,1274,17369
2150,Espinho,2023,9,Aveiro,1219,17409
2151,Espinho,2023,10,Aveiro,971,17680
2152,Espinho,2023,11,Aveiro,1178,17488
2153,Espinho,2023,12,Aveiro,1029,17638
2154,Espinho,2024,1,Aveiro,1064,17600
2155,Espinho,2024,2,Aveiro,705,17943
2156,Espinho,2024,3,Aveiro,829,17822
2157,Espinho,2024,4,Aveiro,871,17784
2158,Esposende,2022,3,Braga,7918,17561
2159,Esposende,2022,4,Braga,7963,17541
2160,Esposende,2022,5,Braga,7846,17705
2161,Esposende,2022,6,Braga,8006,17584
2162,Esposende,2022,7,Braga,7652,18008
2163,Esposende,2022,8,Braga,7559,18144
2164,Esposende,2022,9,Braga,7605,18105
2165,Esposende,2022,10,Braga,7526,18182
2166,Esposende,2022,11,Braga,7716,18035
2167,Esposende,2022,12,Braga,7599,18183
2168,Esposende,2023,1,Braga,7517,18278
2169,Esposende,2023,2,Braga,7449,18370
2170,Esposende,2023,3,Braga,6498,19337
2171,Esposende,2023,4,Braga,6113,19722
2172,Esposende,2023,5,Braga,5867,19968
2173,Esposende,2023,6,Braga,5258,20762
2174,Esposende,2023,7,Braga,4727,21351
2175,Esposende,2023,8,Braga,4035,22049
2176,Esposende,2023,9,Braga,3100,22960
2177,Esposende,2023,10,Braga,2284,23790
2178,Esposende,2023,11,Braga,1574,24542
2179,Esposende,2023,12,Braga,1385,24742
2180,Esposende,2024,1,Braga,1367,24758
2181,Esposende,2024,2,Braga,882,25231
2182,Esposende,2024,3,Braga,819,25315
2183,Esposende,2024,4,Braga,796,25343
2184,Estarreja,2022,3,Aveiro,7865,6417
2185,Estarreja,2022,4,Aveiro,7843,6440
2186,Estarreja,2022,5,Aveiro,7487,6807
2187,Estarreja,2022,6,Aveiro,7462,6858
2188,Estarreja,2022,7,Aveiro,7053,7296
2189,Estarreja,2022,8,Aveiro,6905,7458
2190,Estarreja,2022,9,Aveiro,6654,7707
2191,Estarreja,2022,10,Aveiro,6184,8183
2192,Estarreja,2022,11,Aveiro,6100,8277
2193,Estarreja,2022,12,Aveiro,5522,8862
2194,Estarreja,2023,1,Aveiro,4825,9568
2195,Estarreja,2023,2,Aveiro,4710,9678
2196,Estarreja,2023,3,Aveiro,3969,10423
2197,Estarreja,2023,4,Aveiro,3376,11016
2198,Estarreja,2023,5,Aveiro,2953,11439
2199,Estarreja,2023,6,Aveiro,2837,11632
2200,Estarreja,2023,7,Aveiro,2550,11936
2201,Estarreja,2023,8,Aveiro,2402,12078
2202,Estarreja,2023,9,Aveiro,2346,12136
2203,Estarreja,2023,10,Aveiro,2105,12375
2204,Estarreja,2023,11,Aveiro,1441,13050
2205,Estarreja,2023,12,Aveiro,964,13543
2206,Estarreja,2024,1,Aveiro,1065,13450
2207,Estarreja,2024,2,Aveiro,907,13606
2208,Estarreja,2024,3,Aveiro,808,13708
2209,Estarreja,2024,4,Aveiro,786,13727
2210,Estremoz,2022,3,Évora,2328,7055
2211,Estremoz,2022,4,Évora,2206,7179
2212,Estremoz,2022,5,Évora,2037,7336
2213,Estremoz,2022,6,Évora,2292,7097
2214,Estremoz,2022,7,Évora,1875,7512
2215,Estremoz,2022,8,Évora,1840,7552
2216,Estremoz,2022,9,Évora,1783,7610
2217,Estremoz,2022,10,Évora,1737,7650
2218,Estremoz,2022,11,Évora,1759,7639
2219,Estremoz,2022,12,Évora,1774,7622
2220,Estremoz,2023,1,Évora,1743,7654
2221,Estremoz,2023,2,Évora,1716,7673
2222,Estremoz,2023,3,Évora,1623,7779
2223,Estremoz,2023,4,Évora,1612,7790
2224,Estremoz,2023,5,Évora,1591,7811
2225,Estremoz,2023,6,Évora,1585,7856
2226,Estremoz,2023,7,Évora,1566,7883
2227,Estremoz,2023,8,Évora,1673,7785
2228,Estremoz,2023,9,Évora,1557,7902
2229,Estremoz,2023,10,Évora,1501,7956
2230,Estremoz,2023,11,Évora,1454,8000
2231,Estremoz,2023,12,Évora,1450,8001
2232,Estremoz,2024,1,Évora,1404,8041
2233,Estremoz,2024,2,Évora,1351,8081
2234,Estremoz,2024,3,Évora,1304,8136
2235,Estremoz,2024,4,Évora,1297,8144
2236,Fafe,2022,3,Braga,19346,9225
2237,Fafe,2022,4,Braga,19027,9566
2238,Fafe,2022,5,Braga,18250,10348
2239,Fafe,2022,6,Braga,17998,10608
2240,Fafe,2022,7,Braga,17630,11026
2241,Fafe,2022,8,Braga,17420,11266
2242,Fafe,2022,9,Braga,17278,11441
2243,Fafe,2022,10,Braga,17077,11667
2244,Fafe,2022,11,Braga,17371,11415
2245,Fafe,2022,12,Braga,17109,11710
2246,Fafe,2023,1,Braga,16579,12273
2247,Fafe,2023,2,Braga,16618,12266
2248,Fafe,2023,3,Braga,15530,13402
2249,Fafe,2023,4,Braga,14958,13974
2250,Fafe,2023,5,Braga,14415,14517
2251,Fafe,2023,6,Braga,13801,15219
2252,Fafe,2023,7,Braga,12711,16346
2253,Fafe,2023,8,Braga,12037,17041
2254,Fafe,2023,9,Braga,11325,17763
2255,Fafe,2023,10,Braga,10771,18348
2256,Fafe,2023,11,Braga,10163,18968
2257,Fafe,2023,12,Braga,9339,19809
2258,Fafe,2024,1,Braga,8674,20482
2259,Fafe,2024,2,Braga,7801,21363
2260,Fafe,2024,3,Braga,7103,22073
2261,Fafe,2024,4,Braga,6945,22241
2262,Faro,2022,3,Faro,8678,36466
2263,Faro,2022,4,Faro,9876,35289
2264,Faro,2022,5,Faro,8915,36277
2265,Faro,2022,6,Faro,9538,35706
2266,Faro,2022,7,Faro,8692,36618
2267,Faro,2022,8,Faro,8448,36911
2268,Faro,2022,9,Faro,8287,37090
2269,Faro,2022,10,Faro,8420,37006
2270,Faro,2022,11,Faro,8244,37304
2271,Faro,2022,12,Faro,8219,37355
2272,Faro,2023,1,Faro,8058,37550
2273,Faro,2023,2,Faro,8153,37467
2274,Faro,2023,3,Faro,7187,38484
2275,Faro,2023,4,Faro,7243,38428
2276,Faro,2023,5,Faro,7004,38667
2277,Faro,2023,6,Faro,6745,39077
2278,Faro,2023,7,Faro,7186,38729
2279,Faro,2023,8,Faro,7355,38631
2280,Faro,2023,9,Faro,6871,39136
2281,Faro,2023,10,Faro,5970,40068
2282,Faro,2023,11,Faro,5783,40281
2283,Faro,2023,12,Faro,5568,40510
2284,Faro,2024,1,Faro,5341,40781
2285,Faro,2024,2,Faro,4225,41919
2286,Faro,2024,3,Faro,4084,42088
2287,Faro,2024,4,Faro,3986,42202
2288,Felgueiras,2022,3,Porto,16210,11530
2289,Felgueiras,2022,4,Porto,16209,11565
2290,Felgueiras,2022,5,Porto,15778,12006
2291,Felgueiras,2022,6,Porto,15673,12142
2292,Felgueiras,2022,7,Porto,15417,12426
2293,Felgueiras,2022,8,Porto,15323,12547
2294,Felgueiras,2022,9,Porto,15148,12711
2295,Felgueiras,2022,10,Porto,15123,12739
2296,Felgueiras,2022,11,Porto,15139,12757
2297,Felgueiras,2022,12,Porto,14891,13028
2298,Felgueiras,2023,1,Porto,14601,13341
2299,Felgueiras,2023,2,Porto,14334,13610
2300,Felgueiras,2023,3,Porto,13614,14355
2301,Felgueiras,2023,4,Porto,13502,14467
2302,Felgueiras,2023,5,Porto,13462,14507
2303,Felgueiras,2023,6,Porto,13229,14854
2304,Felgueiras,2023,7,Porto,13010,15068
2305,Felgueiras,2023,8,Porto,13328,14800
2306,Felgueiras,2023,9,Porto,12711,15423
2307,Felgueiras,2023,10,Porto,12306,15859
2308,Felgueiras,2023,11,Porto,11907,16294
2309,Felgueiras,2023,12,Porto,11529,16680
2310,Felgueiras,2024,1,Porto,11458,16733
2311,Felgueiras,2024,2,Porto,10631,17567
2312,Felgueiras,2024,3,Porto,10132,18095
2313,Felgueiras,2024,4,Porto,10078,18151
2314,Ferreira do Alentejo,2022,3,Beja,891,4431
2315,Ferreira do Alentejo,2022,4,Beja,957,4358
2316,Ferreira do Alentejo,2022,5,Beja,810,4506
