,concelho,ano,mes,distrito,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros
3299,Miranda do Corvo,2024,3,Coimbra,6267,92,1389,31
3300,Miranda do douro,2022,3,Bragança,5279,83,1136,23
3301,Miranda do douro,2022,4,Bragança,5285,83,1134,23
3302,Miranda do douro,2022,5,Bragança,5270,83,1131,24
3303,Miranda do douro,2022,6,Bragança,5277,83,1135,24
3304,Miranda do douro,2022,7,Bragança,5274,83,1139,24
3305,Miranda do douro,2022,8,Bragança,5281,83,1137,27
3306,Miranda do douro,2022,9,Bragança,5280,84,1139,24
3307,Miranda do douro,2022,10,Bragança,5288,84,1140,25
3308,Miranda do douro,2022,11,Bragança,5284,84,1140,27
3309,Miranda do douro,2022,12,Bragança,5287,84,1139,32
3310,Miranda do douro,2023,1,Bragança,5284,84,1138,27
3311,Miranda do douro,2023,2,Bragança,5280,84,1146,27
3312,Miranda do douro,2023,3,Bragança,5279,85,1148,26
3313,Miranda do douro,2023,4,Bragança,5279,85,1148,26
3314,Miranda do douro,2023,5,Bragança,5279,85,1148,26
3315,Miranda do douro,2023,6,Bragança,5283,85,1157,31
3316,Miranda do douro,2023,7,Bragança,5287,85,1159,29
3317,Miranda do douro,2023,8,Bragança,5296,85,1162,30
3318,Miranda do douro,2023,9,Bragança,5294,85,1161,26
3319,Miranda do douro,2023,10,Bragança,5301,86,1164,25
3320,Miranda do douro,2023,11,Bragança,5298,86,1161,25
3321,Miranda do douro,2023,12,Bragança,5300,86,1163,30
3322,Miranda do douro,2024,1,Bragança,5302,86,1164,21
3323,Miranda do douro,2024,2,Bragança,5299,86,1159,22
3324,Miranda do douro,2024,3,Bragança,5296,86,1162,21
3325,Mirandela,2022,3,Bragança,13339,182,3608,109
3326,Mirandela,2022,4,Bragança,13338,182,3603,112
3327,Mirandela,2022,5,Bragança,13323,182,3603,113
3328,Mirandela,2022,6,Bragança,13336,182,3611,114
3329,Mirandela,2022,7,Bragança,13323,182,3616,145
3330,Mirandela,2022,8,Bragança,13331,182,3617,117
3331,Mirandela,2022,9,Bragança,13356,182,3621,116
3332,Mirandela,2022,10,Bragança,13356,182,3618,117
3333,Mirandela,2022,11,Bragança,13345,182,3622,118
3334,Mirandela,2022,12,Bragança,13342,182,3620,118
3335,Mirandela,2023,1,Bragança,13340,182,3618,118
3336,Mirandela,2023,2,Bragança,13331,182,3628,121
3337,Mirandela,2023,3,Bragança,13348,182,3639,118
3338,Mirandela,2023,4,Bragança,13351,182,3639,118
3339,Mirandela,2023,5,Bragança,13351,182,3639,118
3340,Mirandela,2023,6,Bragança,13361,183,3664,121
3341,Mirandela,2023,7,Bragança,13362,183,3679,149
3342,Mirandela,2023,8,Bragança,13370,183,3678,119
3343,Mirandela,2023,9,Bragança,13392,183,3681,116
3344,Mirandela,2023,10,Bragança,13395,183,3690,115
3345,Mirandela,2023,11,Bragança,13396,183,3688,113
3346,Mirandela,2023,12,Bragança,13388,183,3688,110
3347,Mirandela,2024,1,Bragança,13387,183,3693,107
3348,Mirandela,2024,2,Bragança,13382,183,3699,110
3349,Mirandela,2024,3,Bragança,13380,183,3705,99
3350,Mogadouro,2022,3,Bragança,6514,127,1621,25
3351,Mogadouro,2022,4,Bragança,6506,127,1622,25
3352,Mogadouro,2022,5,Bragança,6496,127,1620,25
3353,Mogadouro,2022,6,Bragança,6493,127,1620,28
3354,Mogadouro,2022,7,Bragança,6493,126,1627,30
3355,Mogadouro,2022,8,Bragança,6498,126,1627,31
3356,Mogadouro,2022,9,Bragança,6498,126,1626,29
3357,Mogadouro,2022,10,Bragança,6498,126,1627,29
3358,Mogadouro,2022,11,Bragança,6499,126,1625,29
3359,Mogadouro,2022,12,Bragança,6494,126,1626,27
3360,Mogadouro,2023,1,Bragança,6498,126,1625,27
3361,Mogadouro,2023,2,Bragança,6499,126,1627,29
3362,Mogadouro,2023,3,Bragança,6491,126,1631,30
3363,Mogadouro,2023,4,Bragança,6491,126,1631,30
3364,Mogadouro,2023,5,Bragança,6491,126,1631,30
3365,Mogadouro,2023,6,Bragança,6506,126,1639,33
3366,Mogadouro,2023,7,Bragança,6508,126,1647,32
3367,Mogadouro,2023,8,Bragança,6505,126,1650,31
3368,Mogadouro,2023,9,Bragança,6505,126,1658,30
3369,Mogadouro,2023,10,Bragança,6498,126,1659,30
3370,Mogadouro,2023,11,Bragança,6496,126,1661,31
3371,Mogadouro,2023,12,Bragança,6506,126,1663,31
3372,Mogadouro,2024,1,Bragança,6513,126,1664,29
3373,Mogadouro,2024,2,Bragança,6502,126,1660,28
3374,Mogadouro,2024,3,Bragança,6502,126,1659,30
3375,Moimenta da Beira,2022,3,Viseu,6519,128,1829,38
3376,Moimenta da Beira,2022,4,Viseu,6516,128,1838,40
3377,Moimenta da Beira,2022,5,Viseu,6510,128,1861,36
3378,Moimenta da Beira,2022,6,Viseu,6515,128,1865,39
3379,Moimenta da Beira,2022,7,Viseu,6522,128,1869,39
3380,Moimenta da Beira,2022,8,Viseu,6528,128,1873,36
3381,Moimenta da Beira,2022,9,Viseu,6527,128,1871,36
3382,Moimenta da Beira,2022,10,Viseu,6529,128,1865,35
3383,Moimenta da Beira,2022,11,Viseu,6533,128,1851,36
3384,Moimenta da Beira,2022,12,Viseu,6534,128,1839,39
3385,Moimenta da Beira,2023,1,Viseu,6535,128,1840,37
3386,Moimenta da Beira,2023,2,Viseu,6532,128,1844,36
3387,Moimenta da Beira,2023,3,Viseu,6529,128,1839,36
3388,Moimenta da Beira,2023,4,Viseu,6529,128,1839,36
3389,Moimenta da Beira,2023,5,Viseu,6529,128,1839,36
3390,Moimenta da Beira,2023,6,Viseu,6538,128,1869,36
3391,Moimenta da Beira,2023,7,Viseu,6541,128,1871,25
3392,Moimenta da Beira,2023,8,Viseu,6544,128,1876,23
3393,Moimenta da Beira,2023,9,Viseu,6533,128,1877,21
3394,Moimenta da Beira,2023,10,Viseu,6542,128,1866,20
3395,Moimenta da Beira,2023,11,Viseu,6535,128,1867,20
3396,Moimenta da Beira,2023,12,Viseu,6539,128,1859,22
3397,Moimenta da Beira,2024,1,Viseu,6544,128,1856,21
3398,Moimenta da Beira,2024,2,Viseu,6531,128,1856,19
3399,Moimenta da Beira,2024,3,Viseu,6537,129,1869,20
3400,Moita,2022,3,Setúbal,30835,208,7716,197
3401,Moita,2022,4,Setúbal,30831,208,7711,199
3402,Moita,2022,5,Setúbal,30825,208,7713,195
3403,Moita,2022,6,Setúbal,30877,208,7729,195
3404,Moita,2022,7,Setúbal,30894,208,7726,210
3405,Moita,2022,8,Setúbal,30960,208,7738,209
3406,Moita,2022,9,Setúbal,30991,208,7735,193
3407,Moita,2022,10,Setúbal,31012,208,7736,195
3408,Moita,2022,11,Setúbal,31044,208,7739,196
3409,Moita,2022,12,Setúbal,31060,208,7745,201
3410,Moita,2023,1,Setúbal,31082,209,7742,188
3411,Moita,2023,2,Setúbal,31112,209,7753,188
3412,Moita,2023,3,Setúbal,31129,209,7754,188
3413,Moita,2023,4,Setúbal,31129,209,7754,188
3414,Moita,2023,5,Setúbal,31129,209,7754,188
3415,Moita,2023,6,Setúbal,31226,209,7763,187
3416,Moita,2023,7,Setúbal,31263,209,7769,198
3417,Moita,2023,8,Setúbal,31259,209,7777,201
3418,Moita,2023,9,Setúbal,31287,209,7787,189
3419,Moita,2023,10,Setúbal,31311,209,7795,190
3420,Moita,2023,11,Setúbal,31312,209,7799,195
3421,Moita,2023,12,Setúbal,31313,209,7789,194
3422,Moita,2024,1,Setúbal,31319,209,7790,190
3423,Moita,2024,2,Setúbal,31322,209,7796,191
3424,Moita,2024,3,Setúbal,31348,209,7808,193
3425,Monchique,2022,3,Faro,3519,131,875,14
3426,Monchique,2022,4,Faro,3521,131,874,14
3427,Monchique,2022,5,Faro,3519,131,874,14
3428,Monchique,2022,6,Faro,3519,131,875,14
3429,Monchique,2022,7,Faro,3525,131,877,14
3430,Monchique,2022,8,Faro,3528,131,877,14
3431,Monchique,2022,9,Faro,3529,131,879,14
3432,Monchique,2022,10,Faro,3530,131,881,15
3433,Monchique,2022,11,Faro,3532,131,885,14
3434,Monchique,2022,12,Faro,3529,131,886,14
3435,Monchique,2023,1,Faro,3528,131,885,14
3436,Monchique,2023,2,Faro,3528,131,889,14
3437,Monchique,2023,3,Faro,3528,131,888,13
3438,Monchique,2023,4,Faro,3529,131,888,13
3439,Monchique,2023,5,Faro,3529,131,888,13
3440,Monchique,2023,6,Faro,3535,131,891,13
3441,Monchique,2023,7,Faro,3541,131,894,12
3442,Monchique,2023,8,Faro,3541,131,896,12
3443,Monchique,2023,9,Faro,3542,131,896,12
3444,Monchique,2023,10,Faro,3544,131,896,13
3445,Monchique,2023,11,Faro,3546,131,900,12
3446,Monchique,2023,12,Faro,3543,131,900,12
3447,Monchique,2024,1,Faro,3546,131,901,12
3448,Monchique,2024,2,Faro,3539,131,901,12
3449,Monchique,2024,3,Faro,3539,131,900,12
3450,Mondim de Basto,2022,3,Vila Real,4338,84,747,33
3451,Mondim de Basto,2022,4,Vila Real,4343,84,748,33
3452,Mondim de Basto,2022,5,Vila Real,4346,85,747,33
3453,Mondim de Basto,2022,6,Vila Real,4350,85,748,30
3454,Mondim de Basto,2022,7,Vila Real,4359,85,752,32
3455,Mondim de Basto,2022,8,Vila Real,4366,85,752,29
3456,Mondim de Basto,2022,9,Vila Real,4366,85,751,28
3457,Mondim de Basto,2022,10,Vila Real,4361,86,755,30
3458,Mondim de Basto,2022,11,Vila Real,4362,86,756,27
3459,Mondim de Basto,2022,12,Vila Real,4365,86,757,34
3460,Mondim de Basto,2023,1,Vila Real,4363,86,756,27
3461,Mondim de Basto,2023,2,Vila Real,4367,86,755,26
3462,Mondim de Basto,2023,3,Vila Real,4368,86,760,27
3463,Mondim de Basto,2023,4,Vila Real,4368,86,760,27
3464,Mondim de Basto,2023,5,Vila Real,4368,86,760,27
3465,Mondim de Basto,2023,6,Vila Real,4375,86,763,35
3466,Mondim de Basto,2023,7,Vila Real,4384,86,768,35
3467,Mondim de Basto,2023,8,Vila Real,4390,86,769,27
3468,Mondim de Basto,2023,9,Vila Real,4385,86,772,28
3469,Mondim de Basto,2023,10,Vila Real,4392,86,771,27
3470,Mondim de Basto,2023,11,Vila Real,4389,86,774,27
3471,Mondim de Basto,2023,12,Vila Real,4385,86,776,31
3472,Mondim de Basto,2024,1,Vila Real,4389,86,781,26
3473,Mondim de Basto,2024,2,Vila Real,4399,86,782,26
3474,Mondim de Basto,2024,3,Vila Real,4398,86,781,27
3475,Monforte,2022,3,Portalegre,1814,22,387,12
3476,Monforte,2022,4,Portalegre,1810,22,387,11
3477,Monforte,2022,5,Portalegre,1805,22,388,11
3478,Monforte,2022,6,Portalegre,1807,22,387,11
3479,Monforte,2022,7,Portalegre,1805,22,386,11
3480,Monforte,2022,8,Portalegre,1809,22,387,11
3481,Monforte,2022,9,Portalegre,1804,22,388,11
3482,Monforte,2022,10,Portalegre,1799,22,388,11
3483,Monforte,2022,11,Portalegre,1801,22,388,10
3484,Monforte,2022,12,Portalegre,1802,22,388,9
3485,Monforte,2023,1,Portalegre,1804,22,387,11
3486,Monforte,2023,2,Portalegre,1805,22,387,11
3487,Monforte,2023,3,Portalegre,1805,22,386,11
3488,Monforte,2023,4,Portalegre,1805,22,386,11
3489,Monforte,2023,5,Portalegre,1805,22,386,11
3490,Monforte,2023,6,Portalegre,1806,22,385,12
3491,Monforte,2023,7,Portalegre,1811,22,383,10
3492,Monforte,2023,8,Portalegre,1819,22,384,13
3493,Monforte,2023,9,Portalegre,1818,22,385,10
3494,Monforte,2023,10,Portalegre,1819,22,384,10
3495,Monforte,2023,11,Portalegre,1818,22,386,10
3496,Monforte,2023,12,Portalegre,1817,22,385,9
3497,Monforte,2024,1,Portalegre,1819,22,384,8
3498,Monforte,2024,2,Portalegre,1819,22,383,8
3499,Monforte,2024,3,Portalegre,1815,22,383,8
3500,Montalegre,2022,3,Vila Real,8963,175,1284,48
3501,Montalegre,2022,4,Vila Real,8951,176,1284,46
3502,Montalegre,2022,5,Vila Real,8948,176,1281,45
3503,Montalegre,2022,6,Vila Real,8944,176,1281,45
3504,Montalegre,2022,7,Vila Real,8952,176,1286,46
3505,Montalegre,2022,8,Vila Real,8940,177,1287,47
3506,Montalegre,2022,9,Vila Real,8948,177,1286,47
3507,Montalegre,2022,10,Vila Real,8953,177,1287,44
3508,Montalegre,2022,11,Vila Real,8947,180,1290,44
3509,Montalegre,2022,12,Vila Real,8937,181,1290,49
3510,Montalegre,2023,1,Vila Real,8936,180,1292,42
3511,Montalegre,2023,2,Vila Real,8935,180,1293,43
3512,Montalegre,2023,3,Vila Real,8931,180,1294,44
3513,Montalegre,2023,4,Vila Real,8931,180,1294,44
3514,Montalegre,2023,5,Vila Real,8931,180,1294,44
3515,Montalegre,2023,6,Vila Real,8951,180,1301,44
3516,Montalegre,2023,7,Vila Real,8961,180,1303,47
3517,Montalegre,2023,8,Vila Real,8953,180,1306,45
3518,Montalegre,2023,9,Vila Real,8956,180,1308,46
3519,Montalegre,2023,10,Vila Real,8953,180,1307,45
3520,Montalegre,2023,11,Vila Real,8944,180,1311,43
3521,Montalegre,2023,12,Vila Real,8936,180,1311,50
3522,Montalegre,2024,1,Vila Real,8938,180,1321,43
3523,Montalegre,2024,2,Vila Real,8924,181,1318,42
3524,Montalegre,2024,3,Vila Real,8924,182,1321,42
3525,Montemor-o-Novo,2022,3,Évora,8273,132,2280,51
3526,Montemor-o-Novo,2022,4,Évora,8279,132,2279,50
3527,Montemor-o-Novo,2022,5,Évora,8285,132,2283,51
3528,Montemor-o-Novo,2022,6,Évora,8298,132,2280,52
3529,Montemor-o-Novo,2022,7,Évora,8282,132,2280,56
3530,Montemor-o-Novo,2022,8,Évora,8286,132,2279,52
3531,Montemor-o-Novo,2022,9,Évora,8284,132,2278,51
3532,Montemor-o-Novo,2022,10,Évora,8301,132,2285,52
3533,Montemor-o-Novo,2022,11,Évora,8310,132,2290,52
3534,Montemor-o-Novo,2022,12,Évora,8305,132,2293,50
3535,Montemor-o-Novo,2023,1,Évora,8319,132,2295,46
3536,Montemor-o-Novo,2023,2,Évora,8329,132,2290,46
3537,Montemor-o-Novo,2023,3,Évora,8338,132,2292,47
3538,Montemor-o-Novo,2023,4,Évora,8338,132,2292,47
3539,Montemor-o-Novo,2023,5,Évora,8338,132,2292,47
3540,Montemor-o-Novo,2023,6,Évora,8357,131,2297,50
3541,Montemor-o-Novo,2023,7,Évora,8356,131,2299,53
3542,Montemor-o-Novo,2023,8,Évora,8361,132,2299,51
3543,Montemor-o-Novo,2023,9,Évora,8360,132,2299,49
3544,Montemor-o-Novo,2023,10,Évora,8364,132,2307,51
3545,Montemor-o-Novo,2023,11,Évora,8363,132,2316,55
3546,Montemor-o-Novo,2023,12,Évora,8365,132,2313,56
3547,Montemor-o-Novo,2024,1,Évora,8367,132,2314,50
3548,Montemor-o-Novo,2024,2,Évora,8360,132,2306,51
3549,Montemor-o-Novo,2024,3,Évora,8360,132,2311,51
3550,Montemor-o-Velho,2022,3,Coimbra,10653,183,3236,69
3551,Montemor-o-Velho,2022,4,Coimbra,10659,183,3235,68
3552,Montemor-o-Velho,2022,5,Coimbra,10652,183,3285,70
3553,Montemor-o-Velho,2022,6,Coimbra,10660,183,3348,70
3554,Montemor-o-Velho,2022,7,Coimbra,10664,183,3352,71
3555,Montemor-o-Velho,2022,8,Coimbra,10666,183,3341,72
3556,Montemor-o-Velho,2022,9,Coimbra,10674,183,3306,66
3557,Montemor-o-Velho,2022,10,Coimbra,10683,183,3292,68
3558,Montemor-o-Velho,2022,11,Coimbra,10679,183,3276,72
3559,Montemor-o-Velho,2022,12,Coimbra,10688,183,3268,66
3560,Montemor-o-Velho,2023,1,Coimbra,10696,183,3261,63
3561,Montemor-o-Velho,2023,2,Coimbra,10704,183,3256,57
3562,Montemor-o-Velho,2023,3,Coimbra,10725,183,3251,57
3563,Montemor-o-Velho,2023,4,Coimbra,10725,183,3251,57
3564,Montemor-o-Velho,2023,5,Coimbra,10725,183,3251,57
3565,Montemor-o-Velho,2023,6,Coimbra,10759,183,3369,53
3566,Montemor-o-Velho,2023,7,Coimbra,10774,183,3370,52
3567,Montemor-o-Velho,2023,8,Coimbra,10779,183,3356,58
3568,Montemor-o-Velho,2023,9,Coimbra,10781,183,3316,49
3569,Montemor-o-Velho,2023,10,Coimbra,10782,183,3299,49
3570,Montemor-o-Velho,2023,11,Coimbra,10787,184,3279,52
3571,Montemor-o-Velho,2023,12,Coimbra,10802,184,3281,55
3572,Montemor-o-Velho,2024,1,Coimbra,10806,184,3275,50
3573,Montemor-o-Velho,2024,2,Coimbra,10804,184,3270,50
3574,Montemor-o-Velho,2024,3,Coimbra,10817,184,3273,48
3575,Montijo,2022,3,Setúbal,23922,280,7751,206
3576,Montijo,2022,4,Setúbal,23947,280,7761,206
3577,Montijo,2022,5,Setúbal,23951,280,7774,210
3578,Montijo,2022,6,Setúbal,23978,280,7791,285
3579,Montijo,2022,7,Setúbal,24004,280,7796,214
3580,Montijo,2022,8,Setúbal,24055,280,7810,212
3581,Montijo,2022,9,Setúbal,24110,280,7821,212
3582,Montijo,2022,10,Setúbal,24155,280,7819,211
3583,Montijo,2022,11,Setúbal,24199,280,7831,219
3584,Montijo,2022,12,Setúbal,24229,280,7831,216
3585,Montijo,2023,1,Setúbal,24251,280,7832,205
3586,Montijo,2023,2,Setúbal,24278,280,7852,205
3587,Montijo,2023,3,Setúbal,24306,280,7849,207
3588,Montijo,2023,4,Setúbal,24305,280,7849,207
3589,Montijo,2023,5,Setúbal,24305,280,7849,207
3590,Montijo,2023,6,Setúbal,24458,280,7888,285
3591,Montijo,2023,7,Setúbal,24487,280,7897,211
3592,Montijo,2023,8,Setúbal,24506,280,7896,217
3593,Montijo,2023,9,Setúbal,24524,280,7921,208
3594,Montijo,2023,10,Setúbal,24536,280,7926,206
3595,Montijo,2023,11,Setúbal,24536,281,7921,217
3596,Montijo,2023,12,Setúbal,24532,281,7929,208
3597,Montijo,2024,1,Setúbal,24576,281,7937,199
3598,Montijo,2024,2,Setúbal,24575,281,7928,200
3599,Montijo,2024,3,Setúbal,24589,281,7938,200
3600,Monção,2022,3,Viana do Castelo,12238,183,2270,108
3601,Monção,2022,4,Viana do Castelo,12243,183,2284,111
3602,Monção,2022,5,Viana do Castelo,12247,184,2298,106
3603,Monção,2022,6,Viana do Castelo,12249,184,2310,107
3604,Monção,2022,7,Viana do Castelo,12262,184,2318,104
3605,Monção,2022,8,Viana do Castelo,12292,184,2327,98
3606,Monção,2022,9,Viana do Castelo,12299,184,2323,99
3607,Monção,2022,10,Viana do Castelo,12303,184,2325,92
3608,Monção,2022,11,Viana do Castelo,12311,184,2322,94
3609,Monção,2022,12,Viana do Castelo,12316,184,2319,110
3610,Monção,2023,1,Viana do Castelo,12323,184,2319,101
3611,Monção,2023,2,Viana do Castelo,12334,184,2316,104
3612,Monção,2023,3,Viana do Castelo,12343,184,2315,106
3613,Monção,2023,4,Viana do Castelo,12343,184,2315,106
3614,Monção,2023,5,Viana do Castelo,12343,184,2315,106
3615,Monção,2023,6,Viana do Castelo,12379,184,2352,103
3616,Monção,2023,7,Viana do Castelo,12384,184,2368,106
3617,Monção,2023,8,Viana do Castelo,12400,185,2374,101
3618,Monção,2023,9,Viana do Castelo,12403,187,2378,96
3619,Monção,2023,10,Viana do Castelo,12404,187,2372,96
3620,Monção,2023,11,Viana do Castelo,12416,187,2370,104
3621,Monção,2023,12,Viana do Castelo,12418,187,2368,100
3622,Monção,2024,1,Viana do Castelo,12425,187,2365,93
3623,Monção,2024,2,Viana do Castelo,12418,187,2366,94
3624,Monção,2024,3,Viana do Castelo,12424,187,2367,100
3625,Mora,2022,3,Évora,2961,35,615,11
3626,Mora,2022,4,Évora,2961,35,616,11
3627,Mora,2022,5,Évora,2962,35,617,9
3628,Mora,2022,6,Évora,2966,35,618,10
3629,Mora,2022,7,Évora,2967,35,620,10
3630,Mora,2022,8,Évora,2970,35,620,11
3631,Mora,2022,9,Évora,2972,35,617,9
3632,Mora,2022,10,Évora,2969,35,616,9
3633,Mora,2022,11,Évora,2966,35,615,9
3634,Mora,2022,12,Évora,2964,35,618,9
3635,Mora,2023,1,Évora,2963,35,617,8
3636,Mora,2023,2,Évora,2966,35,615,9
3637,Mora,2023,3,Évora,2965,35,614,8
3638,Mora,2023,4,Évora,2965,35,614,8
3639,Mora,2023,5,Évora,2965,35,614,8
3640,Mora,2023,6,Évora,2968,35,620,8
3641,Mora,2023,7,Évora,2978,35,621,8
3642,Mora,2023,8,Évora,2982,35,622,10
3643,Mora,2023,9,Évora,2985,35,622,9
3644,Mora,2023,10,Évora,2987,35,622,7
3645,Mora,2023,11,Évora,2982,35,622,6
3646,Mora,2023,12,Évora,2982,35,623,6
3647,Mora,2024,1,Évora,2979,35,624,6
3648,Mora,2024,2,Évora,2976,35,623,7
3649,Mora,2024,3,Évora,2980,35,623,6
3650,Mortágua,2022,3,Viseu,5435,123,1062,41
3651,Mortágua,2022,4,Viseu,5437,123,1062,42
3652,Mortágua,2022,5,Viseu,5437,123,1058,39
3653,Mortágua,2022,6,Viseu,5437,123,1059,35
3654,Mortágua,2022,7,Viseu,5439,123,1061,36
3655,Mortágua,2022,8,Viseu,5445,123,1064,30
3656,Mortágua,2022,9,Viseu,5453,123,1065,30
3657,Mortágua,2022,10,Viseu,5455,123,1066,29
3658,Mortágua,2022,11,Viseu,5456,123,1066,28
3659,Mortágua,2022,12,Viseu,5457,123,1068,28
3660,Mortágua,2023,1,Viseu,5457,123,1069,25
3661,Mortágua,2023,2,Viseu,5462,123,1067,26
3662,Mortágua,2023,3,Viseu,5462,123,1069,25
3663,Mortágua,2023,4,Viseu,5462,123,1070,25
3664,Mortágua,2023,5,Viseu,5462,123,1070,25
3665,Mortágua,2023,6,Viseu,5482,123,1071,22
3666,Mortágua,2023,7,Viseu,5492,123,1074,24
3667,Mortágua,2023,8,Viseu,5491,123,1077,25
3668,Mortágua,2023,9,Viseu,5501,123,1079,23
3669,Mortágua,2023,10,Viseu,5506,124,1083,22
3670,Mortágua,2023,11,Viseu,5507,124,1087,22
3671,Mortágua,2023,12,Viseu,5504,124,1087,22
3672,Mortágua,2024,1,Viseu,5503,124,1095,22
3673,Mortágua,2024,2,Viseu,5505,124,1096,21
3674,Mortágua,2024,3,Viseu,5505,125,1098,20
3675,Moura,2022,3,Beja,8172,77,2068,21
3676,Moura,2022,4,Beja,8166,77,2063,22
3677,Moura,2022,5,Beja,8153,78,2062,24
3678,Moura,2022,6,Beja,8158,78,2068,30
3679,Moura,2022,7,Beja,8153,78,2068,25
3680,Moura,2022,8,Beja,8166,78,2067,25
3681,Moura,2022,9,Beja,8173,78,2068,25
3682,Moura,2022,10,Beja,8178,78,2076,21
3683,Moura,2022,11,Beja,8184,79,2076,23
3684,Moura,2022,12,Beja,8186,79,2076,24
3685,Moura,2023,1,Beja,8192,79,2078,20
3686,Moura,2023,2,Beja,8193,79,2079,20
3687,Moura,2023,3,Beja,8203,79,2079,20
3688,Moura,2023,4,Beja,8203,79,2079,20
3689,Moura,2023,5,Beja,8203,79,2079,20
3690,Moura,2023,6,Beja,8220,79,2094,28
3691,Moura,2023,7,Beja,8228,79,2098,24
3692,Moura,2023,8,Beja,8227,79,2099,20
3693,Moura,2023,9,Beja,8227,79,2104,22
3694,Moura,2023,10,Beja,8222,79,2099,20
3695,Moura,2023,11,Beja,8216,80,2100,21
3696,Moura,2023,12,Beja,8209,80,2102,24
3697,Moura,2024,1,Beja,8196,80,2105,20
3698,Moura,2024,2,Beja,8189,80,2108,21
3699,Moura,2024,3,Beja,8193,80,2123,21
3700,Mourão,2022,3,Évora,1552,15,382,8
3701,Mourão,2022,4,Évora,1549,15,382,8
3702,Mourão,2022,5,Évora,1549,15,379,8
3703,Mourão,2022,6,Évora,1548,15,379,8
3704,Mourão,2022,7,Évora,1551,15,380,9
3705,Mourão,2022,8,Évora,1554,15,380,8
3706,Mourão,2022,9,Évora,1554,15,382,8
3707,Mourão,2022,10,Évora,1553,15,384,8
3708,Mourão,2022,11,Évora,1555,15,385,12
3709,Mourão,2022,12,Évora,1556,15,384,11
3710,Mourão,2023,1,Évora,1555,15,384,11
3711,Mourão,2023,2,Évora,1556,15,384,7
3712,Mourão,2023,3,Évora,1552,16,384,7
3713,Mourão,2023,4,Évora,1552,16,384,7
3714,Mourão,2023,5,Évora,1552,16,384,7
3715,Mourão,2023,6,Évora,1552,16,387,7
3716,Mourão,2023,7,Évora,1556,16,388,7
3717,Mourão,2023,8,Évora,1557,16,389,11
3718,Mourão,2023,9,Évora,1556,16,387,7
3719,Mourão,2023,10,Évora,1561,16,387,7
3720,Mourão,2023,11,Évora,1561,16,386,12
3721,Mourão,2023,12,Évora,1563,16,385,12
3722,Mourão,2024,1,Évora,1566,16,386,11
3723,Mourão,2024,2,Évora,1568,16,386,7
3724,Mourão,2024,3,Évora,1567,16,388,7
3725,Murtosa,2022,3,Aveiro,7243,67,1163,57
3726,Murtosa,2022,4,Aveiro,7243,67,1164,56
3727,Murtosa,2022,5,Aveiro,7247,67,1165,53
3728,Murtosa,2022,6,Aveiro,7248,67,1170,51
3729,Murtosa,2022,7,Aveiro,7247,67,1181,51
3730,Murtosa,2022,8,Aveiro,7252,67,1179,68
3731,Murtosa,2022,9,Aveiro,7246,67,1176,50
3732,Murtosa,2022,10,Aveiro,7248,68,1163,50
3733,Murtosa,2022,11,Aveiro,7252,68,1160,57
3734,Murtosa,2022,12,Aveiro,7260,68,1161,57
3735,Murtosa,2023,1,Aveiro,7263,68,1162,53
3736,Murtosa,2023,2,Aveiro,7264,68,1161,53
3737,Murtosa,2023,3,Aveiro,7265,68,1159,52
3738,Murtosa,2023,4,Aveiro,7265,68,1159,52
3739,Murtosa,2023,5,Aveiro,7265,68,1159,52
3740,Murtosa,2023,6,Aveiro,7272,68,1179,51
3741,Murtosa,2023,7,Aveiro,7286,68,1181,47
3742,Murtosa,2023,8,Aveiro,7289,68,1181,50
3743,Murtosa,2023,9,Aveiro,7291,68,1180,49
3744,Murtosa,2023,10,Aveiro,7291,68,1179,50
3745,Murtosa,2023,11,Aveiro,7300,68,1179,55
3746,Murtosa,2023,12,Aveiro,7300,68,1182,54
3747,Murtosa,2024,1,Aveiro,7296,68,1179,48
3748,Murtosa,2024,2,Aveiro,7300,68,1179,48
3749,Murtosa,2024,3,Aveiro,7302,68,1180,48
3750,Murça,2022,3,Vila Real,3616,59,737,20
3751,Murça,2022,4,Vila Real,3611,59,736,21
3752,Murça,2022,5,Vila Real,3608,61,732,19
3753,Murça,2022,6,Vila Real,3606,61,734,26
3754,Murça,2022,7,Vila Real,3610,61,736,24
3755,Murça,2022,8,Vila Real,3619,61,737,22
3756,Murça,2022,9,Vila Real,3617,61,740,21
3757,Murça,2022,10,Vila Real,3619,61,741,19
3758,Murça,2022,11,Vila Real,3614,61,746,19
3759,Murça,2022,12,Vila Real,3615,61,748,19
3760,Murça,2023,1,Vila Real,3617,61,760,18
3761,Murça,2023,2,Vila Real,3620,61,764,18
3762,Murça,2023,3,Vila Real,3622,61,766,17
3763,Murça,2023,4,Vila Real,3625,61,766,17
3764,Murça,2023,5,Vila Real,3625,61,766,17
3765,Murça,2023,6,Vila Real,3625,61,766,21
3766,Murça,2023,7,Vila Real,3628,61,768,21
3767,Murça,2023,8,Vila Real,3630,61,767,21
3768,Murça,2023,9,Vila Real,3630,61,766,19
3769,Murça,2023,10,Vila Real,3630,61,770,19
3770,Murça,2023,11,Vila Real,3634,61,772,18
3771,Murça,2023,12,Vila Real,3629,61,771,17
3772,Murça,2024,1,Vila Real,3632,61,771,16
