,concelho,ano,mes,distrito,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros
1435,Carrazeda de Ansiães,2023,1,Bragança,4442,67,1053,17
1436,Carrazeda de Ansiães,2023,2,Bragança,4443,67,1057,17
1437,Carrazeda de Ansiães,2023,3,Bragança,4440,67,1056,17
1438,Carrazeda de Ansiães,2023,4,Bragança,4440,67,1056,17
1439,Carrazeda de Ansiães,2023,5,Bragança,4440,67,1056,17
1440,Carrazeda de Ansiães,2023,6,Bragança,4444,67,1064,14
1441,Carrazeda de Ansiães,2023,7,Bragança,4447,68,1067,15
1442,Carrazeda de Ansiães,2023,8,Bragança,4452,68,1069,18
1443,Carrazeda de Ansiães,2023,9,Bragança,4455,68,1072,16
1444,Carrazeda de Ansiães,2023,10,Bragança,4464,68,1073,15
1445,Carrazeda de Ansiães,2023,11,Bragança,4463,68,1075,18
1446,Carrazeda de Ansiães,2023,12,Bragança,4465,68,1072,18
1447,Carrazeda de Ansiães,2024,1,Bragança,4463,68,1069,15
1448,Carrazeda de Ansiães,2024,2,Bragança,4455,69,1065,15
1449,Carrazeda de Ansiães,2024,3,Bragança,4462,69,1066,16
1450,Carregal do Sal,2022,3,Viseu,5517,79,1670,36
1451,Carregal do Sal,2022,4,Viseu,5520,79,1666,35
1452,Carregal do Sal,2022,5,Viseu,5513,79,1666,35
1453,Carregal do Sal,2022,6,Viseu,5514,79,1665,35
1454,Carregal do Sal,2022,7,Viseu,5518,79,1667,34
1455,Carregal do Sal,2022,8,Viseu,5524,79,1670,35
1456,Carregal do Sal,2022,9,Viseu,5527,79,1665,35
1457,Carregal do Sal,2022,10,Viseu,5528,79,1664,32
1458,Carregal do Sal,2022,11,Viseu,5532,79,1661,30
1459,Carregal do Sal,2022,12,Viseu,5531,79,1660,33
1460,Carregal do Sal,2023,1,Viseu,5527,79,1661,30
1461,Carregal do Sal,2023,2,Viseu,5529,78,1661,29
1462,Carregal do Sal,2023,3,Viseu,5537,78,1662,30
1463,Carregal do Sal,2023,4,Viseu,5537,78,1662,30
1464,Carregal do Sal,2023,5,Viseu,5537,78,1662,30
1465,Carregal do Sal,2023,6,Viseu,5551,78,1669,29
1466,Carregal do Sal,2023,7,Viseu,5551,78,1671,29
1467,Carregal do Sal,2023,8,Viseu,5556,78,1677,28
1468,Carregal do Sal,2023,9,Viseu,5566,78,1678,27
1469,Carregal do Sal,2023,10,Viseu,5573,78,1681,27
1470,Carregal do Sal,2023,11,Viseu,5577,78,1681,26
1471,Carregal do Sal,2023,12,Viseu,5572,78,1676,30
1472,Carregal do Sal,2024,1,Viseu,5581,78,1677,28
1473,Carregal do Sal,2024,2,Viseu,5575,78,1680,28
1474,Carregal do Sal,2024,3,Viseu,5573,78,1679,28
1475,Cartaxo,2022,3,Santarém,11356,198,3043,42
1476,Cartaxo,2022,4,Santarém,11363,198,3047,47
1477,Cartaxo,2022,5,Santarém,11358,198,3054,40
1478,Cartaxo,2022,6,Santarém,11359,198,3063,40
1479,Cartaxo,2022,7,Santarém,11364,198,3062,47
1480,Cartaxo,2022,8,Santarém,11371,198,3064,50
1481,Cartaxo,2022,9,Santarém,11375,198,3046,40
1482,Cartaxo,2022,10,Santarém,11379,198,3047,62
1483,Cartaxo,2022,11,Santarém,11389,198,3048,41
1484,Cartaxo,2022,12,Santarém,11400,198,3050,39
1485,Cartaxo,2023,1,Santarém,11406,198,3050,40
1486,Cartaxo,2023,2,Santarém,11409,198,3057,41
1487,Cartaxo,2023,3,Santarém,11421,198,3063,41
1488,Cartaxo,2023,4,Santarém,11421,198,3063,41
1489,Cartaxo,2023,5,Santarém,11421,198,3063,41
1490,Cartaxo,2023,6,Santarém,11436,198,3081,39
1491,Cartaxo,2023,7,Santarém,11436,198,3088,41
1492,Cartaxo,2023,8,Santarém,11436,198,3088,48
1493,Cartaxo,2023,9,Santarém,11443,198,3095,38
1494,Cartaxo,2023,10,Santarém,11453,198,3093,58
1495,Cartaxo,2023,11,Santarém,11455,198,3088,43
1496,Cartaxo,2023,12,Santarém,11453,198,3086,42
1497,Cartaxo,2024,1,Santarém,11465,198,3090,35
1498,Cartaxo,2024,2,Santarém,11454,198,3097,35
1499,Cartaxo,2024,3,Santarém,11461,198,3099,35
1500,Cascais,2022,3,Lisboa,105880,604,19568,594
1501,Cascais,2022,4,Lisboa,105943,605,19578,606
1502,Cascais,2022,5,Lisboa,105976,605,19587,598
1503,Cascais,2022,6,Lisboa,106037,605,19601,596
1504,Cascais,2022,7,Lisboa,106100,605,19611,589
1505,Cascais,2022,8,Lisboa,106183,605,19637,589
1506,Cascais,2022,9,Lisboa,106260,605,19640,591
1507,Cascais,2022,10,Lisboa,106352,609,19654,582
1508,Cascais,2022,11,Lisboa,106427,611,19668,624
1509,Cascais,2022,12,Lisboa,106518,611,19674,621
1510,Cascais,2023,1,Lisboa,106625,611,19686,589
1511,Cascais,2023,2,Lisboa,106719,611,19712,589
1512,Cascais,2023,3,Lisboa,106789,612,19715,573
1513,Cascais,2023,4,Lisboa,106787,612,19717,573
1514,Cascais,2023,5,Lisboa,106787,612,19717,573
1515,Cascais,2023,6,Lisboa,107047,621,19743,557
1516,Cascais,2023,7,Lisboa,107105,621,19762,556
1517,Cascais,2023,8,Lisboa,107169,621,19767,549
1518,Cascais,2023,9,Lisboa,107226,621,19779,537
1519,Cascais,2023,10,Lisboa,107282,622,19804,524
1520,Cascais,2023,11,Lisboa,107310,622,19807,578
1521,Cascais,2023,12,Lisboa,107304,622,19807,583
1522,Cascais,2024,1,Lisboa,107344,622,19809,538
1523,Cascais,2024,2,Lisboa,107338,622,19823,538
1524,Cascais,2024,3,Lisboa,107377,622,19830,538
1525,Castanheira de Pêra,2022,3,Leiria,2207,39,364,11
1526,Castanheira de Pêra,2022,4,Leiria,2206,39,362,11
1527,Castanheira de Pêra,2022,5,Leiria,2210,39,370,11
1528,Castanheira de Pêra,2022,6,Leiria,2210,39,371,16
1529,Castanheira de Pêra,2022,7,Leiria,2208,39,373,11
1530,Castanheira de Pêra,2022,8,Leiria,2211,39,374,11
1531,Castanheira de Pêra,2022,9,Leiria,2211,39,374,11
1532,Castanheira de Pêra,2022,10,Leiria,2210,39,373,12
1533,Castanheira de Pêra,2022,11,Leiria,2213,39,373,11
1534,Castanheira de Pêra,2022,12,Leiria,2213,39,371,19
1535,Castanheira de Pêra,2023,1,Leiria,2211,39,372,11
1536,Castanheira de Pêra,2023,2,Leiria,2209,39,372,11
1537,Castanheira de Pêra,2023,3,Leiria,2209,39,368,11
1538,Castanheira de Pêra,2023,4,Leiria,2209,39,368,11
1539,Castanheira de Pêra,2023,5,Leiria,2209,39,368,11
1540,Castanheira de Pêra,2023,6,Leiria,2217,39,370,17
1541,Castanheira de Pêra,2023,7,Leiria,2217,39,368,13
1542,Castanheira de Pêra,2023,8,Leiria,2218,39,370,18
1543,Castanheira de Pêra,2023,9,Leiria,2224,39,372,13
1544,Castanheira de Pêra,2023,10,Leiria,2221,39,374,13
1545,Castanheira de Pêra,2023,11,Leiria,2217,39,377,13
1546,Castanheira de Pêra,2023,12,Leiria,2212,39,375,19
1547,Castanheira de Pêra,2024,1,Leiria,2215,39,375,13
1548,Castanheira de Pêra,2024,2,Leiria,2213,39,377,13
1549,Castanheira de Pêra,2024,3,Leiria,2212,39,376,12
1550,Castelo Branco,2022,3,Castelo Branco,33031,384,9857,142
1551,Castelo Branco,2022,4,Castelo Branco,33034,384,9852,147
1552,Castelo Branco,2022,5,Castelo Branco,33044,384,9847,144
1553,Castelo Branco,2022,6,Castelo Branco,33057,384,9860,145
1554,Castelo Branco,2022,7,Castelo Branco,33075,384,9868,145
1555,Castelo Branco,2022,8,Castelo Branco,33104,384,9881,143
1556,Castelo Branco,2022,9,Castelo Branco,33122,384,9892,139
1557,Castelo Branco,2022,10,Castelo Branco,33139,384,9904,147
1558,Castelo Branco,2022,11,Castelo Branco,33161,384,9914,139
1559,Castelo Branco,2022,12,Castelo Branco,33169,385,9919,159
1560,Castelo Branco,2023,1,Castelo Branco,33177,385,9921,138
1561,Castelo Branco,2023,2,Castelo Branco,33200,385,9925,137
1562,Castelo Branco,2023,3,Castelo Branco,33209,385,9931,138
1563,Castelo Branco,2023,4,Castelo Branco,33209,385,9931,138
1564,Castelo Branco,2023,5,Castelo Branco,33209,385,9931,138
1565,Castelo Branco,2023,6,Castelo Branco,33283,386,9981,137
1566,Castelo Branco,2023,7,Castelo Branco,33298,386,10002,137
1567,Castelo Branco,2023,8,Castelo Branco,33309,386,10014,132
1568,Castelo Branco,2023,9,Castelo Branco,33361,386,10018,129
1569,Castelo Branco,2023,10,Castelo Branco,33401,388,10020,131
1570,Castelo Branco,2023,11,Castelo Branco,33412,388,10035,144
1571,Castelo Branco,2023,12,Castelo Branco,33406,388,10036,142
1572,Castelo Branco,2024,1,Castelo Branco,33442,388,10042,124
1573,Castelo Branco,2024,2,Castelo Branco,33400,388,10052,119
1574,Castelo Branco,2024,3,Castelo Branco,33435,388,10067,120
1575,Castelo de Paiva,2022,3,Aveiro,6386,119,1391,48
1576,Castelo de Paiva,2022,4,Aveiro,6389,119,1389,50
1577,Castelo de Paiva,2022,5,Aveiro,6389,119,1393,47
1578,Castelo de Paiva,2022,6,Aveiro,6393,119,1400,55
1579,Castelo de Paiva,2022,7,Aveiro,6392,119,1404,51
1580,Castelo de Paiva,2022,8,Aveiro,6388,119,1401,50
1581,Castelo de Paiva,2022,9,Aveiro,6394,119,1401,50
1582,Castelo de Paiva,2022,10,Aveiro,6410,119,1398,49
1583,Castelo de Paiva,2022,11,Aveiro,6416,119,1398,49
1584,Castelo de Paiva,2022,12,Aveiro,6415,119,1397,49
1585,Castelo de Paiva,2023,1,Aveiro,6418,119,1396,49
1586,Castelo de Paiva,2023,2,Aveiro,6426,120,1395,47
1587,Castelo de Paiva,2023,3,Aveiro,6436,120,1400,43
1588,Castelo de Paiva,2023,4,Aveiro,6436,120,1400,43
1589,Castelo de Paiva,2023,5,Aveiro,6436,120,1400,43
1590,Castelo de Paiva,2023,6,Aveiro,6493,120,1422,47
1591,Castelo de Paiva,2023,7,Aveiro,6507,120,1426,45
1592,Castelo de Paiva,2023,8,Aveiro,6529,120,1422,40
1593,Castelo de Paiva,2023,9,Aveiro,6533,120,1421,39
1594,Castelo de Paiva,2023,10,Aveiro,6546,120,1421,39
1595,Castelo de Paiva,2023,11,Aveiro,6545,120,1424,41
1596,Castelo de Paiva,2023,12,Aveiro,6546,120,1421,39
1597,Castelo de Paiva,2024,1,Aveiro,6545,120,1418,37
1598,Castelo de Paiva,2024,2,Aveiro,6537,120,1417,37
1599,Castelo de Paiva,2024,3,Aveiro,6536,120,1420,37
1600,Castelo de Vide,2022,3,Portalegre,2375,28,518,9
1601,Castelo de Vide,2022,4,Portalegre,2378,28,518,7
1602,Castelo de Vide,2022,5,Portalegre,2376,28,519,8
1603,Castelo de Vide,2022,6,Portalegre,2380,28,519,9
1604,Castelo de Vide,2022,7,Portalegre,2380,28,519,9
1605,Castelo de Vide,2022,8,Portalegre,2383,28,519,10
1606,Castelo de Vide,2022,9,Portalegre,2381,28,519,9
1607,Castelo de Vide,2022,10,Portalegre,2383,28,519,8
1608,Castelo de Vide,2022,11,Portalegre,2384,28,520,8
1609,Castelo de Vide,2022,12,Portalegre,2386,28,526,8
1610,Castelo de Vide,2023,1,Portalegre,2382,29,525,7
1611,Castelo de Vide,2023,2,Portalegre,2386,29,526,7
1612,Castelo de Vide,2023,3,Portalegre,2387,29,524,7
1613,Castelo de Vide,2023,4,Portalegre,2387,29,524,7
1614,Castelo de Vide,2023,5,Portalegre,2387,29,524,7
1615,Castelo de Vide,2023,6,Portalegre,2392,29,522,7
1616,Castelo de Vide,2023,7,Portalegre,2391,29,522,7
1617,Castelo de Vide,2023,8,Portalegre,2395,29,525,9
1618,Castelo de Vide,2023,9,Portalegre,2393,29,525,6
1619,Castelo de Vide,2023,10,Portalegre,2401,29,527,5
1620,Castelo de Vide,2023,11,Portalegre,2401,29,526,5
1621,Castelo de Vide,2023,12,Portalegre,2397,29,528,5
1622,Castelo de Vide,2024,1,Portalegre,2398,29,528,5
1623,Castelo de Vide,2024,2,Portalegre,2402,29,527,5
1624,Castelo de Vide,2024,3,Portalegre,2401,29,528,5
1625,Castro Marim,2022,3,Faro,7680,129,1348,43
1626,Castro Marim,2022,4,Faro,7688,129,1349,43
1627,Castro Marim,2022,5,Faro,7705,129,1350,45
1628,Castro Marim,2022,6,Faro,7712,129,1359,54
1629,Castro Marim,2022,7,Faro,7732,129,1364,54
1630,Castro Marim,2022,8,Faro,7740,129,1366,71
1631,Castro Marim,2022,9,Faro,7740,129,1366,57
1632,Castro Marim,2022,10,Faro,7744,129,1366,50
1633,Castro Marim,2022,11,Faro,7747,129,1363,46
1634,Castro Marim,2022,12,Faro,7749,129,1360,47
1635,Castro Marim,2023,1,Faro,7756,129,1337,45
1636,Castro Marim,2023,2,Faro,7759,129,1339,45
1637,Castro Marim,2023,3,Faro,7762,129,1341,45
1638,Castro Marim,2023,4,Faro,7763,129,1340,45
1639,Castro Marim,2023,5,Faro,7763,129,1340,45
1640,Castro Marim,2023,6,Faro,7781,129,1353,53
1641,Castro Marim,2023,7,Faro,7789,129,1357,50
1642,Castro Marim,2023,8,Faro,7795,129,1352,50
1643,Castro Marim,2023,9,Faro,7798,129,1349,49
1644,Castro Marim,2023,10,Faro,7803,130,1348,44
1645,Castro Marim,2023,11,Faro,7800,130,1342,44
1646,Castro Marim,2023,12,Faro,7804,130,1342,43
1647,Castro Marim,2024,1,Faro,7804,130,1343,40
1648,Castro Marim,2024,2,Faro,7797,130,1346,38
1649,Castro Marim,2024,3,Faro,7804,129,1353,38
1650,Castro Verde,2022,3,Beja,4117,57,770,17
1651,Castro Verde,2022,4,Beja,4118,57,771,16
1652,Castro Verde,2022,5,Beja,4118,57,773,16
1653,Castro Verde,2022,6,Beja,4117,57,772,16
1654,Castro Verde,2022,7,Beja,4119,57,773,17
1655,Castro Verde,2022,8,Beja,4123,57,776,17
1656,Castro Verde,2022,9,Beja,4125,58,778,17
1657,Castro Verde,2022,10,Beja,4127,58,778,15
1658,Castro Verde,2022,11,Beja,4133,58,778,18
1659,Castro Verde,2022,12,Beja,4130,58,779,18
1660,Castro Verde,2023,1,Beja,4131,58,779,14
1661,Castro Verde,2023,2,Beja,4139,58,780,13
1662,Castro Verde,2023,3,Beja,4138,58,782,13
1663,Castro Verde,2023,4,Beja,4138,58,782,13
1664,Castro Verde,2023,5,Beja,4138,58,782,13
1665,Castro Verde,2023,6,Beja,4146,58,786,8
1666,Castro Verde,2023,7,Beja,4147,59,789,9
1667,Castro Verde,2023,8,Beja,4148,59,791,10
1668,Castro Verde,2023,9,Beja,4150,59,791,9
1669,Castro Verde,2023,10,Beja,4154,59,793,11
1670,Castro Verde,2023,11,Beja,4153,59,793,17
1671,Castro Verde,2023,12,Beja,4156,59,793,17
1672,Castro Verde,2024,1,Beja,4157,59,793,13
1673,Castro Verde,2024,2,Beja,4159,59,797,12
1674,Castro Verde,2024,3,Beja,4159,59,796,13
1675,Castro daire,2022,3,Viseu,10447,182,1862,72
1676,Castro daire,2022,4,Viseu,10448,182,1866,74
1677,Castro daire,2022,5,Viseu,10452,182,1869,73
1678,Castro daire,2022,6,Viseu,10454,182,1868,77
1679,Castro daire,2022,7,Viseu,10459,182,1870,75
1680,Castro daire,2022,8,Viseu,10469,182,1870,71
1681,Castro daire,2022,9,Viseu,10471,182,1869,72
1682,Castro daire,2022,10,Viseu,10476,182,1870,63
1683,Castro daire,2022,11,Viseu,10480,182,1876,58
1684,Castro daire,2022,12,Viseu,10488,182,1882,61
1685,Castro daire,2023,1,Viseu,10489,182,1883,55
1686,Castro daire,2023,2,Viseu,10485,182,1885,56
1687,Castro daire,2023,3,Viseu,10484,182,1887,56
1688,Castro daire,2023,4,Viseu,10483,182,1888,56
1689,Castro daire,2023,5,Viseu,10483,182,1888,56
1690,Castro daire,2023,6,Viseu,10496,186,1898,64
1691,Castro daire,2023,7,Viseu,10504,186,1897,56
1692,Castro daire,2023,8,Viseu,10504,186,1897,55
1693,Castro daire,2023,9,Viseu,10509,186,1903,48
1694,Castro daire,2023,10,Viseu,10518,187,1900,42
1695,Castro daire,2023,11,Viseu,10507,187,1904,46
1696,Castro daire,2023,12,Viseu,10502,187,1903,47
1697,Castro daire,2024,1,Viseu,10502,187,1902,41
1698,Castro daire,2024,2,Viseu,10494,187,1901,41
1699,Castro daire,2024,3,Viseu,10495,187,1907,40
1700,Celorico da Beira,2022,3,Guarda,5028,130,1060,43
1701,Celorico da Beira,2022,4,Guarda,5017,130,1061,43
1702,Celorico da Beira,2022,5,Guarda,5017,130,1061,42
1703,Celorico da Beira,2022,6,Guarda,5015,130,1059,46
1704,Celorico da Beira,2022,7,Guarda,5017,130,1061,45
1705,Celorico da Beira,2022,8,Guarda,5030,130,1059,42
1706,Celorico da Beira,2022,9,Guarda,5031,131,1058,41
1707,Celorico da Beira,2022,10,Guarda,5034,131,1058,42
1708,Celorico da Beira,2022,11,Guarda,5030,131,1061,43
1709,Celorico da Beira,2022,12,Guarda,5027,131,1062,44
1710,Celorico da Beira,2023,1,Guarda,5029,131,1065,42
1711,Celorico da Beira,2023,2,Guarda,5030,131,1064,43
1712,Celorico da Beira,2023,3,Guarda,5023,131,1064,44
1713,Celorico da Beira,2023,4,Guarda,5023,131,1064,44
1714,Celorico da Beira,2023,5,Guarda,5023,131,1064,44
1715,Celorico da Beira,2023,6,Guarda,5034,131,1073,45
1716,Celorico da Beira,2023,7,Guarda,5036,131,1075,45
1717,Celorico da Beira,2023,8,Guarda,5037,132,1074,43
1718,Celorico da Beira,2023,9,Guarda,5041,132,1075,44
1719,Celorico da Beira,2023,10,Guarda,5044,132,1078,42
1720,Celorico da Beira,2023,11,Guarda,5038,132,1078,42
1721,Celorico da Beira,2023,12,Guarda,5034,133,1081,41
1722,Celorico da Beira,2024,1,Guarda,5040,134,1083,40
1723,Celorico da Beira,2024,2,Guarda,5035,134,1082,40
1724,Celorico da Beira,2024,3,Guarda,5037,134,1084,41
1725,Celorico de Basto,2022,3,Braga,9105,210,1508,121
1726,Celorico de Basto,2022,4,Braga,9098,210,1507,119
1727,Celorico de Basto,2022,5,Braga,9109,209,1518,122
1728,Celorico de Basto,2022,6,Braga,9122,209,1515,117
1729,Celorico de Basto,2022,7,Braga,9136,210,1514,116
1730,Celorico de Basto,2022,8,Braga,9155,210,1513,110
1731,Celorico de Basto,2022,9,Braga,9165,210,1513,109
1732,Celorico de Basto,2022,10,Braga,9169,210,1510,110
1733,Celorico de Basto,2022,11,Braga,9175,210,1515,111
1734,Celorico de Basto,2022,12,Braga,9184,210,1519,110
1735,Celorico de Basto,2023,1,Braga,9191,210,1516,108
1736,Celorico de Basto,2023,2,Braga,9195,210,1517,108
1737,Celorico de Basto,2023,3,Braga,9206,210,1515,109
1738,Celorico de Basto,2023,4,Braga,9206,210,1515,109
1739,Celorico de Basto,2023,5,Braga,9206,210,1515,109
1740,Celorico de Basto,2023,6,Braga,9236,210,1533,107
1741,Celorico de Basto,2023,7,Braga,9266,211,1536,114
1742,Celorico de Basto,2023,8,Braga,9276,211,1539,106
1743,Celorico de Basto,2023,9,Braga,9288,211,1540,103
1744,Celorico de Basto,2023,10,Braga,9289,211,1537,101
1745,Celorico de Basto,2023,11,Braga,9302,211,1540,101
1746,Celorico de Basto,2023,12,Braga,9301,211,1549,100
1747,Celorico de Basto,2024,1,Braga,9303,211,1551,96
1748,Celorico de Basto,2024,2,Braga,9301,211,1555,99
1749,Celorico de Basto,2024,3,Braga,9304,211,1554,100
1750,Chamusca,2022,3,Santarém,4428,119,1663,12
1751,Chamusca,2022,4,Santarém,4425,119,1679,10
1752,Chamusca,2022,5,Santarém,4421,119,1725,30
1753,Chamusca,2022,6,Santarém,4414,119,1760,9
1754,Chamusca,2022,7,Santarém,4423,119,1755,9
1755,Chamusca,2022,8,Santarém,4421,119,1752,10
1756,Chamusca,2022,9,Santarém,4423,119,1719,12
1757,Chamusca,2022,10,Santarém,4418,119,1678,12
1758,Chamusca,2022,11,Santarém,4420,119,1649,14
1759,Chamusca,2022,12,Santarém,4422,119,1626,13
1760,Chamusca,2023,1,Santarém,4425,119,1619,11
1761,Chamusca,2023,2,Santarém,4428,119,1639,13
1762,Chamusca,2023,3,Santarém,4427,119,1651,11
1763,Chamusca,2023,4,Santarém,4427,119,1651,11
1764,Chamusca,2023,5,Santarém,4427,119,1651,11
1765,Chamusca,2023,6,Santarém,4443,119,1744,13
1766,Chamusca,2023,7,Santarém,4446,119,1747,12
1767,Chamusca,2023,8,Santarém,4456,119,1732,12
1768,Chamusca,2023,9,Santarém,4459,119,1718,10
1769,Chamusca,2023,10,Santarém,4453,119,1707,10
1770,Chamusca,2023,11,Santarém,4450,119,1689,14
1771,Chamusca,2023,12,Santarém,4447,119,1671,16
1772,Chamusca,2024,1,Santarém,4453,119,1673,11
1773,Chamusca,2024,2,Santarém,4451,119,1667,13
1774,Chamusca,2024,3,Santarém,4447,119,1672,11
1775,Chaves,2022,3,Vila Real,24942,335,5104,163
1776,Chaves,2022,4,Vila Real,24953,335,5100,163
1777,Chaves,2022,5,Vila Real,24933,335,5096,164
1778,Chaves,2022,6,Vila Real,24944,335,5107,155
1779,Chaves,2022,7,Vila Real,24965,335,5102,158
1780,Chaves,2022,8,Vila Real,24984,336,5112,159
1781,Chaves,2022,9,Vila Real,25004,337,5114,156
1782,Chaves,2022,10,Vila Real,24999,337,5114,189
1783,Chaves,2022,11,Vila Real,25019,338,5125,158
1784,Chaves,2022,12,Vila Real,25008,338,5119,158
1785,Chaves,2023,1,Vila Real,25021,338,5123,158
1786,Chaves,2023,2,Vila Real,25039,338,5132,157
1787,Chaves,2023,3,Vila Real,25057,338,5139,152
1788,Chaves,2023,4,Vila Real,25057,338,5139,152
1789,Chaves,2023,5,Vila Real,25057,338,5139,152
1790,Chaves,2023,6,Vila Real,25117,338,5169,147
1791,Chaves,2023,7,Vila Real,25155,338,5168,153
1792,Chaves,2023,8,Vila Real,25184,339,5182,146
1793,Chaves,2023,9,Vila Real,25180,339,5193,144
1794,Chaves,2023,10,Vila Real,25195,340,5196,179
1795,Chaves,2023,11,Vila Real,25203,340,5203,141
1796,Chaves,2023,12,Vila Real,25192,340,5202,143
1797,Chaves,2024,1,Vila Real,25193,340,5200,136
1798,Chaves,2024,2,Vila Real,25207,340,5195,136
1799,Chaves,2024,3,Vila Real,25211,341,5192,130
1800,Cinfães,2022,3,Viseu,10401,163,1638,39
1801,Cinfães,2022,4,Viseu,10398,164,1640,38
1802,Cinfães,2022,5,Viseu,10382,164,1643,38
1803,Cinfães,2022,6,Viseu,10384,164,1644,45
1804,Cinfães,2022,7,Viseu,10389,164,1643,39
1805,Cinfães,2022,8,Viseu,10390,164,1642,42
1806,Cinfães,2022,9,Viseu,10395,164,1643,38
1807,Cinfães,2022,10,Viseu,10396,165,1645,37
1808,Cinfães,2022,11,Viseu,10387,166,1649,37
1809,Cinfães,2022,12,Viseu,10401,166,1651,40
1810,Cinfães,2023,1,Viseu,10402,166,1648,35
1811,Cinfães,2023,2,Viseu,10404,166,1647,34
1812,Cinfães,2023,3,Viseu,10409,166,1648,33
1813,Cinfães,2023,4,Viseu,10409,166,1648,33
1814,Cinfães,2023,5,Viseu,10409,166,1648,33
1815,Cinfães,2023,6,Viseu,10439,168,1655,34
1816,Cinfães,2023,7,Viseu,10454,168,1658,25
1817,Cinfães,2023,8,Viseu,10459,168,1660,23
1818,Cinfães,2023,9,Viseu,10456,168,1663,24
1819,Cinfães,2023,10,Viseu,10450,168,1665,23
1820,Cinfães,2023,11,Viseu,10445,168,1671,24
1821,Cinfães,2023,12,Viseu,10443,168,1672,27
1822,Cinfães,2024,1,Viseu,10450,168,1670,23
1823,Cinfães,2024,2,Viseu,10451,168,1676,22
1824,Cinfães,2024,3,Viseu,10456,168,1678,19
1825,Coimbra,2022,3,Coimbra,75042,674,17302,499
1826,Coimbra,2022,4,Coimbra,75065,674,17306,500
1827,Coimbra,2022,5,Coimbra,75052,674,17320,510
1828,Coimbra,2022,6,Coimbra,75076,674,17339,514
1829,Coimbra,2022,7,Coimbra,75067,674,17367,489
1830,Coimbra,2022,8,Coimbra,75131,674,17379,489
1831,Coimbra,2022,9,Coimbra,75249,674,17407,493
1832,Coimbra,2022,10,Coimbra,75318,675,17412,487
1833,Coimbra,2022,11,Coimbra,75376,675,17416,500
1834,Coimbra,2022,12,Coimbra,75449,675,17421,511
1835,Coimbra,2023,1,Coimbra,75518,675,17436,483
1836,Coimbra,2023,2,Coimbra,75548,677,17459,480
1837,Coimbra,2023,3,Coimbra,75571,677,17475,478
1838,Coimbra,2023,4,Coimbra,75571,677,17475,478
1839,Coimbra,2023,5,Coimbra,75571,677,17475,478
1840,Coimbra,2023,6,Coimbra,75729,680,17547,483
1841,Coimbra,2023,7,Coimbra,75744,682,17553,468
1842,Coimbra,2023,8,Coimbra,75798,682,17593,462
1843,Coimbra,2023,9,Coimbra,75852,682,17588,455
1844,Coimbra,2023,10,Coimbra,75965,682,17601,458
1845,Coimbra,2023,11,Coimbra,76020,683,17627,458
1846,Coimbra,2023,12,Coimbra,76034,684,17620,469
1847,Coimbra,2024,1,Coimbra,76091,684,17613,433
1848,Coimbra,2024,2,Coimbra,76144,684,17614,435
1849,Coimbra,2024,3,Coimbra,76188,684,17618,426
1850,Condeixa-a-Nova,2022,3,Coimbra,7449,100,1619,67
1851,Condeixa-a-Nova,2022,4,Coimbra,7460,100,1619,67
1852,Condeixa-a-Nova,2022,5,Coimbra,7464,100,1622,68
1853,Condeixa-a-Nova,2022,6,Coimbra,7464,100,1622,68
1854,Condeixa-a-Nova,2022,7,Coimbra,7458,100,1619,67
1855,Condeixa-a-Nova,2022,8,Coimbra,7478,100,1618,67
1856,Condeixa-a-Nova,2022,9,Coimbra,7487,100,1622,68
1857,Condeixa-a-Nova,2022,10,Coimbra,7491,100,1622,68
1858,Condeixa-a-Nova,2022,11,Coimbra,7494,100,1618,67
1859,Condeixa-a-Nova,2022,12,Coimbra,7503,101,1621,66
1860,Condeixa-a-Nova,2023,1,Coimbra,7507,101,1623,72
1861,Condeixa-a-Nova,2023,2,Coimbra,7512,101,1624,66
1862,Condeixa-a-Nova,2023,3,Coimbra,7517,103,1621,65
1863,Condeixa-a-Nova,2023,4,Coimbra,7517,103,1621,65
1864,Condeixa-a-Nova,2023,5,Coimbra,7517,103,1621,65
1865,Condeixa-a-Nova,2023,6,Coimbra,7545,103,1635,63
1866,Condeixa-a-Nova,2023,7,Coimbra,7559,103,1637,60
1867,Condeixa-a-Nova,2023,8,Coimbra,7569,103,1641,59
1868,Condeixa-a-Nova,2023,9,Coimbra,7574,103,1644,56
1869,Condeixa-a-Nova,2023,10,Coimbra,7594,103,1647,55
1870,Condeixa-a-Nova,2023,11,Coimbra,7602,103,1645,54
1871,Condeixa-a-Nova,2023,12,Coimbra,7606,103,1647,54
1872,Condeixa-a-Nova,2024,1,Coimbra,7616,103,1649,56
1873,Condeixa-a-Nova,2024,2,Coimbra,7612,103,1650,51
1874,Condeixa-a-Nova,2024,3,Coimbra,7613,103,1650,49
1875,Constância,2022,3,Santarém,1914,36,437,12
1876,Constância,2022,4,Santarém,1913,36,435,12
1877,Constância,2022,5,Santarém,1912,36,439,13
1878,Constância,2022,6,Santarém,1915,36,438,13
1879,Constância,2022,7,Santarém,1920,36,439,13
1880,Constância,2022,8,Santarém,1918,36,440,13
1881,Constância,2022,9,Santarém,1916,36,442,13
1882,Constância,2022,10,Santarém,1918,36,443,12
1883,Constância,2022,11,Santarém,1919,36,445,12
