,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,cluster,ano,concelho
1098,373,3748,0,0,0,19,10,13,7,3267,81,755,18,1,2024,Fornos de Algodres
1099,256,3862,0,0,0,11,11,6,2,3263,81,755,19,1,2024,Fornos de Algodres
1100,217,3899,0,0,0,12,13,6,4,3259,81,757,19,1,2024,Fornos de Algodres
1101,469,2057,0,1,0,11,10,6,5,2006,30,475,15,1,2022,Fronteira
1102,478,2050,2,0,0,22,23,11,8,2006,30,477,15,1,2022,Fronteira
1103,431,2095,1,0,0,21,17,7,8,2004,30,479,13,1,2022,Fronteira
1104,395,2133,1,0,0,31,25,6,11,2006,30,479,13,1,2022,Fronteira
1105,355,2185,0,0,0,24,24,15,4,2013,30,481,16,1,2022,Fronteira
1106,345,2192,0,0,0,24,21,7,10,2013,30,480,14,1,2022,Fronteira
1107,348,2195,1,0,0,16,14,11,6,2019,30,480,14,1,2022,Fronteira
1108,328,2215,2,0,0,28,22,10,4,2020,30,480,13,1,2022,Fronteira
1109,347,2207,34,0,0,24,21,9,12,2025,30,486,13,1,2022,Fronteira
1110,339,2216,50,1,0,21,19,10,16,2025,30,486,14,1,2022,Fronteira
1111,269,2285,30,1,0,24,26,11,7,2025,30,487,12,1,2023,Fronteira
1112,275,2276,28,0,0,24,19,13,3,2022,30,487,12,1,2023,Fronteira
1113,223,2328,35,0,0,18,17,16,8,2021,30,488,12,1,2023,Fronteira
1114,218,2333,14,0,0,18,18,10,3,2021,30,488,12,1,2023,Fronteira
1115,224,2327,10,0,0,26,17,3,5,2021,30,488,12,1,2023,Fronteira
1116,213,2350,4,0,0,22,22,8,8,2026,30,493,14,1,2023,Fronteira
1117,208,2361,1,0,0,17,16,15,17,2030,30,492,17,1,2023,Fronteira
1118,199,2371,2,0,0,20,19,6,8,2031,30,493,16,1,2023,Fronteira
1119,206,2365,1,0,0,13,19,9,6,2035,30,492,14,1,2023,Fronteira
1120,192,2380,4,0,0,10,9,9,1,2035,30,493,14,1,2023,Fronteira
1121,201,2382,1,0,0,23,17,11,2,2033,30,491,29,1,2023,Fronteira
1122,194,2379,1,0,0,17,16,5,2,2036,30,492,15,1,2023,Fronteira
1123,194,2384,0,0,0,18,16,22,5,2043,30,491,14,1,2024,Fronteira
1124,176,2401,0,0,0,13,8,1,0,2041,30,492,14,1,2024,Fronteira
1125,168,2410,1,0,0,20,16,12,3,2043,30,491,14,1,2024,Fronteira
1126,1664,1863,1,1,0,9,7,4,3,2891,45,578,13,1,2022,Gavião
1127,1503,2015,5,0,0,13,12,11,11,2888,45,574,11,1,2022,Gavião
1128,1451,2062,3,0,0,19,12,3,6,2884,45,573,11,1,2022,Gavião
1129,1571,1944,3,0,0,22,19,11,3,2886,45,574,10,1,2022,Gavião
1130,1205,2309,5,0,0,23,15,8,2,2884,45,576,9,1,2022,Gavião
1131,1009,2509,0,1,0,22,17,9,6,2887,45,577,9,1,2022,Gavião
1132,950,2573,2,0,0,18,17,13,5,2892,45,578,8,1,2022,Gavião
1133,788,2737,3,0,0,22,11,5,4,2892,45,579,9,1,2022,Gavião
1134,270,3262,71,0,0,25,21,14,5,2902,44,579,7,1,2023,Gavião
1135,296,3236,39,0,0,38,30,16,9,2902,44,579,7,1,2023,Gavião
1136,196,3336,26,0,0,36,27,13,10,2902,44,579,7,1,2023,Gavião
1137,191,3344,6,0,0,28,23,7,9,2902,44,582,7,1,2023,Gavião
1138,193,3346,2,0,0,22,25,12,8,2906,44,584,5,1,2023,Gavião
1139,175,3365,1,0,2,29,23,13,13,2907,44,584,5,1,2023,Gavião
1140,175,3364,3,0,0,20,12,11,9,2906,44,584,5,1,2023,Gavião
1141,184,3351,8,0,0,36,32,8,9,2904,44,582,5,1,2023,Gavião
1142,238,3299,1,0,0,28,27,12,14,2906,44,582,5,1,2023,Gavião
1143,289,3245,0,0,0,14,15,14,4,2903,44,582,5,1,2023,Gavião
1144,218,3314,0,0,0,27,19,15,5,2899,44,584,5,1,2024,Gavião
1145,149,3373,2,0,0,17,16,12,3,2891,44,582,5,1,2024,Gavião
1146,138,3379,1,0,0,15,16,19,7,2886,45,582,4,1,2024,Gavião
1147,1518,2619,2,1,0,9,7,4,3,2931,43,1143,20,1,2022,Golegã
1148,1558,2602,0,0,0,13,15,18,7,2936,43,1162,19,1,2022,Golegã
1149,1460,2761,2,0,0,25,20,47,7,2934,43,1225,19,1,2022,Golegã
1150,1520,2731,0,0,0,35,31,28,7,2940,43,1249,19,1,2022,Golegã
1151,1358,2890,2,0,0,19,16,11,3,2936,43,1250,19,1,2022,Golegã
1152,1305,2952,4,0,0,24,24,14,11,2942,43,1253,19,1,2022,Golegã
1153,1221,3000,16,0,0,17,17,32,13,2951,43,1201,26,1,2022,Golegã
1154,1010,3180,57,0,0,37,35,9,14,2958,43,1171,18,1,2023,Golegã
1155,889,3301,69,0,2,35,26,32,10,2952,43,1177,18,1,2023,Golegã
1156,871,3319,71,0,0,41,38,14,16,2952,43,1177,18,1,2023,Golegã
1157,846,3344,32,0,0,53,39,14,12,2952,43,1177,18,1,2023,Golegã
1158,797,3478,8,0,0,35,37,14,15,2959,43,1256,17,1,2023,Golegã
1159,781,3500,3,0,1,37,34,8,20,2961,43,1258,19,1,2023,Golegã
1160,746,3532,1,0,3,33,32,16,22,2966,43,1252,17,1,2023,Golegã
1161,579,3665,7,0,0,34,29,45,13,2966,43,1218,17,1,2023,Golegã
1162,493,3755,0,0,0,48,42,28,13,2974,43,1213,18,1,2023,Golegã
1163,487,3760,1,0,0,25,19,26,7,2979,43,1207,18,1,2023,Golegã
1164,461,3786,2,0,0,49,40,19,13,2983,43,1203,18,1,2024,Golegã
1165,385,3859,2,0,0,19,21,13,6,2978,43,1205,18,1,2024,Golegã
1166,331,3924,1,0,0,37,30,16,7,2979,43,1215,18,1,2024,Golegã
1167,4489,6400,4,0,0,15,12,10,5,8986,142,1716,45,2,2022,Gouveia
1168,4510,6379,10,0,0,27,29,27,16,8975,142,1727,45,2,2022,Gouveia
1169,4214,6673,6,0,0,40,25,23,5,8971,142,1729,45,0,2022,Gouveia
1170,4402,6478,10,0,0,36,27,28,18,8962,142,1729,47,2,2022,Gouveia
1171,3996,6897,4,0,0,37,39,27,17,8967,142,1734,50,0,2022,Gouveia
1172,3828,7060,3,0,0,48,39,41,13,8963,142,1733,50,0,2022,Gouveia
1173,3756,7130,1,0,0,30,27,38,11,8965,142,1731,48,0,2022,Gouveia
1174,3738,7140,18,0,0,42,38,29,6,8959,142,1731,46,0,2022,Gouveia
1175,1802,9065,72,0,0,35,37,40,20,8936,142,1745,44,0,2023,Gouveia
1176,1443,9434,2,0,0,34,29,26,17,8942,142,1748,45,0,2023,Gouveia
1177,1347,9539,2,0,4,33,30,37,19,8945,143,1755,43,0,2023,Gouveia
1178,1037,9842,10,0,0,33,28,46,6,8943,143,1754,39,0,2023,Gouveia
1179,882,9997,5,0,2,60,46,43,15,8943,143,1756,37,0,2023,Gouveia
1180,753,10131,2,0,0,43,27,35,10,8942,143,1763,36,0,2024,Gouveia
1181,658,10215,1,0,0,22,13,19,6,8933,143,1760,37,0,2024,Gouveia
1182,648,10224,4,0,0,37,28,32,7,8933,143,1759,37,0,2024,Gouveia
1183,3277,1716,1,0,0,0,0,0,1,4207,94,677,15,1,2022,Góis
1184,3238,1752,0,0,0,2,3,1,3,4203,94,678,15,1,2022,Góis
1185,3142,1846,3,0,0,1,0,0,1,4202,94,677,15,1,2022,Góis
1186,3124,1861,1,0,0,4,3,2,1,4200,94,676,15,1,2022,Góis
1187,2994,1991,1,0,0,2,3,3,2,4197,94,677,17,1,2022,Góis
1188,2929,2057,0,0,0,5,3,3,4,4197,94,678,17,1,2022,Góis
1189,2861,2123,0,1,0,4,5,2,1,4200,94,677,13,1,2022,Góis
1190,2768,2216,4,0,0,3,3,5,0,4198,94,679,13,1,2022,Góis
1191,2665,2318,78,0,1,7,4,5,1,4198,94,678,13,1,2022,Góis
1192,2563,2416,65,0,4,9,5,13,4,4194,94,677,14,1,2023,Góis
1193,2520,2462,41,0,0,4,4,5,2,4195,94,679,14,1,2023,Góis
1194,2476,2502,64,0,1,8,5,5,4,4191,94,679,14,1,2023,Góis
1195,2249,2729,61,0,0,12,8,2,3,4191,94,679,14,1,2023,Góis
1196,2034,2959,9,0,0,13,10,12,4,4197,94,689,13,1,2023,Góis
1197,1892,3110,0,0,0,9,10,8,10,4201,94,693,14,1,2023,Góis
1198,1832,3175,0,0,1,12,9,7,5,4204,94,696,13,1,2023,Góis
1199,1808,3192,0,0,0,9,7,10,10,4198,94,694,14,1,2023,Góis
1200,1753,3246,5,0,0,5,5,7,3,4198,94,694,13,1,2023,Góis
1201,1596,3404,1,0,0,23,16,7,3,4199,94,694,13,1,2023,Góis
1202,1342,3652,1,0,0,10,8,12,6,4196,94,691,13,1,2023,Góis
1203,1239,3748,3,0,0,16,13,13,2,4191,94,689,13,1,2024,Góis
1204,1143,3843,1,0,0,14,9,4,2,4189,94,692,11,1,2024,Góis
1205,1004,3987,2,0,0,13,14,9,9,4193,94,692,12,1,2024,Góis
1206,6935,3875,0,1,0,4,4,6,6,8762,120,1900,28,2,2022,Idanha-a-Nova
1207,6942,3870,3,0,0,18,17,8,11,8762,120,1902,28,2,2022,Idanha-a-Nova
1208,6887,3902,0,0,0,30,20,8,7,8737,120,1903,29,2,2022,Idanha-a-Nova
1209,6934,3849,5,0,0,20,22,10,17,8727,121,1905,30,2,2022,Idanha-a-Nova
1210,6715,4074,1,0,0,18,14,7,6,8724,121,1907,37,2,2022,Idanha-a-Nova
1211,6640,4142,0,0,0,29,27,12,11,8723,121,1908,30,2,2022,Idanha-a-Nova
1212,6604,4182,2,0,0,23,20,11,2,8726,121,1910,29,2,2022,Idanha-a-Nova
1213,6487,4305,11,0,0,15,13,18,16,8727,121,1915,29,2,2022,Idanha-a-Nova
1214,6485,4303,73,0,0,25,19,20,16,8725,121,1914,28,2,2022,Idanha-a-Nova
1215,5045,5737,34,1,0,36,31,17,10,8717,122,1914,29,2,2023,Idanha-a-Nova
1216,4960,5842,3,0,1,34,29,21,19,8723,122,1922,35,2,2023,Idanha-a-Nova
1217,4859,5937,0,0,4,40,29,22,13,8719,122,1924,31,2,2023,Idanha-a-Nova
1218,4759,6035,2,0,0,25,18,15,15,8718,122,1926,28,2,2023,Idanha-a-Nova
1219,4664,6132,2,1,0,42,33,18,10,8717,122,1929,28,2,2023,Idanha-a-Nova
1220,4363,6418,0,0,0,42,37,18,8,8709,122,1921,29,2,2023,Idanha-a-Nova
1221,4210,6573,0,0,0,44,29,30,13,8712,122,1918,31,0,2023,Idanha-a-Nova
1222,4107,6668,1,0,0,49,36,28,11,8706,122,1920,27,0,2024,Idanha-a-Nova
1223,3905,6860,1,0,1,22,15,5,5,8694,122,1921,28,0,2024,Idanha-a-Nova
1224,3426,7331,4,0,0,23,18,38,12,8689,123,1916,29,0,2024,Idanha-a-Nova
1225,2274,9247,3,0,0,44,41,22,16,9418,121,1943,39,0,2022,Lousã
1226,588,11098,3,0,0,75,60,37,8,9575,123,1960,28,0,2024,Lousã
1227,836,12573,8,0,0,33,33,26,9,10375,194,2778,62,0,2024,Mangualde
1228,1804,941,1,0,0,1,1,2,0,2305,34,383,23,1,2022,Manteigas
1229,1773,974,0,0,0,2,3,2,0,2307,34,384,22,1,2022,Manteigas
1230,1580,1168,0,0,0,0,0,3,0,2308,34,384,22,1,2022,Manteigas
1231,1719,1033,0,0,0,1,0,3,0,2310,34,386,22,1,2022,Manteigas
1232,1490,1262,0,0,0,5,3,5,1,2308,34,387,23,1,2022,Manteigas
1233,1461,1295,0,1,0,11,6,0,4,2312,34,388,22,1,2022,Manteigas
1234,1365,1388,0,0,0,5,4,6,5,2310,34,388,21,1,2022,Manteigas
1235,1267,1483,1,0,0,5,2,8,1,2305,34,389,22,1,2022,Manteigas
1236,1036,1712,55,0,0,9,5,3,2,2305,34,389,20,1,2023,Manteigas
1237,979,1768,24,1,0,10,8,7,4,2304,34,389,20,1,2023,Manteigas
1238,968,1779,24,0,0,6,6,4,4,2304,34,389,20,1,2023,Manteigas
1239,910,1837,42,0,0,10,7,8,1,2304,34,389,20,1,2023,Manteigas
1240,897,1853,5,0,0,10,11,7,2,2307,35,388,20,1,2023,Manteigas
1241,871,1883,0,0,0,11,7,5,1,2310,35,389,20,1,2023,Manteigas
1242,844,1913,1,0,1,7,5,6,2,2314,35,388,20,1,2023,Manteigas
1243,841,1911,2,0,0,4,4,10,2,2309,35,389,19,1,2023,Manteigas
1244,764,1996,2,0,0,7,6,7,1,2315,35,390,20,1,2023,Manteigas
1245,798,1959,0,0,0,5,5,6,3,2313,35,390,19,1,2023,Manteigas
1246,782,1973,0,0,0,7,3,10,3,2312,35,389,19,1,2023,Manteigas
1247,774,1983,0,0,0,6,10,8,4,2314,35,387,21,1,2024,Manteigas
1248,702,2053,0,0,0,4,3,5,0,2313,35,387,20,1,2024,Manteigas
1249,685,2070,1,0,0,6,7,6,3,2312,35,388,20,1,2024,Manteigas
1250,2009,808,0,0,0,4,1,1,0,2245,65,493,14,1,2022,Marvão
1251,1948,865,1,0,0,6,6,4,2,2243,65,491,14,1,2022,Marvão
1252,1909,904,0,0,0,8,7,2,4,2241,65,493,14,1,2022,Marvão
1253,1912,903,1,0,0,10,8,5,5,2240,65,497,13,1,2022,Marvão
1254,1833,983,0,0,0,8,7,2,4,2240,65,498,13,1,2022,Marvão
1255,1807,1013,1,0,0,7,5,7,4,2242,65,498,15,1,2022,Marvão
1256,1781,1039,0,0,0,9,7,3,1,2244,65,497,14,1,2022,Marvão
1257,1703,1119,3,0,0,6,6,5,0,2246,66,497,13,1,2022,Marvão
1258,1723,1100,71,0,0,11,9,4,5,2247,66,497,13,1,2022,Marvão
1259,1697,1125,46,0,1,14,10,4,3,2247,66,496,13,1,2022,Marvão
1260,1663,1158,26,0,0,13,11,8,5,2248,66,494,13,1,2023,Marvão
1261,1622,1197,18,0,0,9,7,10,1,2246,66,495,12,1,2023,Marvão
1262,1582,1236,22,0,0,8,4,2,4,2247,66,494,11,1,2023,Marvão
1263,1531,1287,27,0,0,14,12,8,9,2247,66,494,11,1,2023,Marvão
1264,1424,1399,25,0,0,27,23,9,6,2246,66,500,11,1,2023,Marvão
1265,1329,1501,0,0,0,14,13,8,3,2250,66,502,12,1,2023,Marvão
1266,1284,1552,0,0,3,17,11,11,6,2253,66,503,14,1,2023,Marvão
1267,1168,1662,0,0,0,12,9,2,8,2251,66,501,12,1,2023,Marvão
1268,1127,1696,3,0,0,25,21,9,7,2244,66,502,11,1,2023,Marvão
1269,1113,1712,1,0,1,22,17,8,4,2244,66,504,11,1,2023,Marvão
1270,1089,1736,0,0,0,17,16,10,3,2245,66,503,11,1,2023,Marvão
1271,1083,1741,0,0,0,17,10,9,3,2246,66,501,11,1,2024,Marvão
1272,1036,1789,0,0,0,10,5,6,0,2247,66,501,11,1,2024,Marvão
1273,1027,1794,0,0,0,13,9,9,4,2244,66,500,11,1,2024,Marvão
1274,3437,3385,3,0,0,7,5,4,7,5382,129,1286,25,2,2022,Mação
1275,3376,3443,7,0,0,11,11,10,9,5380,129,1285,25,2,2022,Mação
1276,3160,3661,3,0,0,14,14,11,6,5381,129,1286,25,1,2022,Mação
1277,3242,3587,0,0,0,21,19,10,3,5390,129,1285,25,1,2022,Mação
1278,2978,3855,2,0,0,17,9,8,6,5391,129,1290,23,1,2022,Mação
1279,2928,3902,3,0,0,19,20,10,6,5387,129,1290,24,1,2022,Mação
1280,2887,3950,3,0,0,15,14,15,2,5395,129,1291,22,1,2022,Mação
1281,2815,4019,6,0,0,19,13,7,7,5396,129,1288,21,1,2022,Mação
1282,2704,4130,53,1,0,22,20,12,3,5404,130,1278,22,1,2023,Mação
1283,2629,4204,64,0,2,24,22,14,6,5402,130,1279,22,1,2023,Mação
1284,2607,4226,34,0,1,28,25,22,9,5402,130,1279,22,1,2023,Mação
1285,2503,4334,6,0,0,34,27,9,4,5399,130,1284,24,1,2023,Mação
1286,2487,4351,1,0,0,35,27,15,11,5398,131,1286,23,1,2023,Mação
1287,2422,4417,3,0,7,24,26,16,19,5397,131,1286,25,1,2023,Mação
1288,2338,4505,7,0,0,21,19,12,8,5400,131,1289,23,1,2023,Mação
1289,2344,4505,4,0,0,27,25,20,10,5405,131,1290,23,1,2023,Mação
1290,2328,4523,2,0,0,50,36,16,6,5411,131,1286,23,1,2023,Mação
1291,2235,4614,4,0,0,23,23,37,7,5412,131,1283,23,1,2023,Mação
1292,2254,4593,1,0,0,36,22,17,6,5413,131,1280,23,1,2024,Mação
1293,1936,4907,2,0,0,23,16,7,3,5407,131,1282,23,0,2024,Mação
1294,1768,5074,5,0,0,39,32,18,5,5406,131,1281,24,0,2024,Mação
1295,5577,5871,8,0,0,14,11,13,7,8997,116,2259,76,2,2022,Mealhada
1296,5546,5902,10,0,0,40,30,26,14,8992,116,2263,77,2,2022,Mealhada
1297,5347,6128,3,0,0,39,29,34,20,8993,116,2285,81,2,2022,Mealhada
1298,5300,6168,5,0,0,46,43,23,20,8994,116,2286,72,2,2022,Mealhada
1299,5278,6188,6,0,0,38,33,27,21,8990,116,2289,71,2,2022,Mealhada
1300,5180,6309,9,0,0,62,59,26,24,9010,116,2289,74,2,2022,Mealhada
1301,4892,6606,12,0,0,38,30,40,15,9037,116,2276,69,2,2022,Mealhada
1302,4169,7377,38,0,0,61,54,38,23,9074,116,2289,67,0,2023,Mealhada
1303,3449,8107,9,0,9,48,46,39,22,9085,116,2290,65,0,2023,Mealhada
1304,2827,8741,23,0,0,50,43,38,16,9105,116,2287,60,0,2023,Mealhada
1305,1409,10179,2,0,0,76,57,43,14,9121,116,2294,57,0,2024,Mealhada
1306,872,10729,1,0,1,44,37,17,11,9124,116,2306,55,0,2024,Mealhada
1307,763,10841,6,0,0,72,53,32,12,9129,116,2309,50,0,2024,Mealhada
1308,6619,1423,1,0,0,1,1,2,0,6766,122,1122,32,2,2022,Melgaço
1309,6597,1440,0,0,0,3,4,2,0,6759,122,1123,33,2,2022,Melgaço
1310,6559,1477,1,0,0,2,1,3,0,6759,122,1125,30,2,2022,Melgaço
1311,6575,1462,1,0,0,1,0,2,1,6759,122,1128,28,2,2022,Melgaço
1312,5565,2469,0,0,0,5,2,5,4,6755,122,1128,29,2,2022,Melgaço
1313,5333,2709,0,0,0,22,19,6,6,6764,122,1128,28,2,2022,Melgaço
1314,5268,2780,0,0,0,9,8,9,4,6764,122,1127,35,2,2022,Melgaço
1315,5169,2865,12,0,0,17,15,5,6,6752,122,1129,31,2,2022,Melgaço
1316,5173,2868,30,0,0,22,18,11,10,6759,122,1130,30,2,2023,Melgaço
1317,5040,3004,62,0,1,17,15,7,4,6765,122,1129,28,2,2023,Melgaço
1318,5104,2940,31,0,0,23,14,5,4,6765,122,1129,28,2,2023,Melgaço
1319,4919,3125,71,0,0,26,18,8,10,6765,122,1129,28,2,2023,Melgaço
1320,4622,3436,19,0,0,23,20,6,10,6774,122,1129,33,2,2023,Melgaço
1321,4411,3661,2,0,0,31,24,13,6,6781,122,1134,35,2,2023,Melgaço
1322,4402,3677,1,0,4,28,21,11,6,6788,122,1132,37,2,2023,Melgaço
1323,4304,3779,2,0,0,17,16,12,8,6790,122,1130,41,2,2023,Melgaço
1324,4266,3815,3,0,0,19,11,12,7,6788,122,1135,36,2,2023,Melgaço
1325,3537,4537,2,0,0,41,26,19,8,6779,122,1136,37,2,2023,Melgaço
1326,2650,5422,0,0,3,22,15,24,10,6772,122,1135,43,0,2023,Melgaço
1327,2418,5643,0,0,1,44,35,31,6,6768,122,1133,38,0,2024,Melgaço
1328,2273,5784,1,0,0,24,19,8,5,6766,122,1132,37,0,2024,Melgaço
1329,2111,5941,0,0,0,25,26,17,6,6759,122,1134,37,0,2024,Melgaço
1330,386,2030,0,1,0,5,6,1,8,1983,36,391,6,1,2022,Mesão Frio
1331,374,2042,0,0,0,17,14,2,10,1982,36,392,6,1,2022,Mesão Frio
1332,461,1949,0,0,0,13,8,4,4,1975,36,394,5,1,2022,Mesão Frio
1333,366,2042,0,0,0,19,17,4,12,1975,36,392,5,1,2022,Mesão Frio
1334,356,2055,0,0,0,11,9,7,9,1976,36,394,5,1,2022,Mesão Frio
1335,364,2053,2,0,0,20,17,6,3,1980,36,396,5,1,2022,Mesão Frio
1336,387,2030,0,0,0,14,14,8,9,1980,36,395,6,1,2022,Mesão Frio
1337,403,2013,3,0,0,9,7,4,7,1980,36,394,6,1,2022,Mesão Frio
1338,293,2123,24,0,0,14,8,3,8,1979,36,395,6,1,2022,Mesão Frio
1339,295,2118,21,0,1,11,14,6,12,1976,36,395,6,1,2022,Mesão Frio
1340,299,2116,12,0,1,14,12,7,10,1977,36,396,6,1,2023,Mesão Frio
1341,341,2072,18,0,0,14,12,7,9,1974,36,397,6,1,2023,Mesão Frio
1342,298,2118,10,0,3,10,9,1,8,1976,36,398,6,1,2023,Mesão Frio
1343,311,2105,11,0,0,9,6,8,9,1976,36,398,6,1,2023,Mesão Frio
1344,278,2138,9,0,0,20,10,3,9,1976,36,398,6,1,2023,Mesão Frio
1345,313,2109,0,0,0,20,17,3,5,1979,36,401,6,1,2023,Mesão Frio
1346,297,2124,3,0,0,32,25,1,14,1976,36,403,6,1,2023,Mesão Frio
1347,244,2177,2,0,4,18,14,5,7,1975,36,404,6,1,2023,Mesão Frio
1348,301,2119,3,0,0,10,11,3,9,1972,36,406,6,1,2023,Mesão Frio
1349,265,2154,3,0,0,17,15,8,11,1974,36,403,6,1,2023,Mesão Frio
1350,277,2143,2,0,0,21,14,6,5,1974,36,403,7,1,2023,Mesão Frio
1351,267,2150,0,0,0,9,11,4,1,1970,36,404,7,1,2023,Mesão Frio
1352,321,2095,1,0,0,15,11,6,0,1968,36,405,7,1,2024,Mesão Frio
1353,211,2206,0,0,0,6,5,0,1,1968,36,406,7,1,2024,Mesão Frio
1354,222,2194,0,0,0,8,7,5,3,1966,36,407,7,1,2024,Mesão Frio
1355,3716,6196,2,0,0,34,28,16,5,7783,83,1963,83,0,2022,Mira
1356,3615,6307,2,0,0,38,36,21,18,7793,83,1967,79,0,2022,Mira
1357,3604,6322,2,0,0,34,24,14,10,7796,83,1969,78,0,2022,Mira
1358,3543,6370,15,0,0,29,27,25,16,7793,83,1962,75,0,2022,Mira
1359,2478,7466,36,0,0,45,37,19,19,7824,84,1972,64,0,2023,Mira
1360,2102,7854,6,0,0,43,42,20,12,7832,84,1973,67,0,2023,Mira
1361,2021,7956,8,0,2,42,34,26,22,7850,84,1979,64,0,2023,Mira
1362,1914,8054,6,0,0,27,22,20,10,7849,84,1974,61,0,2023,Mira
1363,1830,8127,9,0,0,48,38,37,21,7846,84,1967,60,0,2023,Mira
1364,1730,8234,1,0,0,60,45,40,20,7856,84,1966,58,0,2023,Mira
1365,1628,8340,4,0,0,31,27,33,14,7860,84,1968,56,0,2023,Mira
1366,1386,8586,3,0,1,59,43,38,8,7866,85,1967,54,0,2024,Mira
1367,1039,8940,3,0,0,24,19,23,5,7864,85,1977,53,0,2024,Mira
1368,640,9343,2,0,1,31,23,17,7,7869,85,1977,52,0,2024,Mira
1369,4199,3473,4,0,0,6,4,3,1,6165,92,1372,43,2,2022,Miranda do Corvo
1370,4421,3267,3,0,0,15,10,11,2,6174,92,1379,43,2,2022,Miranda do Corvo
1371,4068,3624,3,0,0,26,23,14,10,6178,92,1379,43,2,2022,Miranda do Corvo
1372,4103,3601,4,0,0,22,23,11,4,6186,92,1384,42,2,2022,Miranda do Corvo
1373,4022,3684,4,0,0,27,27,8,10,6190,92,1385,39,2,2022,Miranda do Corvo
1374,3988,3721,1,0,0,36,31,13,10,6195,92,1384,38,2,2022,Miranda do Corvo
1375,3966,3752,1,0,0,16,16,16,2,6202,92,1387,37,2,2022,Miranda do Corvo
1376,3932,3786,5,0,0,18,18,14,4,6206,92,1384,36,2,2022,Miranda do Corvo
1377,3775,3974,73,0,1,22,22,11,7,6229,92,1394,34,2,2023,Miranda do Corvo
1378,2701,5065,14,0,0,37,32,18,10,6241,92,1397,36,0,2023,Miranda do Corvo
1379,2453,5316,2,0,0,44,42,25,15,6245,92,1398,34,0,2023,Miranda do Corvo
1380,2416,5358,3,0,4,40,32,26,10,6250,92,1397,35,0,2023,Miranda do Corvo
1381,1773,6002,3,0,0,23,18,28,14,6250,92,1398,35,0,2023,Miranda do Corvo
1382,1688,6092,16,0,0,44,38,23,6,6261,92,1397,30,0,2023,Miranda do Corvo
1383,1320,6464,2,0,0,34,30,30,5,6257,92,1399,36,0,2023,Miranda do Corvo
1384,1204,6571,1,0,0,48,34,45,9,6258,92,1395,30,0,2024,Miranda do Corvo
1385,1050,6725,2,0,0,34,27,17,5,6260,92,1392,31,0,2024,Miranda do Corvo
1386,954,6825,2,0,1,45,29,23,8,6267,92,1389,31,0,2024,Miranda do Corvo
1387,3671,4616,0,0,0,14,14,3,6,6514,127,1621,25,2,2022,Mogadouro
1388,3627,4653,2,0,0,42,34,17,20,6506,127,1622,25,2,2022,Mogadouro
1389,3396,4872,1,0,0,43,35,13,14,6496,127,1620,25,2,2022,Mogadouro
1390,3623,4645,1,0,0,40,35,14,26,6493,127,1620,28,2,2022,Mogadouro
1391,3365,4911,0,0,0,39,26,11,6,6493,126,1627,30,2,2022,Mogadouro
1392,3244,5038,3,0,0,54,47,19,17,6498,126,1627,31,2,2022,Mogadouro
1393,3306,4973,1,0,0,44,31,17,6,6498,126,1626,29,2,2022,Mogadouro
1394,3403,4877,6,0,0,28,29,13,10,6498,126,1627,29,2,2022,Mogadouro
1395,3282,4991,75,0,0,40,27,23,9,6494,126,1626,27,2,2022,Mogadouro
1396,3345,4931,42,0,0,47,39,26,13,6498,126,1625,27,2,2023,Mogadouro
1397,3120,5161,31,0,0,32,21,19,15,6499,126,1627,29,0,2023,Mogadouro
1398,2980,5298,55,0,0,42,44,22,15,6491,126,1631,30,0,2023,Mogadouro
1399,2658,5646,42,0,0,47,31,11,13,6506,126,1639,33,0,2023,Mogadouro
1400,2568,5745,5,0,0,37,29,25,23,6508,126,1647,32,0,2023,Mogadouro
1401,2541,5771,4,0,6,37,37,22,15,6505,126,1650,31,0,2023,Mogadouro
1402,2494,5825,2,0,0,32,34,13,10,6505,126,1658,30,0,2023,Mogadouro
1403,2419,5894,6,0,0,43,33,18,11,6498,126,1659,30,0,2023,Mogadouro
1404,2297,6017,3,0,0,47,37,18,14,6496,126,1661,31,0,2023,Mogadouro
1405,2086,6240,5,0,0,32,22,24,7,6506,126,1663,31,0,2023,Mogadouro
1406,2103,6229,0,0,0,50,37,22,17,6513,126,1664,29,0,2024,Mogadouro
1407,1753,6563,0,0,0,22,19,7,9,6502,126,1660,28,0,2024,Mogadouro
1408,1619,6698,3,0,0,31,26,19,10,6502,126,1659,30,0,2024,Mogadouro
1409,4658,3856,0,0,0,9,10,5,1,6519,128,1829,38,2,2022,Moimenta da Beira
1410,4579,3943,4,0,0,21,17,10,13,6516,128,1838,40,2,2022,Moimenta da Beira
1411,4509,4026,1,0,0,24,27,18,6,6510,128,1861,36,2,2022,Moimenta da Beira
