,concelho,ano,mes,distrito,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao
406,Almada,2023,7,Setúbal,30,0,1082,857,508,372
407,Almada,2023,8,Setúbal,36,0,1047,839,523,285
408,Almada,2023,9,Setúbal,37,1,887,688,508,259
409,Almada,2023,10,Setúbal,67,0,1108,838,537,277
410,Almada,2023,11,Setúbal,24,0,1421,1085,572,210
411,Almada,2023,12,Setúbal,23,0,825,629,603,173
412,Almada,2024,1,Setúbal,20,0,1334,929,661,200
413,Almada,2024,2,Setúbal,16,0,582,435,353,86
414,Almada,2024,3,Setúbal,32,1,983,718,480,175
415,Almada,2024,4,Setúbal,4,0,248,151,67,41
416,Almeida,2022,3,Guarda,0,0,3,2,5,5
417,Almeida,2022,4,Guarda,0,0,10,7,12,3
418,Almeida,2022,5,Guarda,1,0,10,10,4,3
419,Almeida,2022,6,Guarda,1,0,18,18,13,7
420,Almeida,2022,7,Guarda,1,0,8,9,11,3
421,Almeida,2022,8,Guarda,0,0,21,12,15,5
422,Almeida,2022,9,Guarda,1,0,12,9,12,5
423,Almeida,2022,10,Guarda,4,1,14,13,12,5
424,Almeida,2022,11,Guarda,128,0,14,10,11,9
425,Almeida,2022,12,Guarda,74,0,13,12,15,8
426,Almeida,2023,1,Guarda,108,1,18,12,14,2
427,Almeida,2023,2,Guarda,164,1,16,15,18,3
428,Almeida,2023,3,Guarda,170,0,21,10,17,5
429,Almeida,2023,4,Guarda,77,0,15,14,10,8
430,Almeida,2023,5,Guarda,218,0,21,19,9,8
431,Almeida,2023,6,Guarda,24,0,18,16,11,8
432,Almeida,2023,7,Guarda,0,0,10,8,13,6
433,Almeida,2023,8,Guarda,0,0,17,16,18,11
434,Almeida,2023,9,Guarda,4,0,18,14,14,2
435,Almeida,2023,10,Guarda,11,0,21,15,13,9
436,Almeida,2023,11,Guarda,2,0,43,26,18,9
437,Almeida,2023,12,Guarda,1,0,14,10,12,7
438,Almeida,2024,1,Guarda,1,0,33,23,18,12
439,Almeida,2024,2,Guarda,2,0,20,10,8,1
440,Almeida,2024,3,Guarda,2,0,17,15,20,11
441,Almeida,2024,4,Guarda,0,0,5,4,2,2
442,Almeirim,2022,3,Santarém,1,0,47,43,21,16
443,Almeirim,2022,4,Santarém,3,0,114,105,60,38
444,Almeirim,2022,5,Santarém,9,0,140,104,66,40
445,Almeirim,2022,6,Santarém,1,0,146,133,43,49
446,Almeirim,2022,7,Santarém,2,0,131,97,47,23
447,Almeirim,2022,8,Santarém,6,1,157,120,52,44
448,Almeirim,2022,9,Santarém,4,0,112,115,61,30
449,Almeirim,2022,10,Santarém,13,0,91,74,64,20
450,Almeirim,2022,11,Santarém,80,0,121,95,55,50
451,Almeirim,2022,12,Santarém,197,0,94,90,55,39
452,Almeirim,2023,1,Santarém,125,0,155,112,67,28
453,Almeirim,2023,2,Santarém,127,0,121,101,64,31
454,Almeirim,2023,3,Santarém,112,0,147,107,73,43
455,Almeirim,2023,4,Santarém,86,0,125,121,37,38
456,Almeirim,2023,5,Santarém,146,1,174,122,43,40
457,Almeirim,2023,6,Santarém,42,0,134,102,63,43
458,Almeirim,2023,7,Santarém,7,0,129,110,42,46
459,Almeirim,2023,8,Santarém,8,0,132,94,37,43
460,Almeirim,2023,9,Santarém,9,0,115,94,50,39
461,Almeirim,2023,10,Santarém,11,0,146,110,69,38
462,Almeirim,2023,11,Santarém,1,0,194,150,69,33
463,Almeirim,2023,12,Santarém,5,0,109,74,55,24
464,Almeirim,2024,1,Santarém,4,0,172,119,57,32
465,Almeirim,2024,2,Santarém,0,0,75,52,34,21
466,Almeirim,2024,3,Santarém,6,0,140,103,62,31
467,Almeirim,2024,4,Santarém,0,0,46,23,7,8
468,Almodôvar,2022,3,Beja,0,0,6,3,4,2
469,Almodôvar,2022,4,Beja,0,0,12,14,6,2
470,Almodôvar,2022,5,Beja,0,0,8,6,5,0
471,Almodôvar,2022,6,Beja,1,0,16,13,8,0
472,Almodôvar,2022,7,Beja,0,0,19,16,6,5
473,Almodôvar,2022,8,Beja,1,0,23,13,13,5
474,Almodôvar,2022,9,Beja,0,0,13,10,7,8
475,Almodôvar,2022,10,Beja,3,0,13,12,2,3
476,Almodôvar,2022,11,Beja,30,0,19,17,6,4
477,Almodôvar,2022,12,Beja,216,0,26,21,19,6
478,Almodôvar,2023,1,Beja,74,0,27,21,17,10
479,Almodôvar,2023,2,Beja,113,0,18,14,10,5
480,Almodôvar,2023,3,Beja,169,0,10,13,19,5
481,Almodôvar,2023,4,Beja,84,0,20,15,8,0
482,Almodôvar,2023,5,Beja,47,1,30,22,10,8
483,Almodôvar,2023,6,Beja,27,0,31,27,10,7
484,Almodôvar,2023,7,Beja,0,0,30,33,10,11
485,Almodôvar,2023,8,Beja,0,0,34,26,15,10
486,Almodôvar,2023,9,Beja,1,0,18,15,14,10
487,Almodôvar,2023,10,Beja,3,0,31,24,19,13
488,Almodôvar,2023,11,Beja,0,0,37,37,16,10
489,Almodôvar,2023,12,Beja,0,0,22,14,23,2
490,Almodôvar,2024,1,Beja,0,0,24,21,8,12
491,Almodôvar,2024,2,Beja,0,0,12,10,8,3
492,Almodôvar,2024,3,Beja,2,0,24,15,11,4
493,Almodôvar,2024,4,Beja,0,0,5,3,2,1
494,Alpiarça,2022,3,Santarém,1,0,20,18,8,17
495,Alpiarça,2022,4,Santarém,2,0,48,49,24,22
496,Alpiarça,2022,5,Santarém,3,0,51,41,35,29
497,Alpiarça,2022,6,Santarém,1,0,59,46,21,30
498,Alpiarça,2022,7,Santarém,4,0,51,47,8,12
499,Alpiarça,2022,8,Santarém,2,0,63,57,14,33
500,Alpiarça,2022,9,Santarém,3,0,44,40,28,15
501,Alpiarça,2022,10,Santarém,7,0,42,41,39,21
502,Alpiarça,2022,11,Santarém,23,0,48,35,23,13
503,Alpiarça,2022,12,Santarém,53,0,47,49,17,15
504,Alpiarça,2023,1,Santarém,52,0,51,48,30,17
505,Alpiarça,2023,2,Santarém,42,0,48,31,18,17
506,Alpiarça,2023,3,Santarém,24,0,47,43,16,27
507,Alpiarça,2023,4,Santarém,14,1,47,37,18,28
508,Alpiarça,2023,5,Santarém,25,0,54,44,14,14
509,Alpiarça,2023,6,Santarém,4,0,49,39,13,21
510,Alpiarça,2023,7,Santarém,1,0,43,40,9,26
511,Alpiarça,2023,8,Santarém,2,0,39,31,11,7
512,Alpiarça,2023,9,Santarém,7,1,26,25,35,18
513,Alpiarça,2023,10,Santarém,5,0,51,28,24,14
514,Alpiarça,2023,11,Santarém,2,0,84,78,22,12
515,Alpiarça,2023,12,Santarém,1,0,48,37,27,4
516,Alpiarça,2024,1,Santarém,1,0,66,48,25,11
517,Alpiarça,2024,2,Santarém,3,0,31,26,8,4
518,Alpiarça,2024,3,Santarém,8,0,45,32,21,8
519,Alpiarça,2024,4,Santarém,0,0,0,1,1,0
520,Alter do Chão,2022,3,Portalegre,0,0,11,9,4,3
521,Alter do Chão,2022,4,Portalegre,2,0,23,18,6,10
522,Alter do Chão,2022,5,Portalegre,0,0,28,21,8,7
523,Alter do Chão,2022,6,Portalegre,0,0,30,29,7,10
524,Alter do Chão,2022,7,Portalegre,3,0,31,20,8,2
525,Alter do Chão,2022,8,Portalegre,1,0,33,23,11,10
526,Alter do Chão,2022,9,Portalegre,0,1,24,21,14,10
527,Alter do Chão,2022,10,Portalegre,5,0,21,19,10,6
528,Alter do Chão,2022,11,Portalegre,27,0,25,21,12,6
529,Alter do Chão,2022,12,Portalegre,50,0,26,23,6,6
530,Alter do Chão,2023,1,Portalegre,27,0,26,23,9,16
531,Alter do Chão,2023,2,Portalegre,36,0,22,19,12,6
532,Alter do Chão,2023,3,Portalegre,42,0,29,24,9,3
533,Alter do Chão,2023,4,Portalegre,14,0,30,32,12,5
534,Alter do Chão,2023,5,Portalegre,11,0,33,21,8,11
535,Alter do Chão,2023,6,Portalegre,3,0,29,23,4,7
536,Alter do Chão,2023,7,Portalegre,0,0,32,27,7,7
537,Alter do Chão,2023,8,Portalegre,0,0,30,27,17,7
538,Alter do Chão,2023,9,Portalegre,1,0,24,20,12,4
539,Alter do Chão,2023,10,Portalegre,2,0,23,26,11,12
540,Alter do Chão,2023,11,Portalegre,1,0,31,26,6,3
541,Alter do Chão,2023,12,Portalegre,0,0,23,16,14,7
542,Alter do Chão,2024,1,Portalegre,0,0,32,25,13,5
543,Alter do Chão,2024,2,Portalegre,0,0,7,8,7,0
544,Alter do Chão,2024,3,Portalegre,2,0,20,10,7,1
545,Alter do Chão,2024,4,Portalegre,0,0,2,3,2,2
546,Alvaiázere,2022,3,Leiria,1,0,6,3,12,10
547,Alvaiázere,2022,4,Leiria,0,0,26,28,9,30
548,Alvaiázere,2022,5,Leiria,0,0,41,26,16,17
549,Alvaiázere,2022,6,Leiria,0,0,28,32,8,21
550,Alvaiázere,2022,7,Leiria,1,0,28,23,17,11
551,Alvaiázere,2022,8,Leiria,5,0,36,34,18,30
552,Alvaiázere,2022,9,Leiria,0,0,22,19,20,14
553,Alvaiázere,2022,10,Leiria,7,0,19,15,20,10
554,Alvaiázere,2022,11,Leiria,98,0,32,20,22,10
555,Alvaiázere,2022,12,Leiria,220,0,31,25,23,18
556,Alvaiázere,2023,1,Leiria,96,1,40,32,27,28
557,Alvaiázere,2023,2,Leiria,66,0,29,28,21,13
558,Alvaiázere,2023,3,Leiria,108,0,34,31,19,12
559,Alvaiázere,2023,4,Leiria,63,0,32,32,8,16
560,Alvaiázere,2023,5,Leiria,54,0,41,30,19,17
561,Alvaiázere,2023,6,Leiria,9,0,35,39,15,19
562,Alvaiázere,2023,7,Leiria,7,0,38,25,8,7
563,Alvaiázere,2023,8,Leiria,3,0,21,25,18,17
564,Alvaiázere,2023,9,Leiria,7,0,26,18,11,11
565,Alvaiázere,2023,10,Leiria,5,0,37,27,11,16
566,Alvaiázere,2023,11,Leiria,1,0,48,35,22,5
567,Alvaiázere,2023,12,Leiria,4,0,32,18,17,6
568,Alvaiázere,2024,1,Leiria,1,0,55,36,25,14
569,Alvaiázere,2024,2,Leiria,1,0,19,18,8,13
570,Alvaiázere,2024,3,Leiria,1,0,32,25,10,14
571,Alvaiázere,2024,4,Leiria,1,0,8,7,3,6
572,Alvito,2022,3,Beja,1,0,9,6,0,2
573,Alvito,2022,4,Beja,0,0,14,13,4,9
574,Alvito,2022,5,Beja,1,0,23,18,4,5
575,Alvito,2022,6,Beja,0,0,21,17,2,6
576,Alvito,2022,7,Beja,0,0,19,13,4,8
577,Alvito,2022,8,Beja,0,0,25,23,5,6
578,Alvito,2022,9,Beja,0,0,18,15,5,10
579,Alvito,2022,10,Beja,4,0,12,10,8,5
580,Alvito,2022,11,Beja,14,0,21,12,3,1
581,Alvito,2022,12,Beja,21,0,18,18,3,8
582,Alvito,2023,1,Beja,16,0,17,16,5,4
583,Alvito,2023,2,Beja,13,0,18,15,10,2
584,Alvito,2023,3,Beja,9,0,20,18,4,4
585,Alvito,2023,4,Beja,7,0,18,13,5,5
586,Alvito,2023,5,Beja,8,0,22,19,2,4
587,Alvito,2023,6,Beja,2,0,23,19,2,6
588,Alvito,2023,7,Beja,2,0,17,16,4,11
589,Alvito,2023,8,Beja,7,0,19,15,6,6
590,Alvito,2023,9,Beja,1,0,17,17,3,3
591,Alvito,2023,10,Beja,1,0,26,28,10,8
592,Alvito,2023,11,Beja,1,0,29,22,8,6
593,Alvito,2023,12,Beja,1,0,14,16,5,7
594,Alvito,2024,1,Beja,0,0,18,12,9,4
595,Alvito,2024,2,Beja,1,0,6,9,4,2
596,Alvito,2024,3,Beja,0,0,13,7,4,1
597,Alvito,2024,4,Beja,0,0,6,7,1,1
598,Amadora,2022,3,Lisboa,1,0,417,326,174,139
599,Amadora,2022,4,Lisboa,3,0,769,705,408,243
600,Amadora,2022,5,Lisboa,6,2,1021,681,433,235
601,Amadora,2022,6,Lisboa,3,1,1119,813,391,282
602,Amadora,2022,7,Lisboa,2,0,958,718,338,216
603,Amadora,2022,8,Lisboa,5,0,1366,952,406,307
604,Amadora,2022,9,Lisboa,4,2,1066,819,463,272
605,Amadora,2022,10,Lisboa,87,0,826,682,457,252
606,Amadora,2022,11,Lisboa,817,0,1069,692,398,233
607,Amadora,2022,12,Lisboa,954,0,959,790,450,208
608,Amadora,2023,1,Lisboa,1010,1,1459,865,487,285
609,Amadora,2023,2,Lisboa,868,0,1219,849,455,276
610,Amadora,2023,3,Lisboa,964,0,1318,929,546,306
611,Amadora,2023,4,Lisboa,800,1,1242,877,354,296
612,Amadora,2023,5,Lisboa,1059,2,1633,1078,418,385
613,Amadora,2023,6,Lisboa,172,1,1359,945,399,320
614,Amadora,2023,7,Lisboa,6,0,1396,1000,437,331
615,Amadora,2023,8,Lisboa,2,0,1279,875,427,344
616,Amadora,2023,9,Lisboa,3,0,980,711,464,246
617,Amadora,2023,10,Lisboa,7,0,1275,881,456,287
618,Amadora,2023,11,Lisboa,1,0,1535,1003,481,218
619,Amadora,2023,12,Lisboa,1,1,833,567,401,158
620,Amadora,2024,1,Lisboa,0,0,1531,859,506,239
621,Amadora,2024,2,Lisboa,2,0,656,433,282,102
622,Amadora,2024,3,Lisboa,16,0,1108,723,432,198
623,Amadora,2024,4,Lisboa,2,0,264,139,49,41
624,Amarante,2022,3,Porto,5,2,41,27,24,16
625,Amarante,2022,4,Porto,14,0,90,81,39,40
626,Amarante,2022,5,Porto,14,0,115,81,49,40
627,Amarante,2022,6,Porto,12,0,108,94,41,36
628,Amarante,2022,7,Porto,14,0,92,83,55,28
629,Amarante,2022,8,Porto,6,0,129,102,53,39
630,Amarante,2022,9,Porto,7,1,100,96,40,29
631,Amarante,2022,10,Porto,24,0,87,74,72,21
632,Amarante,2022,11,Porto,109,0,78,67,51,41
633,Amarante,2022,12,Porto,140,0,73,68,60,32
634,Amarante,2023,1,Porto,139,1,119,81,71,41
635,Amarante,2023,2,Porto,79,1,115,79,60,44
636,Amarante,2023,3,Porto,92,0,105,96,59,51
637,Amarante,2023,4,Porto,85,1,118,105,37,55
638,Amarante,2023,5,Porto,140,0,142,94,49,42
639,Amarante,2023,6,Porto,35,0,137,113,54,51
640,Amarante,2023,7,Porto,8,0,106,97,44,59
641,Amarante,2023,8,Porto,1,0,75,70,46,34
642,Amarante,2023,9,Porto,12,0,82,57,48,36
643,Amarante,2023,10,Porto,22,0,106,76,47,37
644,Amarante,2023,11,Porto,15,0,125,86,57,28
645,Amarante,2023,12,Porto,9,0,86,66,60,18
646,Amarante,2024,1,Porto,6,0,144,105,70,24
647,Amarante,2024,2,Porto,15,0,75,62,33,11
648,Amarante,2024,3,Porto,22,0,101,73,53,22
649,Amarante,2024,4,Porto,3,0,34,15,7,3
650,Amares,2022,3,Braga,3,0,11,9,7,2
651,Amares,2022,4,Braga,6,2,27,23,25,20
652,Amares,2022,5,Braga,4,0,38,31,12,20
653,Amares,2022,6,Braga,3,0,42,38,17,12
654,Amares,2022,7,Braga,10,0,38,25,22,13
655,Amares,2022,8,Braga,5,0,51,45,30,21
656,Amares,2022,9,Braga,8,0,28,20,22,10
657,Amares,2022,10,Braga,10,2,34,36,33,19
658,Amares,2022,11,Braga,264,1,30,17,24,18
659,Amares,2022,12,Braga,307,1,33,34,36,8
660,Amares,2023,1,Braga,163,0,44,38,38,18
661,Amares,2023,2,Braga,88,0,34,24,39,6
662,Amares,2023,3,Braga,103,0,33,31,48,14
663,Amares,2023,4,Braga,86,0,33,33,22,21
664,Amares,2023,5,Braga,181,0,46,35,28,16
665,Amares,2023,6,Braga,44,0,39,39,40,17
666,Amares,2023,7,Braga,5,0,36,36,31,23
667,Amares,2023,8,Braga,7,0,35,31,36,27
668,Amares,2023,9,Braga,14,0,34,30,29,10
669,Amares,2023,10,Braga,20,0,51,38,31,11
670,Amares,2023,11,Braga,3,0,47,39,43,13
671,Amares,2023,12,Braga,8,1,44,31,30,4
672,Amares,2024,1,Braga,7,0,48,45,48,16
673,Amares,2024,2,Braga,8,0,34,27,20,3
674,Amares,2024,3,Braga,5,0,47,36,46,18
675,Amares,2024,4,Braga,0,0,10,7,3,6
676,Anadia,2022,3,Aveiro,4,1,7,5,4,3
677,Anadia,2022,4,Aveiro,7,0,14,16,11,12
678,Anadia,2022,5,Aveiro,3,0,21,11,9,1
679,Anadia,2022,6,Aveiro,5,0,12,13,12,10
680,Anadia,2022,7,Aveiro,5,0,14,9,8,11
681,Anadia,2022,8,Aveiro,2,0,22,19,15,14
682,Anadia,2022,9,Aveiro,1,0,17,13,23,12
683,Anadia,2022,10,Aveiro,9,0,20,19,15,6
684,Anadia,2022,11,Aveiro,153,0,19,16,27,9
685,Anadia,2022,12,Aveiro,164,0,32,25,28,10
686,Anadia,2023,1,Aveiro,189,0,31,22,26,14
687,Anadia,2023,2,Aveiro,179,0,47,33,31,10
688,Anadia,2023,3,Aveiro,345,0,36,33,34,18
689,Anadia,2023,4,Aveiro,164,0,32,29,21,8
690,Anadia,2023,5,Aveiro,165,1,51,43,33,18
691,Anadia,2023,6,Aveiro,75,0,53,49,27,10
692,Anadia,2023,7,Aveiro,6,0,54,45,32,21
693,Anadia,2023,8,Aveiro,5,1,51,47,36,14
694,Anadia,2023,9,Aveiro,8,0,44,41,38,15
695,Anadia,2023,10,Aveiro,17,0,66,49,57,12
696,Anadia,2023,11,Aveiro,3,0,80,62,66,15
697,Anadia,2023,12,Aveiro,3,0,57,41,68,8
698,Anadia,2024,1,Aveiro,3,0,83,52,53,16
699,Anadia,2024,2,Aveiro,3,0,46,31,35,9
700,Anadia,2024,3,Aveiro,10,0,62,50,56,12
701,Anadia,2024,4,Aveiro,2,0,22,17,7,7
702,Ansião,2022,3,Leiria,0,0,7,10,12,21
703,Ansião,2022,4,Leiria,2,0,49,45,14,19
704,Ansião,2022,5,Leiria,5,0,53,39,17,19
705,Ansião,2022,6,Leiria,2,0,56,47,9,29
706,Ansião,2022,7,Leiria,0,0,55,38,20,16
707,Ansião,2022,8,Leiria,2,0,55,54,15,19
708,Ansião,2022,9,Leiria,1,0,38,34,22,18
709,Ansião,2022,10,Leiria,14,0,31,26,25,5
710,Ansião,2022,11,Leiria,168,0,46,33,26,18
711,Ansião,2022,12,Leiria,99,0,47,44,27,28
712,Ansião,2023,1,Leiria,96,0,53,50,14,20
713,Ansião,2023,2,Leiria,154,0,38,35,20,13
714,Ansião,2023,3,Leiria,206,0,47,35,22,20
715,Ansião,2023,4,Leiria,104,0,62,55,15,12
716,Ansião,2023,5,Leiria,204,0,76,61,25,27
717,Ansião,2023,6,Leiria,38,0,74,64,19,30
718,Ansião,2023,7,Leiria,5,0,67,54,29,37
719,Ansião,2023,8,Leiria,6,0,54,48,23,39
720,Ansião,2023,9,Leiria,7,0,74,52,17,28
721,Ansião,2023,10,Leiria,12,0,90,79,33,42
722,Ansião,2023,11,Leiria,4,0,88,74,26,21
723,Ansião,2023,12,Leiria,3,0,66,44,20,19
724,Ansião,2024,1,Leiria,0,0,72,56,29,24
725,Ansião,2024,2,Leiria,2,0,42,32,15,7
726,Ansião,2024,3,Leiria,2,0,51,38,24,18
727,Ansião,2024,4,Leiria,0,0,10,4,4,6
728,Arcos de Valdevez,2022,3,Viana do Castelo,1,0,14,17,10,9
729,Arcos de Valdevez,2022,4,Viana do Castelo,5,4,52,41,15,16
730,Arcos de Valdevez,2022,5,Viana do Castelo,5,0,48,40,26,19
731,Arcos de Valdevez,2022,6,Viana do Castelo,5,0,64,47,14,13
732,Arcos de Valdevez,2022,7,Viana do Castelo,3,0,49,43,16,17
733,Arcos de Valdevez,2022,8,Viana do Castelo,2,0,62,55,18,16
734,Arcos de Valdevez,2022,9,Viana do Castelo,3,1,46,35,23,19
735,Arcos de Valdevez,2022,10,Viana do Castelo,7,0,41,30,15,17
736,Arcos de Valdevez,2022,11,Viana do Castelo,117,0,56,40,17,20
737,Arcos de Valdevez,2022,12,Viana do Castelo,222,0,47,48,20,18
738,Arcos de Valdevez,2023,1,Viana do Castelo,180,0,62,37,40,21
739,Arcos de Valdevez,2023,2,Viana do Castelo,180,0,53,46,20,26
740,Arcos de Valdevez,2023,3,Viana do Castelo,178,0,70,57,46,33
741,Arcos de Valdevez,2023,4,Viana do Castelo,235,0,71,59,36,36
742,Arcos de Valdevez,2023,5,Viana do Castelo,410,0,79,54,32,37
743,Arcos de Valdevez,2023,6,Viana do Castelo,90,0,71,71,33,35
744,Arcos de Valdevez,2023,7,Viana do Castelo,7,0,80,70,44,37
745,Arcos de Valdevez,2023,8,Viana do Castelo,5,0,70,56,62,21
746,Arcos de Valdevez,2023,9,Viana do Castelo,9,0,54,44,29,28
747,Arcos de Valdevez,2023,10,Viana do Castelo,24,0,98,57,34,37
748,Arcos de Valdevez,2023,11,Viana do Castelo,5,0,97,64,54,41
749,Arcos de Valdevez,2023,12,Viana do Castelo,3,0,69,56,62,20
750,Arcos de Valdevez,2024,1,Viana do Castelo,3,0,99,70,65,34
751,Arcos de Valdevez,2024,2,Viana do Castelo,2,0,43,35,26,15
752,Arcos de Valdevez,2024,3,Viana do Castelo,9,0,87,68,55,29
753,Arcos de Valdevez,2024,4,Viana do Castelo,0,0,28,11,11,3
754,Arganil,2022,3,Coimbra,1,0,4,1,1,1
755,Arganil,2022,4,Coimbra,5,0,8,9,6,1
756,Arganil,2022,5,Coimbra,1,0,5,5,5,2
757,Arganil,2022,6,Coimbra,3,0,9,6,8,3
758,Arganil,2022,7,Coimbra,1,0,10,10,7,1
759,Arganil,2022,8,Coimbra,1,0,15,8,11,6
760,Arganil,2022,9,Coimbra,1,0,11,8,8,0
761,Arganil,2022,10,Coimbra,5,0,11,6,14,2
762,Arganil,2022,11,Coimbra,46,0,13,10,9,2
763,Arganil,2022,12,Coimbra,49,0,14,10,12,3
764,Arganil,2023,1,Coimbra,145,0,18,10,16,8
765,Arganil,2023,2,Coimbra,49,0,20,15,19,3
766,Arganil,2023,3,Coimbra,84,0,18,13,20,2
767,Arganil,2023,4,Coimbra,125,0,17,13,6,5
768,Arganil,2023,5,Coimbra,122,0,28,22,18,6
769,Arganil,2023,6,Coimbra,13,0,24,19,10,8
770,Arganil,2023,7,Coimbra,3,0,23,17,15,4
771,Arganil,2023,8,Coimbra,0,0,21,13,15,6
772,Arganil,2023,9,Coimbra,1,0,17,11,14,7
773,Arganil,2023,10,Coimbra,7,0,24,19,18,3
774,Arganil,2023,11,Coimbra,0,0,29,23,18,7
775,Arganil,2023,12,Coimbra,0,0,16,11,11,3
776,Arganil,2024,1,Coimbra,2,0,26,17,21,3
777,Arganil,2024,2,Coimbra,2,0,12,11,13,6
778,Arganil,2024,3,Coimbra,1,0,24,16,26,3
779,Arganil,2024,4,Coimbra,0,0,2,0,2,1
780,Armamar,2022,3,Viseu,0,0,3,1,1,1
781,Armamar,2022,4,Viseu,2,0,4,5,7,3
782,Armamar,2022,5,Viseu,1,1,4,2,12,6
783,Armamar,2022,6,Viseu,1,0,9,7,5,3
784,Armamar,2022,7,Viseu,2,0,7,5,2,2
785,Armamar,2022,8,Viseu,0,0,9,7,4,7
786,Armamar,2022,9,Viseu,2,0,4,3,8,1
787,Armamar,2022,10,Viseu,7,0,4,4,15,2
788,Armamar,2022,11,Viseu,25,0,4,3,14,3
789,Armamar,2022,12,Viseu,26,0,4,4,5,3
790,Armamar,2023,1,Viseu,23,0,7,5,7,4
791,Armamar,2023,2,Viseu,13,0,8,6,9,0
792,Armamar,2023,3,Viseu,92,0,8,6,14,6
793,Armamar,2023,4,Viseu,77,0,12,9,2,4
794,Armamar,2023,5,Viseu,220,0,18,13,6,5
795,Armamar,2023,6,Viseu,68,0,11,13,4,10
796,Armamar,2023,7,Viseu,0,0,21,19,17,5
797,Armamar,2023,8,Viseu,2,0,15,7,7,15
798,Armamar,2023,9,Viseu,0,0,10,13,8,9
799,Armamar,2023,10,Viseu,4,0,23,14,11,7
800,Armamar,2023,11,Viseu,1,0,21,16,14,5
801,Armamar,2023,12,Viseu,1,0,22,14,19,8
802,Armamar,2024,1,Viseu,1,0,18,19,19,7
803,Armamar,2024,2,Viseu,4,0,15,11,5,1
804,Armamar,2024,3,Viseu,6,0,19,14,11,8
805,Armamar,2024,4,Viseu,0,0,7,4,0,1
806,Arouca,2022,3,Aveiro,1,0,11,8,3,1
807,Arouca,2022,4,Aveiro,0,0,19,22,16,9
808,Arouca,2022,5,Aveiro,2,0,36,22,12,5
809,Arouca,2022,6,Aveiro,4,0,32,24,12,5
810,Arouca,2022,7,Aveiro,1,0,30,24,14,4
811,Arouca,2022,8,Aveiro,0,0,46,32,15,17
812,Arouca,2022,9,Aveiro,3,0,25,31,7,8
813,Arouca,2022,10,Aveiro,8,0,26,24,8,2
814,Arouca,2022,11,Aveiro,79,0,32,21,12,6
815,Arouca,2022,12,Aveiro,73,0,29,20,23,3
816,Arouca,2023,1,Aveiro,106,0,39,25,23,9
817,Arouca,2023,2,Aveiro,53,0,25,24,11,10
818,Arouca,2023,3,Aveiro,53,0,43,24,28,6
819,Arouca,2023,4,Aveiro,117,0,40,32,17,18
820,Arouca,2023,5,Aveiro,101,0,37,35,19,13
821,Arouca,2023,6,Aveiro,20,0,41,29,10,11
822,Arouca,2023,7,Aveiro,2,0,31,23,21,13
823,Arouca,2023,8,Aveiro,4,0,39,27,18,14
824,Arouca,2023,9,Aveiro,6,0,34,35,23,7
825,Arouca,2023,10,Aveiro,12,0,48,32,23,16
826,Arouca,2023,11,Aveiro,3,0,63,41,28,15
827,Arouca,2023,12,Aveiro,1,0,30,26,45,13
828,Arouca,2024,1,Aveiro,5,0,63,40,46,15
829,Arouca,2024,2,Aveiro,5,0,26,12,19,7
830,Arouca,2024,3,Aveiro,4,0,38,29,22,3
831,Arouca,2024,4,Aveiro,1,0,15,9,4,0
832,Arraiolos,2022,3,Évora,0,0,4,3,1,0
833,Arraiolos,2022,4,Évora,3,0,6,5,1,0
834,Arraiolos,2022,5,Évora,1,0,9,4,3,1
835,Arraiolos,2022,6,Évora,1,0,7,10,0,1
836,Arraiolos,2022,7,Évora,1,0,2,2,4,1
837,Arraiolos,2022,8,Évora,0,0,6,3,3,1
838,Arraiolos,2022,9,Évora,1,0,3,5,3,0
839,Arraiolos,2022,10,Évora,2,0,4,3,3,4
840,Arraiolos,2022,11,Évora,13,0,7,5,2,3
841,Arraiolos,2022,12,Évora,41,0,5,7,5,0
842,Arraiolos,2023,1,Évora,15,0,9,6,3,1
843,Arraiolos,2023,2,Évora,6,0,9,11,6,1
844,Arraiolos,2023,3,Évora,77,0,5,4,8,3
845,Arraiolos,2023,4,Évora,48,0,7,6,4,0
846,Arraiolos,2023,5,Évora,13,0,11,7,3,0
847,Arraiolos,2023,6,Évora,3,0,13,13,2,2
848,Arraiolos,2023,7,Évora,1,0,10,9,6,12
849,Arraiolos,2023,8,Évora,2,0,10,8,7,5
850,Arraiolos,2023,9,Évora,1,0,13,8,6,10
851,Arraiolos,2023,10,Évora,6,0,17,16,13,5
852,Arraiolos,2023,11,Évora,4,0,30,22,13,1
853,Arraiolos,2023,12,Évora,1,0,19,18,11,7
854,Arraiolos,2024,1,Évora,5,0,27,22,13,9
855,Arraiolos,2024,2,Évora,4,0,8,10,4,2
856,Arraiolos,2024,3,Évora,6,0,14,13,12,9
857,Arraiolos,2024,4,Évora,1,0,7,4,0,0
858,Arronches,2022,3,Portalegre,1,0,5,3,4,0
859,Arronches,2022,4,Portalegre,0,0,15,8,5,2
860,Arronches,2022,5,Portalegre,2,0,10,14,2,9
